,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,6.64,4.0,5.89
3,3.7,3.0,3.61
6,8.53,12.0,18.05
7,10.03,9.0,16.86
8,11.82,19.0,33.31
11,5.95,13.0,16.87
15,2.44,9.0,14.69
16,5.03,8.0,12.99
19,3.9,6.0,4.63
22,3.4,4.0,2.9
25,5.04,5.0,5.07
26,4.03,4.0,3.64
32,6.18,3.0,4.27
35,9.36,6.0,7.19
40,5.06,4.0,2.84
42,3.93,3.0,3.2
44,6.32,3.0,3.72
45,4.8,3.0,3.21
46,11.16,8.0,6.84
48,4.71,6.0,5.14
56,2.81,7.0,8.83
64,13.22,9.0,8.66
66,0.9,3.0,2.59
68,21.08,12.0,11.69
74,9.92,14.0,20.95
79,3.74,4.0,3.2
81,11.84,12.0,9.33
82,12.04,10.0,9.64
84,9.44,12.0,14.31
89,12.08,12.0,16.54
90,8.76,11.0,12.13
100,5.64,3.0,-2.06
102,20.52,16.0,18.1
103,17.07,14.0,8.5
112,15.0,3.0,2.56
114,20.09,10.0,18.49
117,18.03,14.0,18.7
118,20.1,21.0,19.31
119,25.42,22.0,26.83
121,9.25,7.0,11.04
123,37.53,40.0,37.87
126,38.04,46.0,42.52
129,14.98,26.0,28.24
130,23.7,27.0,28.68
132,34.43,44.0,46.0
134,21.35,29.0,19.83
135,12.83,21.0,21.78
136,9.56,19.0,15.64
144,30.32,40.0,34.3
146,35.85,43.0,32.87
147,37.12,59.0,44.31
156,5.33,3.0,4.47
157,4.67,3.0,2.66
158,13.19,12.0,13.43
159,11.16,9.0,10.6
160,10.41,9.0,9.11
167,13.85,12.0,9.64
180,9.84,14.0,32.26
186,15.42,13.0,8.75
187,16.22,9.0,9.67
188,15.07,13.0,9.47
189,12.67,11.0,11.32
194,12.8,8.0,9.66
200,8.32,4.0,5.11
205,2.09,3.0,3.23
206,1.38,3.0,4.05
211,4.63,5.0,4.2
214,5.81,4.0,3.73
218,7.47,5.0,5.48
222,7.7,3.0,2.81
224,6.55,4.0,6.56
227,2.91,3.0,1.98
228,8.12,5.0,6.0
238,10.29,14.0,18.4
247,4.08,10.0,14.08
248,13.88,26.0,29.64
249,29.63,40.0,36.16
252,17.67,24.0,26.47
253,23.06,23.0,27.31
255,6.14,3.0,2.12
257,32.81,31.0,27.29
262,13.15,4.0,3.1
268,16.19,27.0,27.9
269,18.28,3.0,4.91
277,48.85,3.0,2.89
278,43.31,35.0,47.44
279,42.96,41.0,52.61
281,42.55,60.0,55.53
287,46.32,34.0,47.79
289,27.77,14.0,31.45
294,41.08,73.0,56.02
295,44.0,92.0,52.47
297,26.95,45.0,32.64
301,46.3,64.0,55.42
305,44.75,67.0,55.11
316,43.49,44.0,42.58
321,63.38,62.0,51.13
325,45.0,43.0,40.97
327,59.68,66.0,61.4
329,59.68,64.0,62.74
334,35.0,55.0,57.42
338,18.0,36.0,30.8
340,44.86,50.0,60.99
343,35.65,59.0,58.2
347,19.81,20.0,24.54
348,22.5,4.0,7.2
351,39.45,33.0,45.96
357,28.09,17.0,31.52
360,6.63,3.0,6.16
361,13.0,7.0,14.94
363,13.95,6.0,8.08
