,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,65.97,47.14
3,23.22,20.3
6,28.94,50.39
7,11.42,87.3
8,37.81,75.3
11,54.2,29.78
15,72.9,63.2
16,37.1,62.38
19,34.92,22.85
22,15.08,27.53
25,0.79,1.45
26,0.67,9.12
32,105.88,42.38
35,56.01,19.87
40,26.56,28.9
42,31.06,6.51
44,110.7,24.11
45,60.05,6.86
46,39.52,14.47
48,21.49,14.38
56,59.87,26.17
64,46.84,3.76
66,70.08,13.61
68,75.63,2.59
74,29.11,49.62
79,6.59,19.97
81,1.36,22.21
82,20.4,3.65
84,21.32,19.23
89,0.65,37.8
90,20.36,10.29
100,87.97,168.58
102,28.23,13.15
103,21.92,39.3
112,400.01,14.59
114,100.85,84.88
117,28.81,33.56
118,4.29,8.03
119,15.55,21.97
121,32.08,57.74
123,6.18,5.33
126,17.29,7.56
129,42.37,8.62
130,12.24,6.21
132,21.74,4.55
134,26.38,31.61
135,38.89,3.72
136,49.68,17.68
144,24.19,14.26
146,16.63,23.55
147,37.09,24.9
156,77.77,48.92
157,55.54,11.47
158,9.91,11.94
159,24.04,17.77
160,15.7,1.23
167,15.42,19.68
180,29.73,130.44
186,18.59,32.69
187,80.26,7.44
188,15.95,27.19
189,15.18,2.9
194,60.03,20.76
200,107.89,27.78
205,30.36,7.65
206,54.15,34.98
211,7.48,16.01
214,45.2,6.8
218,49.36,9.63
222,156.52,6.29
224,63.85,64.07
227,3.0,33.87
228,62.49,20.04
238,26.49,31.4
247,59.18,40.78
248,46.62,13.99
249,25.92,9.59
252,26.38,10.3
253,0.24,18.73
255,104.62,29.42
257,5.85,11.98
262,228.64,22.46
268,40.05,3.33
269,509.31,63.63
277,1528.47,3.81
278,23.73,35.55
279,4.79,28.33
281,29.08,7.44
287,36.23,40.56
289,98.33,124.65
294,43.72,23.26
295,52.18,42.97
297,40.12,27.46
301,27.65,13.4
305,33.21,17.75
316,1.15,3.23
321,2.22,17.53
325,4.64,4.73
327,9.58,6.97
329,6.75,1.96
334,36.37,4.39
338,50.01,14.44
340,10.29,21.99
343,39.58,1.36
347,0.94,22.71
348,462.54,80.04
351,19.55,39.26
357,65.26,85.41
360,120.91,105.37
361,85.71,113.4
363,132.52,34.61
