,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,75.31,5.53
2,4.36,4.46
4,132.08,20.14
5,103.62,19.28
9,17.87,15.49
10,55.89,17.61
12,30.62,1.39
13,28.45,4.84
14,3.93,18.54
17,60.35,12.6
18,20.18,14.47
20,28.1,0.47
21,42.49,8.1
23,32.95,49.31
24,4.35,14.04
27,69.58,34.84
28,18.57,13.13
29,29.05,34.92
30,25.33,11.33
31,18.26,39.46
33,23.55,9.39
34,18.1,6.73
36,1.82,6.87
37,18.86,7.97
38,42.99,1.59
39,75.17,23.67
41,20.1,7.51
43,17.72,12.27
47,11.58,4.29
49,18.38,1.11
50,8.21,10.74
51,7.21,26.99
52,64.59,7.93
53,11.04,1.7
54,7.29,8.45
55,0.92,8.13
57,22.73,5.05
58,36.6,30.43
59,0.25,13.41
60,25.6,10.09
61,19.77,10.02
62,5.71,2.64
63,5.3,1.91
65,31.38,46.11
67,3.35,6.7
69,21.13,17.96
70,24.96,3.36
71,5.74,1.34
72,110.35,13.08
73,25.4,56.3
75,0.58,9.88
76,18.45,8.58
77,1.64,12.24
78,11.37,8.05
80,8.34,3.58
83,24.25,1.96
85,20.5,3.75
86,18.71,35.91
87,65.35,20.55
88,25.57,16.13
91,6.93,9.83
92,12.12,7.28
93,77.41,17.7
94,62.3,13.35
95,4.59,18.3
96,7.55,24.4
97,32.28,15.94
98,8.47,2.71
99,7.16,9.98
101,80.53,39.55
104,17.34,9.35
105,29.36,11.02
106,44.68,16.5
107,41.83,26.93
108,213.32,5.54
109,19.2,18.8
110,11.31,0.01
111,15.28,10.74
113,400.01,41.9
115,36.37,12.08
116,17.26,19.65
120,36.06,3.35
122,679.09,223.44
124,7.36,1.35
125,17.29,18.14
127,17.86,10.85
128,4.72,10.93
131,36.03,12.49
133,20.36,7.07
137,14.84,8.59
138,4.44,5.98
139,1.52,15.42
140,11.72,4.57
141,6.37,2.06
142,13.36,12.28
143,5.94,11.07
145,15.06,11.27
148,20.99,6.68
149,12.37,0.26
150,5.48,12.33
151,17.26,9.05
152,18.39,11.89
153,28.9,5.13
154,16.81,2.42
155,15.62,19.25
161,25.46,1.53
162,18.51,6.19
163,39.65,28.45
164,58.44,3.82
165,21.54,0.68
166,16.62,0.13
168,13.73,26.53
169,2.6,10.07
170,38.23,8.31
171,29.79,39.37
172,5.62,24.07
173,16.13,14.37
174,32.85,5.22
175,71.02,1.51
176,53.76,28.0
177,69.55,11.33
178,24.63,15.11
179,31.58,12.91
181,9.55,70.73
182,3.99,18.49
183,48.42,0.32
184,40.45,36.77
185,93.72,47.0
190,13.24,65.35
191,6.71,1.11
192,6.14,7.61
193,20.36,6.41
195,2.88,13.56
196,13.38,2.13
197,8.22,0.86
198,32.85,9.78
199,1.06,16.75
201,78.31,4.85
202,11.37,10.23
203,59.62,8.56
204,38.14,20.01
207,45.15,4.59
208,57.56,22.17
209,60.88,1.05
210,18.57,13.14
212,2.31,7.6
213,2.37,12.21
215,50.47,4.5
216,4.29,16.65
217,56.02,1.39
219,58.85,3.04
220,37.8,19.85
221,63.98,1.35
223,33.79,34.01
225,28.4,1.83
226,49.11,45.24
229,17.36,22.89
230,18.72,17.66
231,5.89,2.69
232,7.68,9.59
233,59.41,3.87
234,36.62,6.17
235,24.55,3.18
236,0.57,19.81
237,25.57,1.62
239,34.61,10.34
240,16.12,13.35
241,89.91,16.95
242,54.11,27.26
243,10.63,1.28
244,20.16,1.33
245,72.82,30.84
246,61.85,2.2
250,25.02,8.24
251,9.86,0.63
254,152.6,12.12
256,10.66,3.57
258,13.07,2.94
259,0.05,0.08
260,4.84,7.34
261,44.18,46.8
263,7.48,6.74
264,10.22,4.63
265,1.59,4.81
266,17.37,2.24
267,32.7,4.64
270,35.01,13.05
271,21.61,9.17
272,361.11,5.22
273,329.96,34.62
274,408.7,66.38
275,651.66,42.61
276,349.7,30.67
280,25.68,3.27
282,519.9,10.12
283,358.66,17.05
284,541.44,59.94
285,33.87,24.21
286,38.11,22.78
288,33.32,34.25
290,614.99,55.21
291,26.91,29.88
292,24.31,12.7
293,17.75,23.95
296,33.64,18.27
298,26.9,10.11
299,26.39,14.81
300,23.49,9.78
302,18.38,6.71
303,28.04,11.47
304,22.14,9.49
306,5.58,1.02
307,6.51,0.15
308,3.52,1.63
309,1.28,4.03
310,1.32,1.0
311,1.89,0.56
312,4.15,3.25
313,5.05,4.84
314,0.36,0.46
315,17.4,15.84
317,15.94,11.94
318,0.43,5.8
319,7.8,6.21
320,4.03,6.85
322,9.58,4.89
323,4.96,1.45
324,10.72,10.26
326,10.93,5.67
328,0.18,1.54
330,9.84,0.96
331,0.71,11.56
332,4.52,3.7
333,5.43,16.89
335,38.21,0.11
336,10.15,8.89
337,12.97,2.38
339,41.82,1.4
341,23.47,4.69
342,8.44,8.5
344,32.14,1.87
345,46.63,6.06
346,47.69,26.11
349,101.04,0.44
350,137.63,10.44
352,121.74,16.15
353,217.43,13.81
354,117.52,4.98
355,33.39,28.32
356,113.59,64.46
358,73.31,14.76
359,62.14,61.08
362,120.51,33.14
364,164.69,27.67
