,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,4.26,4.0,5.24
3,5.16,3.0,4.6
7,12.11,9.0,12.54
8,20.41,19.0,35.26
12,0.69,7.0,5.27
16,5.54,8.0,11.61
17,2.66,3.0,5.68
18,1.78,6.0,3.86
21,3.65,4.0,2.69
26,3.59,4.0,4.91
38,8.07,3.0,4.09
39,14.71,6.0,7.61
43,9.56,7.0,9.64
45,5.84,3.0,3.85
46,8.73,8.0,7.95
48,5.5,6.0,4.49
50,5.56,8.0,5.34
51,4.61,3.0,2.24
55,10.84,9.0,11.35
56,7.07,7.0,8.11
58,6.08,3.0,5.78
60,7.12,10.0,7.35
61,7.56,9.0,9.99
62,7.92,10.0,10.83
66,1.7,3.0,2.26
68,20.37,12.0,11.53
73,0.5,3.0,0.93
82,11.74,10.0,11.74
89,10.88,12.0,12.97
91,9.72,9.0,9.74
97,10.32,13.0,18.15
98,13.27,12.0,14.0
101,1.26,7.0,2.91
102,19.77,16.0,17.77
103,15.07,14.0,10.97
106,21.67,18.0,25.29
112,15.05,3.0,3.25
116,30.32,20.0,28.24
133,24.56,35.0,23.66
134,20.53,29.0,16.78
137,17.18,23.0,16.78
139,31.74,37.0,26.76
140,34.38,39.0,29.52
143,21.29,25.0,27.4
144,27.87,40.0,33.4
147,42.81,59.0,44.33
149,24.88,32.0,34.91
150,21.91,24.0,24.79
153,8.04,27.0,17.62
156,8.39,3.0,3.17
159,8.93,9.0,8.83
160,7.59,9.0,8.46
161,12.29,11.0,10.53
162,17.7,13.0,14.34
164,2.96,3.0,1.17
165,18.69,15.0,14.71
170,5.3,4.0,5.58
171,1.41,3.0,1.9
179,10.25,13.0,11.5
185,-1.52,3.0,-0.08
186,12.87,13.0,9.99
187,14.56,9.0,8.22
198,3.67,7.0,9.15
201,6.51,3.0,3.82
203,3.63,4.0,3.34
204,10.49,3.0,1.56
208,9.16,3.0,3.59
212,3.27,3.0,3.27
213,-1.2,3.0,3.79
215,2.85,4.0,3.15
223,3.51,4.0,2.97
234,-0.84,5.0,6.35
235,4.96,6.0,4.72
239,6.07,6.0,5.03
244,11.0,7.0,9.96
245,12.76,12.0,7.33
252,21.42,24.0,23.32
253,23.85,23.0,27.13
254,12.76,4.0,6.78
262,8.53,4.0,-1.32
263,24.94,31.0,24.01
266,19.86,36.0,32.96
267,17.35,40.0,29.76
268,10.95,27.0,20.92
274,25.37,4.0,10.32
275,19.51,3.0,0.22
281,41.19,60.0,56.68
282,19.95,3.0,0.99
292,55.53,36.0,47.3
293,51.73,34.0,54.57
299,42.6,60.0,56.57
300,43.75,63.0,52.57
301,44.54,64.0,56.37
306,56.0,67.0,64.15
310,48.0,43.0,42.32
313,60.91,68.0,58.29
316,48.09,44.0,43.8
317,41.91,52.0,45.07
319,54.48,68.0,66.91
322,67.96,66.0,67.47
324,40.76,49.0,61.3
325,39.09,43.0,40.06
333,56.42,50.0,60.55
341,45.48,61.0,55.03
350,15.98,6.0,7.63
357,32.47,17.0,22.76
360,7.2,3.0,4.09
361,23.01,7.0,19.42
362,20.41,9.0,14.68
363,12.53,6.0,6.9
364,14.8,5.0,7.05
