,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,9.22,5.0,3.11
6,15.86,12.0,17.91
14,20.91,15.0,18.75
17,2.33,3.0,3.31
18,6.07,6.0,6.34
19,7.75,6.0,6.36
22,7.16,4.0,4.88
26,4.06,4.0,2.52
28,3.31,3.0,2.91
30,4.92,5.0,6.11
31,5.11,3.0,4.17
32,4.06,3.0,3.31
37,4.84,3.0,2.22
38,6.3,3.0,3.45
39,15.84,6.0,7.84
45,5.33,3.0,3.84
48,4.96,6.0,6.4
49,5.13,4.0,4.43
53,9.27,8.0,7.44
58,1.77,3.0,2.44
59,1.13,3.0,3.26
66,0.9,3.0,3.3
67,10.22,12.0,10.96
71,16.02,13.0,15.41
74,11.08,14.0,21.96
75,10.24,13.0,12.41
77,9.17,11.0,12.52
81,6.75,12.0,9.25
84,10.69,12.0,13.27
85,12.24,12.0,10.38
91,11.72,9.0,9.1
96,11.15,12.0,13.05
104,12.22,14.0,19.76
105,20.48,15.0,18.07
116,31.5,20.0,30.81
117,12.92,14.0,14.08
118,23.36,21.0,21.2
120,31.51,16.0,23.66
121,1.56,7.0,9.29
126,39.3,46.0,39.86
127,38.45,46.0,39.86
129,13.54,26.0,23.38
130,25.95,27.0,23.74
137,21.39,23.0,17.6
139,31.2,37.0,23.95
140,29.29,39.0,27.65
143,24.98,25.0,24.48
144,31.31,40.0,33.71
155,12.05,11.0,13.47
157,5.94,3.0,3.35
158,12.13,12.0,12.84
159,9.84,9.0,10.55
160,12.78,9.0,9.76
161,13.04,11.0,12.63
168,14.18,13.0,18.04
169,11.97,12.0,12.06
179,9.95,13.0,13.02
181,11.58,15.0,33.56
183,14.72,8.0,10.42
185,-0.52,3.0,2.17
186,11.21,13.0,9.27
196,6.89,9.0,11.0
208,4.84,3.0,2.51
209,5.22,3.0,3.0
210,3.6,6.0,5.45
211,2.44,5.0,4.53
214,4.56,4.0,4.18
216,1.17,3.0,2.65
217,8.51,4.0,3.33
218,10.72,5.0,5.44
221,5.42,4.0,3.44
226,7.15,3.0,2.4
233,4.43,7.0,5.82
234,2.91,5.0,4.77
248,4.8,26.0,21.8
250,12.46,23.0,24.02
254,16.0,4.0,2.62
256,18.25,26.0,20.66
257,32.52,31.0,25.78
261,6.37,11.0,19.28
263,15.08,31.0,23.58
265,20.67,26.0,22.55
267,16.67,40.0,35.41
270,15.88,36.0,27.38
271,15.22,35.0,27.38
275,40.03,3.0,15.28
276,39.64,4.0,18.42
282,35.26,3.0,13.88
289,39.35,14.0,38.01
290,29.78,3.0,13.51
293,49.11,34.0,52.71
295,53.27,92.0,57.39
296,44.74,43.0,38.27
301,48.31,64.0,56.45
303,44.26,44.0,39.93
304,41.95,39.0,37.81
305,55.29,67.0,59.36
314,54.62,64.0,56.96
320,43.98,64.0,56.23
321,42.44,62.0,49.0
325,42.31,43.0,39.04
326,56.15,67.0,59.36
327,56.02,66.0,60.63
328,47.38,43.0,39.43
334,43.81,55.0,54.55
338,25.17,36.0,29.48
339,24.35,36.0,28.46
345,17.11,28.0,23.13
348,18.08,4.0,5.99
358,20.43,12.0,14.07
359,10.69,4.0,6.29
