,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,47.12,3.7
2,31.45,3.57
4,27.08,24.07
5,61.97,14.98
6,0.64,14.24
9,46.68,31.66
10,11.3,2.82
11,16.87,8.05
13,19.51,3.65
14,8.68,3.33
15,15.17,12.96
19,7.94,8.8
20,18.23,15.12
22,43.98,9.95
23,72.91,18.78
24,43.64,12.75
25,23.69,10.02
27,45.32,9.11
28,14.81,15.07
29,46.09,16.64
30,35.26,1.37
31,17.38,27.26
32,73.89,9.0
33,37.34,7.07
34,3.25,6.25
35,5.94,4.67
36,5.34,4.67
37,5.55,1.1
40,19.26,5.93
41,12.65,4.2
42,22.57,7.39
44,83.0,19.95
47,8.64,0.44
49,46.49,0.03
52,49.7,1.7
53,11.88,1.7
54,13.99,4.98
57,6.24,6.47
59,20.58,13.28
63,4.96,5.04
64,13.6,2.91
65,13.76,27.11
67,0.87,3.74
69,28.28,6.25
70,1.33,6.65
71,4.17,2.65
72,63.24,20.75
74,6.72,3.26
75,8.79,1.32
76,4.26,0.91
77,7.78,6.22
78,4.33,4.25
79,7.95,3.72
80,24.11,2.31
81,1.31,2.66
83,1.87,0.46
84,6.5,4.01
85,0.14,1.4
86,24.07,30.43
87,48.17,33.57
88,5.36,3.12
90,8.36,6.67
92,2.78,1.75
93,3.49,19.11
94,5.96,8.35
95,7.59,6.38
96,7.48,5.73
99,5.15,6.37
100,11.95,38.49
104,12.53,0.93
105,18.35,4.22
107,46.68,18.04
108,74.73,59.8
109,17.94,19.89
110,4.3,5.01
111,12.32,0.25
113,258.11,18.59
114,36.01,9.03
115,1.42,6.36
117,15.14,8.49
118,0.79,3.24
119,3.35,8.5
120,32.25,11.46
121,32.36,5.33
122,513.01,249.44
123,0.76,2.73
124,2.66,2.08
125,5.45,7.76
126,2.26,3.06
127,4.22,5.71
128,4.66,3.59
129,24.24,1.83
130,6.06,4.25
131,17.09,9.46
132,2.79,2.47
135,6.36,0.23
136,12.06,2.16
138,2.42,0.04
141,1.06,3.06
142,3.36,7.17
145,6.44,5.91
146,4.23,7.66
148,10.61,2.5
151,6.59,3.41
152,7.2,11.69
154,18.76,2.63
155,22.61,0.69
157,94.05,0.52
158,7.55,0.0
163,7.93,30.29
166,19.12,0.77
167,6.14,1.88
168,2.92,1.72
169,2.47,5.69
172,11.33,6.36
173,6.68,0.37
174,15.74,6.41
175,10.54,8.62
176,47.31,6.0
177,24.14,12.9
178,5.91,11.22
180,0.44,37.84
181,2.28,26.3
182,14.28,3.82
183,20.12,0.3
184,50.65,48.92
188,13.39,6.14
189,0.92,1.41
190,7.73,32.67
191,1.41,1.72
192,1.9,3.34
193,9.08,2.62
194,22.8,1.96
195,6.76,9.73
196,12.71,10.92
197,1.94,2.78
199,34.66,6.57
200,17.52,9.32
202,21.47,0.74
205,31.4,10.33
206,63.39,17.66
207,15.35,10.69
209,8.57,24.27
210,5.12,11.31
211,46.2,17.74
214,52.05,5.79
216,24.97,17.4
217,19.68,0.45
218,14.98,1.88
219,20.46,3.01
220,22.94,8.39
221,2.77,11.51
222,91.71,13.73
224,36.87,10.74
225,21.58,24.67
226,10.21,22.38
227,24.99,16.47
228,13.82,7.89
229,24.07,18.63
230,35.08,13.59
231,2.25,0.56
232,36.97,14.01
233,16.99,7.59
236,8.04,8.67
237,85.55,6.39
238,20.72,2.23
240,100.97,36.79
241,57.97,17.35
242,17.69,4.9
243,9.13,3.6
246,26.83,1.14
247,20.35,2.28
248,25.42,5.78
249,11.97,1.77
250,1.64,0.43
251,4.14,1.21
255,48.59,24.77
256,7.28,0.6
257,6.39,0.75
258,6.1,1.6
259,3.97,2.02
260,2.62,3.79
261,13.31,8.42
264,11.22,8.32
265,12.32,7.8
269,215.05,18.79
270,23.92,7.04
271,16.89,5.38
272,329.43,69.3
273,300.18,25.32
276,246.98,53.86
277,625.47,145.78
278,1.96,16.19
279,12.11,13.37
280,22.1,5.01
283,165.93,99.0
284,273.42,41.36
285,15.52,5.03
286,32.09,6.02
287,26.37,6.37
288,45.47,29.41
289,25.25,34.71
290,409.17,99.69
291,0.13,30.78
294,14.35,4.36
295,30.24,17.06
296,9.43,5.06
297,12.84,1.62
298,16.39,7.38
302,4.03,9.39
303,20.98,3.66
304,3.27,8.08
305,7.57,0.55
307,3.17,1.47
308,13.86,6.17
309,1.61,4.98
311,5.07,0.42
312,2.03,4.83
314,3.71,2.35
315,16.74,11.52
318,0.58,0.34
320,14.78,7.59
321,11.29,1.53
323,0.05,3.75
326,0.93,1.76
327,1.84,3.3
328,6.77,1.26
329,4.43,4.09
330,3.43,2.88
331,4.59,2.34
332,7.33,3.22
334,2.85,1.22
335,22.14,1.2
336,9.56,2.14
337,4.53,0.61
338,6.42,1.52
339,17.36,4.32
340,8.49,8.38
342,0.4,4.99
343,14.9,0.09
344,7.37,4.86
345,12.25,1.28
346,13.13,9.24
347,9.88,4.35
348,130.86,1.96
349,54.79,6.95
351,0.86,11.21
352,13.35,7.08
353,145.06,4.78
354,40.86,13.18
355,32.64,8.61
356,66.61,28.19
358,24.45,8.11
359,57.85,11.73
