“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,1,4,34,16,0.12222222222222222
2022-07-01 09:00:00,7,1,4,36,60,0.5311111111111111
2022-07-01 10:00:00,7,1,4,37,60,0.38
2022-07-01 11:00:00,7,1,4,38,60,0.39777777777777773
2022-07-01 12:00:00,7,1,4,39,60,0.37333333333333335
2022-07-01 13:00:00,7,1,4,38,60,0.3822222222222222
2022-07-01 14:00:00,7,1,4,38,50,0.2866666666666667
2022-07-01 15:00:00,7,1,4,37,60,0.3577777777777778
2022-07-01 16:00:00,7,1,4,35,47,0.2644444444444444
2022-07-01 17:00:00,7,1,4,34,51,0.32
2022-07-02 08:00:00,7,2,5,32,54,0.3244444444444444
2022-07-02 09:00:00,7,2,5,35,60,0.4066666666666667
2022-07-02 10:00:00,7,2,5,36,60,0.3888888888888889
2022-07-02 11:00:00,7,2,5,35,60,0.44
2022-07-02 12:00:00,7,2,5,37,57,0.34888888888888886
2022-07-02 13:00:00,7,2,5,37,54,0.3377777777777778
2022-07-02 14:00:00,7,2,5,36,53,0.34888888888888886
2022-07-02 15:00:00,7,2,5,34,55,0.15555555555555556
2022-07-02 16:00:00,7,2,5,34,42,0.14444444444444443
2022-07-02 17:00:00,7,2,5,33,56,0.2977777777777778
2022-07-02 18:00:00,7,2,5,33,1,0.0022222222222222222
2022-07-03 11:00:00,7,3,6,35,30,0.2111111111111111
2022-07-03 12:00:00,7,3,6,33,5,0.03333333333333333
2022-07-04 09:00:00,7,4,0,29,58,0.5222222222222223
2022-07-04 10:00:00,7,4,0,29,60,0.43111111111111106
2022-07-04 11:00:00,7,4,0,29,60,0.34444444444444444
2022-07-04 12:00:00,7,4,0,29,60,0.40222222222222226
2022-07-04 13:00:00,7,4,0,32,60,0.3577777777777778
2022-07-04 14:00:00,7,4,0,31,51,0.2866666666666667
2022-07-04 15:00:00,7,4,0,31,59,0.3622222222222222
2022-07-04 16:00:00,7,4,0,31,60,0.45555555555555555
2022-07-04 17:00:00,7,4,0,30,60,0.4133333333333334
2022-07-05 08:00:00,7,5,1,31,26,0.19777777777777777
2022-07-05 09:00:00,7,5,1,33,60,0.5822222222222222
2022-07-05 10:00:00,7,5,1,33,60,0.47333333333333333
2022-07-05 11:00:00,7,5,1,33,60,0.49777777777777776
2022-07-05 12:00:00,7,5,1,33,60,0.4533333333333333
2022-07-05 13:00:00,7,5,1,29,60,0.5044444444444445
2022-07-05 14:00:00,7,5,1,29,60,0.41555555555555557
2022-07-05 15:00:00,7,5,1,28,60,0.2
2022-07-05 16:00:00,7,5,1,29,60,0.19555555555555557
2022-07-05 17:00:00,7,5,1,29,60,0.25555555555555554
2022-07-06 07:00:00,7,6,2,29,55,0.27555555555555555
