“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 07:00:00,7,1,4,34,35,0.3622222222222222
2022-07-01 08:00:00,7,1,4,34,38,0.25555555555555554
2022-07-01 09:00:00,7,1,4,36,44,0.26
2022-07-01 10:00:00,7,1,4,37,51,0.2688888888888889
2022-07-01 11:00:00,7,1,4,40,54,0.34444444444444444
2022-07-01 12:00:00,7,1,4,40,50,0.38
2022-07-01 13:00:00,7,1,4,39,40,0.2822222222222222
2022-07-01 14:00:00,7,1,4,38,56,0.3644444444444444
2022-07-01 15:00:00,7,1,4,38,56,0.32666666666666666
2022-07-01 16:00:00,7,1,4,35,55,0.24888888888888888
2022-07-01 17:00:00,7,1,4,34,60,0.3288888888888889
2022-07-01 18:00:00,7,1,4,32,1,0.0044444444444444444
2022-07-02 20:00:00,7,2,5,29,29,0.12444444444444444
2022-07-02 21:00:00,7,2,5,30,41,0.26
2022-07-03 09:00:00,7,3,6,32,55,0.34888888888888886
2022-07-03 10:00:00,7,3,6,34,51,0.35555555555555557
2022-07-03 11:00:00,7,3,6,34,60,0.47333333333333333
2022-07-03 12:00:00,7,3,6,34,60,0.42
2022-07-03 13:00:00,7,3,6,33,60,0.40444444444444444
2022-07-03 14:00:00,7,3,6,33,60,0.39111111111111113
2022-07-03 15:00:00,7,3,6,33,60,0.31777777777777777
2022-07-03 16:00:00,7,3,6,32,60,0.3288888888888889
2022-07-03 17:00:00,7,3,6,30,60,0.3022222222222222
2022-07-03 18:00:00,7,3,6,30,1,0.0044444444444444444
2022-07-04 07:00:00,7,4,0,25,10,0.03111111111111111
2022-07-04 08:00:00,7,4,0,27,60,0.3422222222222222
2022-07-04 09:00:00,7,4,0,27,60,0.2977777777777778
2022-07-04 10:00:00,7,4,0,28,60,0.2777777777777778
2022-07-04 11:00:00,7,4,0,28,60,0.28444444444444444
2022-07-04 12:00:00,7,4,0,30,60,0.3066666666666667
2022-07-04 13:00:00,7,4,0,30,60,0.2822222222222222
2022-07-04 14:00:00,7,4,0,31,60,0.33555555555555555
2022-07-04 15:00:00,7,4,0,30,60,0.2866666666666667
2022-07-04 16:00:00,7,4,0,31,60,0.35111111111111115
2022-07-04 17:00:00,7,4,0,30,45,0.27555555555555555
2022-07-04 18:00:00,7,4,0,29,43,0.18888888888888888
2022-07-04 19:00:00,7,4,0,28,60,0.2866666666666667
2022-07-04 20:00:00,7,4,0,27,6,0.008888888888888889
2022-07-05 07:00:00,7,5,1,28,37,0.16666666666666666
2022-07-05 08:00:00,7,5,1,30,60,0.2088888888888889
2022-07-05 09:00:00,7,5,1,31,57,0.26666666666666666
2022-07-05 10:00:00,7,5,1,32,50,0.24444444444444444
2022-07-05 11:00:00,7,5,1,33,53,0.2866666666666667
2022-07-05 12:00:00,7,5,1,32,60,0.26666666666666666
2022-07-05 13:00:00,7,5,1,28,48,0.25555555555555554
2022-07-05 14:00:00,7,5,1,29,51,0.24666666666666665
2022-07-05 15:00:00,7,5,1,28,60,0.22
