“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 07:00:00,7,1,4,32,26,0.30149253731343284
2022-07-01 08:00:00,7,1,4,34,60,0.7402985074626866
2022-07-01 09:00:00,7,1,4,36,60,0.746268656716418
2022-07-01 10:00:00,7,1,4,37,60,0.7492537313432837
2022-07-01 11:00:00,7,1,4,38,60,0.7402985074626866
2022-07-01 12:00:00,7,1,4,39,60,0.7253731343283583
2022-07-01 13:00:00,7,1,4,39,60,0.7223880597014926
2022-07-01 14:00:00,7,1,4,37,60,0.7402985074626866
2022-07-01 15:00:00,7,1,4,37,60,0.7164179104477612
2022-07-01 16:00:00,7,1,4,36,60,0.7014925373134329
2022-07-01 17:00:00,7,1,4,34,60,0.7253731343283583
2022-07-01 18:00:00,7,1,4,32,1,0.0029850746268656717
2022-07-02 08:00:00,7,2,5,32,8,0.050746268656716415
2022-07-02 09:00:00,7,2,5,34,60,0.746268656716418
2022-07-02 10:00:00,7,2,5,35,60,0.7492537313432837
2022-07-02 11:00:00,7,2,5,37,60,0.7582089552238805
2022-07-02 12:00:00,7,2,5,37,60,0.7522388059701492
2022-07-02 13:00:00,7,2,5,37,60,0.7522388059701492
2022-07-02 14:00:00,7,2,5,37,60,0.7492537313432837
2022-07-02 15:00:00,7,2,5,35,60,0.7432835820895521
2022-07-02 16:00:00,7,2,5,35,60,0.7104477611940299
2022-07-02 17:00:00,7,2,5,33,51,0.608955223880597
2022-07-03 08:00:00,7,3,6,33,29,0.31940298507462683
2022-07-03 11:00:00,7,3,6,35,24,0.2597014925373134
2022-07-03 12:00:00,7,3,6,35,1,0.0
2022-07-04 08:00:00,7,4,0,25,22,0.2
2022-07-04 09:00:00,7,4,0,26,60,0.7492537313432837
2022-07-04 10:00:00,7,4,0,27,60,0.7611940298507462
2022-07-04 11:00:00,7,4,0,28,60,0.5791044776119403
2022-07-04 12:00:00,7,4,0,29,60,0.7432835820895521
2022-07-04 13:00:00,7,4,0,30,60,0.7611940298507462
2022-07-04 14:00:00,7,4,0,30,60,0.764179104477612
2022-07-04 15:00:00,7,4,0,30,60,0.7671641791044775
2022-07-04 16:00:00,7,4,0,30,60,0.7373134328358208
2022-07-04 17:00:00,7,4,0,30,60,0.7402985074626866
2022-07-05 07:00:00,7,5,1,28,25,0.2597014925373134
