“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,1,4,33,46,0.17681159420289855
2022-07-01 09:00:00,7,1,4,35,51,0.13043478260869565
2022-07-01 10:00:00,7,1,4,35,44,0.12463768115942028
2022-07-01 11:00:00,7,1,4,37,34,0.09855072463768115
2022-07-01 12:00:00,7,1,4,38,23,0.043478260869565216
2022-07-01 13:00:00,7,1,4,37,52,0.14057971014492754
2022-07-01 14:00:00,7,1,4,37,60,0.1391304347826087
2022-07-01 15:00:00,7,1,4,36,38,0.09420289855072464
2022-07-01 16:00:00,7,1,4,35,60,0.30289855072463767
2022-07-01 17:00:00,7,1,4,33,60,0.2782608695652174
2022-07-01 18:00:00,7,1,4,32,60,0.39855072463768115
2022-07-01 19:00:00,7,1,4,31,60,0.21304347826086956
2022-07-01 20:00:00,7,1,4,30,60,0.15362318840579708
2022-07-01 21:00:00,7,1,4,29,60,0.17971014492753623
2022-07-01 22:00:00,7,1,4,28,1,0.002898550724637681
2022-07-02 07:00:00,7,2,5,32,34,0.1
2022-07-02 08:00:00,7,2,5,33,60,0.24057971014492754
2022-07-02 09:00:00,7,2,5,33,60,0.391304347826087
2022-07-02 10:00:00,7,2,5,36,60,0.48260869565217385
2022-07-02 11:00:00,7,2,5,36,60,0.47681159420289854
2022-07-02 12:00:00,7,2,5,37,60,0.4782608695652174
2022-07-02 13:00:00,7,2,5,38,58,0.47681159420289854
2022-07-02 14:00:00,7,2,5,36,60,0.5971014492753624
2022-07-02 15:00:00,7,2,5,35,60,0.610144927536232
2022-07-02 16:00:00,7,2,5,35,60,0.6028985507246377
2022-07-02 17:00:00,7,2,5,33,60,0.6014492753623188
2022-07-02 18:00:00,7,2,5,32,60,0.28695652173913044
2022-07-02 19:00:00,7,2,5,31,60,0.2898550724637681
2022-07-02 20:00:00,7,2,5,30,60,0.327536231884058
2022-07-02 21:00:00,7,2,5,30,24,0.12173913043478261
2022-07-03 07:00:00,7,3,6,30,29,0.10579710144927536
2022-07-03 08:00:00,7,3,6,32,60,0.37681159420289856
2022-07-03 09:00:00,7,3,6,32,60,0.4391304347826087
2022-07-03 10:00:00,7,3,6,33,60,0.38405797101449274
2022-07-03 11:00:00,7,3,6,35,60,0.43768115942028984
2022-07-03 12:00:00,7,3,6,33,60,0.42318840579710143
2022-07-03 13:00:00,7,3,6,34,60,0.4057971014492754
2022-07-03 14:00:00,7,3,6,33,60,0.4391304347826087
2022-07-03 15:00:00,7,3,6,32,60,0.3884057971014493
2022-07-03 16:00:00,7,3,6,31,60,0.28695652173913044
2022-07-03 17:00:00,7,3,6,31,60,0.14202898550724638
2022-07-03 18:00:00,7,3,6,31,60,0.0927536231884058
2022-07-03 19:00:00,7,3,6,30,60,0.15072463768115943
2022-07-03 20:00:00,7,3,6,28,60,0.12028985507246377
2022-07-03 21:00:00,7,3,6,28,30,0.06666666666666667
2022-07-04 08:00:00,7,4,0,25,39,0.057971014492753624
2022-07-04 09:00:00,7,4,0,26,60,0.07536231884057971
2022-07-04 10:00:00,7,4,0,27,60,0.07971014492753623
2022-07-04 11:00:00,7,4,0,28,30,0.04492753623188406
2022-07-04 12:00:00,7,4,0,28,28,0.042028985507246375
2022-07-04 13:00:00,7,4,0,29,60,0.33188405797101445
2022-07-04 14:00:00,7,4,0,30,60,0.2811594202898551
2022-07-04 15:00:00,7,4,0,30,60,0.21739130434782608
2022-07-04 16:00:00,7,4,0,30,60,0.255072463768116
2022-07-04 17:00:00,7,4,0,29,60,0.15217391304347827
2022-07-04 18:00:00,7,4,0,29,60,0.24057971014492754
2022-07-04 19:00:00,7,4,0,28,60,0.3855072463768116
2022-07-04 20:00:00,7,4,0,27,60,0.27971014492753626
2022-07-04 21:00:00,7,4,0,27,60,0.21449275362318843
2022-07-05 08:00:00,7,5,1,31,49,0.2391304347826087
2022-07-05 09:00:00,7,5,1,32,60,0.3115942028985507
2022-07-05 10:00:00,7,5,1,32,60,0.34057971014492755
2022-07-05 11:00:00,7,5,1,33,60,0.29565217391304344
2022-07-05 12:00:00,7,5,1,32,60,0.33188405797101445
2022-07-05 13:00:00,7,5,1,28,60,0.35942028985507246
2022-07-05 14:00:00,7,5,1,29,60,0.38260869565217387
2022-07-05 15:00:00,7,5,1,28,60,0.36231884057971014
2022-07-05 16:00:00,7,5,1,29,60,0.3420289855072464
2022-07-05 17:00:00,7,5,1,28,60,0.45362318840579713
2022-07-05 18:00:00,7,5,1,27,60,0.49855072463768113
2022-07-05 19:00:00,7,5,1,26,60,0.4434782608695652
2022-07-05 20:00:00,7,5,1,24,60,0.28695652173913044
2022-07-05 21:00:00,7,5,1,24,60,0.23768115942028983
2022-07-06 08:00:00,7,6,2,26,48,0.18985507246376812
2022-07-06 09:00:00,7,6,2,29,60,0.22608695652173913
2022-07-06 10:00:00,7,6,2,32,60,0.36231884057971014
2022-07-06 11:00:00,7,6,2,32,60,0.3391304347826087
2022-07-06 12:00:00,7,6,2,33,60,0.3420289855072464
2022-07-06 13:00:00,7,6,2,31,60,0.30289855072463767
2022-07-06 14:00:00,7,6,2,28,60,0.2782608695652174
2022-07-06 15:00:00,7,6,2,29,60,0.2246376811594203
2022-07-06 16:00:00,7,6,2,29,54,0.20144927536231885
2022-07-06 17:00:00,7,6,2,29,59,0.08695652173913043
2022-07-06 18:00:00,7,6,2,27,60,0.1144927536231884
2022-07-06 19:00:00,7,6,2,26,60,0.11159420289855072
2022-07-06 20:00:00,7,6,2,24,57,0.11304347826086956
2022-07-06 21:00:00,7,6,2,24,36,0.08840579710144927
2022-07-07 08:00:00,7,7,3,27,28,0.04057971014492753
2022-07-07 09:00:00,7,7,3,27,60,0.19420289855072465
2022-07-07 10:00:00,7,7,3,27,60,0.09420289855072464
2022-07-07 11:00:00,7,7,3,28,60,0.15072463768115943
2022-07-07 12:00:00,7,7,3,30,57,0.17681159420289855
2022-07-07 13:00:00,7,7,3,32,60,0.11884057971014492
2022-07-07 14:00:00,7,7,3,30,60,0.24492753623188404
2022-07-07 15:00:00,7,7,3,30,60,0.1318840579710145
2022-07-07 16:00:00,7,7,3,30,60,0.14782608695652172
2022-07-07 17:00:00,7,7,3,29,60,0.2391304347826087
2022-07-07 18:00:00,7,7,3,28,60,0.1927536231884058
2022-07-07 19:00:00,7,7,3,27,60,0.16231884057971013
2022-07-07 20:00:00,7,7,3,25,58,0.15507246376811593
2022-07-08 08:00:00,7,8,4,28,16,0.021739130434782608
2022-07-08 09:00:00,7,8,4,28,46,0.06956521739130435
2022-07-08 11:00:00,7,8,4,29,50,0.06811594202898551
2022-07-08 12:00:00,7,8,4,29,17,0.050724637681159424
2022-07-08 13:00:00,7,8,4,30,60,0.2391304347826087
2022-07-08 14:00:00,7,8,4,32,60,0.17971014492753623
2022-07-08 15:00:00,7,8,4,33,60,0.24782608695652175
2022-07-08 16:00:00,7,8,4,30,59,0.21304347826086956
2022-07-08 17:00:00,7,8,4,28,39,0.08985507246376812
2022-07-08 18:00:00,7,8,4,27,60,0.1782608695652174
2022-07-08 19:00:00,7,8,4,26,60,0.07246376811594203
2022-07-08 20:00:00,7,8,4,26,60,0.08115942028985507
2022-07-08 21:00:00,7,8,4,25,57,0.09565217391304347
2022-07-08 22:00:00,7,8,4,25,2,0.002898550724637681
2022-07-09 07:00:00,7,9,5,28,32,0.07391304347826086
2022-07-09 08:00:00,7,9,5,28,60,0.21739130434782608
2022-07-09 09:00:00,7,9,5,27,60,0.27246376811594203
2022-07-09 10:00:00,7,9,5,31,60,0.19130434782608693
2022-07-09 11:00:00,7,9,5,33,60,0.37826086956521743
2022-07-09 12:00:00,7,9,5,31,60,0.22608695652173913
2022-07-09 13:00:00,7,9,5,32,60,0.2942028985507246
2022-07-09 14:00:00,7,9,5,32,60,0.32028985507246377
2022-07-09 15:00:00,7,9,5,31,60,0.34492753623188405
2022-07-09 16:00:00,7,9,5,31,60,0.38405797101449274
2022-07-09 17:00:00,7,9,5,29,60,0.34347826086956523
2022-07-09 18:00:00,7,9,5,29,60,0.25942028985507243
2022-07-09 19:00:00,7,9,5,26,60,0.09565217391304347
2022-07-09 20:00:00,7,9,5,26,60,0.14202898550724638
