“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,1,4,34,60,0.44776119402985076
2022-07-01 09:00:00,7,1,4,35,60,0.40298507462686567
2022-07-01 10:00:00,7,1,4,37,60,0.417910447761194
2022-07-01 11:00:00,7,1,4,38,60,0.4059701492537313
2022-07-01 12:00:00,7,1,4,38,60,0.44477611940298506
2022-07-01 13:00:00,7,1,4,38,60,0.4298507462686567
2022-07-01 14:00:00,7,1,4,37,60,0.42686567164179107
2022-07-01 15:00:00,7,1,4,37,60,0.42388059701492536
2022-07-01 16:00:00,7,1,4,35,60,0.4119402985074627
2022-07-01 17:00:00,7,1,4,33,60,0.408955223880597
2022-07-01 18:00:00,7,1,4,31,53,0.34328358208955223
2022-07-01 19:00:00,7,1,4,30,60,0.3970149253731344
2022-07-01 20:00:00,7,1,4,29,1,0.005970149253731343
2022-07-03 06:00:00,7,3,6,30,19,0.14925373134328357
2022-07-03 07:00:00,7,3,6,31,60,0.46567164179104475
2022-07-03 08:00:00,7,3,6,32,60,0.4119402985074627
2022-07-03 09:00:00,7,3,6,32,60,0.39104477611940297
2022-07-03 10:00:00,7,3,6,33,60,0.382089552238806
2022-07-03 11:00:00,7,3,6,35,60,0.4119402985074627
2022-07-03 12:00:00,7,3,6,34,60,0.408955223880597
2022-07-03 13:00:00,7,3,6,33,60,0.39104477611940297
2022-07-03 14:00:00,7,3,6,32,60,0.3880597014925373
2022-07-03 15:00:00,7,3,6,32,60,0.3761194029850746
2022-07-03 16:00:00,7,3,6,31,60,0.3850746268656717
2022-07-03 17:00:00,7,3,6,30,60,0.37910447761194027
2022-07-03 18:00:00,7,3,6,31,56,0.36716417910447763
2022-07-03 19:00:00,7,3,6,30,60,0.4417910447761194
2022-07-03 20:00:00,7,3,6,28,9,0.023880597014925373
2022-07-04 06:00:00,7,4,0,27,13,0.08656716417910447
2022-07-04 07:00:00,7,4,0,27,60,0.36716417910447763
2022-07-04 08:00:00,7,4,0,25,60,0.3283582089552239
2022-07-04 09:00:00,7,4,0,25,60,0.2716417910447761
2022-07-04 10:00:00,7,4,0,27,60,0.3402985074626866
2022-07-04 11:00:00,7,4,0,28,60,0.3611940298507463
2022-07-04 12:00:00,7,4,0,28,60,0.35522388059701493
2022-07-04 13:00:00,7,4,0,29,60,0.3582089552238806
2022-07-04 14:00:00,7,4,0,30,60,0.3343283582089552
2022-07-04 15:00:00,7,4,0,30,60,0.3641791044776119
