“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 10:00:00,7,1,4,38,11,0.036000000000000004
2022-07-01 11:00:00,7,1,4,39,60,0.35600000000000004
2022-07-01 12:00:00,7,1,4,40,60,0.32799999999999996
2022-07-01 13:00:00,7,1,4,40,60,0.08
2022-07-01 14:00:00,7,1,4,38,60,0.05
2022-07-01 15:00:00,7,1,4,37,60,0.044000000000000004
2022-07-01 16:00:00,7,1,4,36,60,0.046
2022-07-01 17:00:00,7,1,4,34,60,0.04
2022-07-01 18:00:00,7,1,4,32,60,0.038
2022-07-01 19:00:00,7,1,4,30,60,0.134
2022-07-01 20:00:00,7,1,4,29,60,0.15
2022-07-01 21:00:00,7,1,4,29,60,0.046
2022-07-01 22:00:00,7,1,4,29,1,0.0
2022-07-02 08:00:00,7,2,5,34,16,0.027999999999999997
2022-07-02 09:00:00,7,2,5,35,60,0.17
2022-07-02 10:00:00,7,2,5,35,17,0.018000000000000002
2022-07-02 11:00:00,7,2,5,37,52,0.134
2022-07-02 12:00:00,7,2,5,37,60,0.044000000000000004
2022-07-02 13:00:00,7,2,5,37,60,0.15
2022-07-02 14:00:00,7,2,5,37,60,0.188
2022-07-02 15:00:00,7,2,5,35,60,0.184
2022-07-02 16:00:00,7,2,5,35,60,0.18
2022-07-02 17:00:00,7,2,5,33,60,0.18
2022-07-02 18:00:00,7,2,5,31,60,0.106
2022-07-02 19:00:00,7,2,5,31,60,0.048
2022-07-02 20:00:00,7,2,5,30,60,0.046
2022-07-02 21:00:00,7,2,5,29,22,0.013999999999999999
2022-07-03 08:00:00,7,3,6,32,46,0.23800000000000002
2022-07-03 09:00:00,7,3,6,32,60,0.19399999999999998
2022-07-03 10:00:00,7,3,6,34,60,0.044000000000000004
2022-07-03 11:00:00,7,3,6,35,60,0.094
2022-07-03 12:00:00,7,3,6,34,60,0.20600000000000002
2022-07-03 13:00:00,7,3,6,33,60,0.134
2022-07-03 14:00:00,7,3,6,33,60,0.106
2022-07-03 15:00:00,7,3,6,31,60,0.128
2022-07-03 16:00:00,7,3,6,31,60,0.12
2022-07-03 17:00:00,7,3,6,30,30,0.042
2022-07-04 09:00:00,7,4,0,25,16,0.024
2022-07-04 10:00:00,7,4,0,27,11,0.013999999999999999
2022-07-04 11:00:00,7,4,0,28,55,0.048
2022-07-04 12:00:00,7,4,0,28,60,0.07400000000000001
2022-07-04 13:00:00,7,4,0,30,60,0.152
2022-07-04 14:00:00,7,4,0,31,60,0.158
2022-07-04 15:00:00,7,4,0,30,60,0.098
2022-07-04 16:00:00,7,4,0,30,11,0.012
