“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 07:00:00,7,1,4,32,4,0.0022222222222222222
2022-07-01 08:00:00,7,1,4,34,60,0.2288888888888889
2022-07-01 09:00:00,7,1,4,34,60,0.23555555555555555
2022-07-01 10:00:00,7,1,4,37,60,0.24666666666666665
2022-07-01 11:00:00,7,1,4,38,60,0.23111111111111113
2022-07-01 12:00:00,7,1,4,40,60,0.24222222222222223
2022-07-01 13:00:00,7,1,4,39,60,0.3466666666666667
2022-07-01 14:00:00,7,1,4,38,60,0.31777777777777777
2022-07-01 15:00:00,7,1,4,38,60,0.32
2022-07-01 16:00:00,7,1,4,37,60,0.3
2022-07-01 17:00:00,7,1,4,34,60,0.36888888888888893
2022-07-01 18:00:00,7,1,4,32,60,0.27555555555555555
2022-07-01 19:00:00,7,1,4,31,60,0.23111111111111113
2022-07-01 20:00:00,7,1,4,29,60,0.17777777777777778
2022-07-01 21:00:00,7,1,4,29,26,0.08
2022-07-02 07:00:00,7,2,5,32,10,0.024444444444444446
2022-07-02 08:00:00,7,2,5,34,57,0.2822222222222222
2022-07-02 09:00:00,7,2,5,35,60,0.43777777777777777
2022-07-02 10:00:00,7,2,5,37,60,0.42
2022-07-02 11:00:00,7,2,5,37,60,0.3822222222222222
2022-07-02 12:00:00,7,2,5,37,60,0.4444444444444444
2022-07-02 13:00:00,7,2,5,38,60,0.4822222222222222
2022-07-02 14:00:00,7,2,5,35,60,0.31333333333333335
2022-07-02 15:00:00,7,2,5,36,60,0.5555555555555556
2022-07-02 16:00:00,7,2,5,36,60,0.5133333333333334
2022-07-02 17:00:00,7,2,5,33,60,0.27555555555555555
2022-07-02 18:00:00,7,2,5,31,54,0.18
2022-07-02 19:00:00,7,2,5,30,12,0.03333333333333333
2022-07-02 20:00:00,7,2,5,30,60,0.24444444444444444
2022-07-02 21:00:00,7,2,5,29,32,0.1088888888888889
2022-07-03 07:00:00,7,3,6,30,22,0.08888888888888889
2022-07-03 08:00:00,7,3,6,32,60,0.42444444444444446
2022-07-03 09:00:00,7,3,6,32,60,0.43777777777777777
2022-07-03 10:00:00,7,3,6,34,60,0.4444444444444444
2022-07-03 11:00:00,7,3,6,36,60,0.36
2022-07-03 12:00:00,7,3,6,35,60,0.40888888888888886
2022-07-03 13:00:00,7,3,6,34,60,0.35555555555555557
2022-07-03 14:00:00,7,3,6,34,60,0.4755555555555555
2022-07-03 15:00:00,7,3,6,32,60,0.3422222222222222
2022-07-03 16:00:00,7,3,6,31,60,0.38
2022-07-03 17:00:00,7,3,6,31,60,0.4222222222222222
2022-07-03 18:00:00,7,3,6,31,60,0.3422222222222222
2022-07-03 19:00:00,7,3,6,30,60,0.24222222222222223
2022-07-03 20:00:00,7,3,6,28,60,0.18
2022-07-03 21:00:00,7,3,6,28,19,0.044444444444444446
2022-07-04 08:00:00,7,4,0,26,32,0.08444444444444445
2022-07-04 09:00:00,7,4,0,25,19,0.03333333333333333
2022-07-04 10:00:00,7,4,0,27,10,0.013333333333333332
2022-07-04 11:00:00,7,4,0,28,60,0.19555555555555557
2022-07-04 12:00:00,7,4,0,29,60,0.19333333333333333
2022-07-04 13:00:00,7,4,0,30,60,0.1911111111111111
2022-07-04 14:00:00,7,4,0,32,60,0.23333333333333334
2022-07-04 15:00:00,7,4,0,30,60,0.18
2022-07-04 16:00:00,7,4,0,30,60,0.16666666666666666
2022-07-04 17:00:00,7,4,0,30,60,0.2911111111111111
