“úŽž,ŒŽ,“ú,—j“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,1,4,33,55,0.21428571428571427
2022-07-01 09:00:00,7,1,4,36,60,0.2928571428571428
2022-07-01 10:00:00,7,1,4,37,60,0.36428571428571427
2022-07-01 11:00:00,7,1,4,38,60,0.35000000000000003
2022-07-01 12:00:00,7,1,4,39,60,0.36428571428571427
2022-07-01 13:00:00,7,1,4,39,60,0.37857142857142856
2022-07-01 14:00:00,7,1,4,38,60,0.38571428571428573
2022-07-01 15:00:00,7,1,4,38,60,0.38571428571428573
2022-07-01 16:00:00,7,1,4,37,60,0.40714285714285714
2022-07-01 17:00:00,7,1,4,34,60,0.39999999999999997
2022-07-03 11:00:00,7,3,6,36,6,0.03571428571428571
2022-07-03 12:00:00,7,3,6,35,2,0.014285714285714287
2022-07-04 08:00:00,7,4,0,28,56,0.31428571428571433
2022-07-04 09:00:00,7,4,0,27,60,0.35000000000000003
2022-07-04 10:00:00,7,4,0,29,60,0.34285714285714286
2022-07-04 11:00:00,7,4,0,29,60,0.33571428571428574
2022-07-04 12:00:00,7,4,0,30,60,0.33571428571428574
2022-07-04 13:00:00,7,4,0,30,60,0.33571428571428574
2022-07-04 14:00:00,7,4,0,32,60,0.34285714285714286
2022-07-04 15:00:00,7,4,0,31,60,0.32142857142857145
2022-07-04 16:00:00,7,4,0,31,60,0.34285714285714286
2022-07-04 17:00:00,7,4,0,31,60,0.32857142857142857
2022-07-05 08:00:00,7,5,1,33,56,0.24285714285714285
2022-07-05 09:00:00,7,5,1,32,60,0.24285714285714285
2022-07-05 10:00:00,7,5,1,32,60,0.24285714285714285
2022-07-05 11:00:00,7,5,1,33,60,0.24285714285714285
2022-07-05 12:00:00,7,5,1,33,60,0.24285714285714285
2022-07-05 13:00:00,7,5,1,30,60,0.25
2022-07-05 14:00:00,7,5,1,30,60,0.25
2022-07-05 15:00:00,7,5,1,30,60,0.2571428571428572
2022-07-05 16:00:00,7,5,1,28,60,0.35000000000000003
2022-07-05 17:00:00,7,5,1,28,60,0.35000000000000003
2022-07-06 08:00:00,7,6,2,29,15,0.05714285714285715
2022-07-06 10:00:00,7,6,2,32,54,0.19999999999999998
2022-07-06 12:00:00,7,6,2,34,55,0.2928571428571428
2022-07-06 14:00:00,7,6,2,30,56,0.22142857142857145
2022-07-06 16:00:00,7,6,2,31,55,0.3
2022-07-07 09:00:00,7,7,3,29,34,0.1285714285714286
2022-07-07 10:00:00,7,7,3,30,60,0.25
2022-07-07 11:00:00,7,7,3,31,60,0.24285714285714285
2022-07-07 12:00:00,7,7,3,32,60,0.2357142857142857
2022-07-07 13:00:00,7,7,3,33,60,0.2357142857142857
2022-07-07 14:00:00,7,7,3,34,60,0.2357142857142857
2022-07-07 15:00:00,7,7,3,32,49,0.17857142857142858
2022-07-07 16:00:00,7,7,3,33,60,0.2357142857142857
2022-07-07 17:00:00,7,7,3,32,60,0.24285714285714285
2022-07-08 08:00:00,7,8,4,29,18,0.0642857142857143
2022-07-08 10:00:00,7,8,4,31,50,0.18571428571428572
2022-07-08 12:00:00,7,8,4,32,56,0.22142857142857145
2022-07-08 14:00:00,7,8,4,34,56,0.20714285714285713
2022-07-08 16:00:00,7,8,4,33,56,0.21428571428571427
2022-07-11 08:00:00,7,11,0,31,56,0.2642857142857143
2022-07-11 10:00:00,7,11,0,33,56,0.20714285714285713
2022-07-11 12:00:00,7,11,0,34,56,0.21428571428571427
2022-07-11 14:00:00,7,11,0,36,56,0.20714285714285713
2022-07-11 16:00:00,7,11,0,33,56,0.37142857142857144
2022-07-12 08:00:00,7,12,1,29,56,0.24285714285714285
2022-07-12 09:00:00,7,12,1,30,60,0.25
2022-07-12 10:00:00,7,12,1,31,60,0.25
2022-07-12 11:00:00,7,12,1,30,60,0.2571428571428572
2022-07-12 12:00:00,7,12,1,30,60,0.25
2022-07-12 13:00:00,7,12,1,31,60,0.25
2022-07-12 14:00:00,7,12,1,30,60,0.2571428571428572
2022-07-12 15:00:00,7,12,1,31,60,0.2571428571428572
2022-07-12 16:00:00,7,12,1,29,60,0.35000000000000003
2022-07-12 17:00:00,7,12,1,28,60,0.35000000000000003
2022-07-18 08:00:00,7,18,0,31,55,0.2285714285714286
2022-07-18 10:00:00,7,18,0,33,54,0.22142857142857145
2022-07-18 12:00:00,7,18,0,35,55,0.20714285714285713
2022-07-18 14:00:00,7,18,0,35,55,0.22142857142857145
2022-07-18 16:00:00,7,18,0,34,55,0.22142857142857145
2022-07-19 08:00:00,7,19,1,31,56,0.25
2022-07-19 09:00:00,7,19,1,31,60,0.2642857142857143
2022-07-19 10:00:00,7,19,1,33,60,0.2571428571428572
2022-07-19 11:00:00,7,19,1,32,60,0.2571428571428572
2022-07-19 12:00:00,7,19,1,32,60,0.2571428571428572
2022-07-19 13:00:00,7,19,1,31,60,0.2642857142857143
2022-07-19 14:00:00,7,19,1,30,60,0.2642857142857143
2022-07-19 15:00:00,7,19,1,30,60,0.2714285714285714
2022-07-19 16:00:00,7,19,1,29,60,0.34285714285714286
2022-07-19 17:00:00,7,19,1,28,60,0.2714285714285714
2022-07-20 08:00:00,7,20,2,33,44,0.17142857142857143
2022-07-20 10:00:00,7,20,2,35,55,0.22142857142857145
2022-07-20 12:00:00,7,20,2,34,55,0.2857142857142857
2022-07-20 14:00:00,7,20,2,36,55,0.20714285714285713
2022-07-20 16:00:00,7,20,2,34,55,0.2785714285714286
2022-07-21 08:00:00,7,21,3,31,56,0.22142857142857145
2022-07-21 09:00:00,7,21,3,32,60,0.24285714285714285
2022-07-21 10:00:00,7,21,3,32,48,0.17857142857142858
2022-07-21 11:00:00,7,21,3,34,60,0.25
2022-07-21 12:00:00,7,21,3,34,60,0.24285714285714285
2022-07-21 13:00:00,7,21,3,35,60,0.24285714285714285
2022-07-21 14:00:00,7,21,3,36,60,0.24285714285714285
2022-07-21 15:00:00,7,21,3,33,60,0.25
2022-07-21 16:00:00,7,21,3,32,60,0.25
2022-07-21 17:00:00,7,21,3,30,60,0.2642857142857143
2022-07-22 08:00:00,7,22,4,31,56,0.24285714285714285
2022-07-22 10:00:00,7,22,4,30,55,0.33571428571428574
2022-07-22 12:00:00,7,22,4,34,55,0.24285714285714285
2022-07-22 14:00:00,7,22,4,35,55,0.24285714285714285
2022-07-22 16:00:00,7,22,4,35,55,0.2357142857142857
2022-07-25 08:00:00,7,25,0,33,56,0.24285714285714285
2022-07-25 10:00:00,7,25,0,35,56,0.2785714285714286
2022-07-25 12:00:00,7,25,0,35,56,0.22142857142857145
2022-07-25 14:00:00,7,25,0,35,56,0.34285714285714286
2022-07-25 16:00:00,7,25,0,33,56,0.2857142857142857
2022-07-26 08:00:00,7,26,1,27,56,0.2928571428571428
2022-07-26 09:00:00,7,26,1,27,60,0.39999999999999997
2022-07-26 10:00:00,7,26,1,28,60,0.37857142857142856
2022-07-26 11:00:00,7,26,1,27,60,0.45
2022-07-26 12:00:00,7,26,1,29,60,0.37142857142857144
2022-07-26 13:00:00,7,26,1,30,60,0.39999999999999997
2022-07-26 14:00:00,7,26,1,31,60,0.37142857142857144
2022-07-26 15:00:00,7,26,1,31,60,0.39285714285714285
2022-07-26 16:00:00,7,26,1,31,60,0.37857142857142856
2022-07-26 17:00:00,7,26,1,31,60,0.40714285714285714
2022-07-27 08:00:00,7,27,2,32,56,0.2357142857142857
2022-07-27 10:00:00,7,27,2,34,56,0.3071428571428571
