,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
3,3.05,2.0,4.47
4,20.44,3.0,7.08
6,12.48,3.0,4.29
9,35.0,11.0,15.4
13,12.03,2.0,2.7
16,6.8,2.0,-0.08
21,6.76,2.0,-3.07
22,12.19,3.0,5.36
28,10.11,2.0,3.15
35,6.88,3.0,7.76
38,4.11,2.0,1.64
39,5.7,3.0,1.44
40,9.32,2.0,1.99
46,6.81,9.0,8.17
53,7.34,2.0,4.08
54,7.27,2.0,4.32
60,8.08,4.0,7.43
61,7.55,2.0,0.23
62,7.5,2.0,0.58
74,8.7,2.0,2.21
76,8.4,3.0,4.53
77,4.96,2.0,1.09
80,3.7,2.0,2.41
81,10.11,5.0,7.66
82,10.56,5.0,4.85
84,8.16,3.0,3.59
90,9.51,4.0,3.57
96,24.95,2.0,5.85
100,33.17,2.0,1.52
103,21.66,30.0,27.9
105,18.68,22.0,23.76
106,42.13,28.0,32.87
107,30.9,2.0,1.24
112,32.4,50.0,23.35
114,31.57,31.0,20.41
119,43.98,33.0,38.29
124,41.66,81.0,52.63
127,41.66,65.0,63.51
133,22.6,19.0,33.43
134,6.76,22.0,27.68
136,3.41,2.0,2.05
141,38.94,50.0,38.69
145,32.9,37.0,49.58
148,43.98,63.0,43.21
149,38.34,67.0,58.68
152,35.37,47.0,37.01
164,6.65,2.0,3.8
169,4.98,10.0,6.47
170,24.66,17.0,13.94
178,8.68,2.0,2.11
179,14.0,9.0,10.22
180,13.57,3.0,3.31
181,16.16,9.0,9.98
182,14.45,8.0,9.45
184,5.35,2.0,0.45
188,13.63,8.0,10.74
196,8.66,2.0,2.53
199,3.43,2.0,2.49
201,22.37,2.0,4.54
207,18.33,34.0,29.94
212,9.72,3.0,3.14
217,10.64,25.0,25.53
218,9.23,26.0,33.94
219,13.37,7.0,4.61
221,13.52,27.0,21.4
223,15.46,2.0,2.29
227,17.97,2.0,1.02
229,19.78,2.0,3.73
231,26.05,33.0,26.31
232,31.33,21.0,17.15
235,27.19,32.0,27.2
240,51.59,21.0,21.73
241,57.71,4.0,19.16
243,36.31,51.0,56.77
245,41.52,65.0,62.64
246,47.81,26.0,31.01
251,55.86,52.0,54.25
253,53.7,67.0,72.44
254,45.26,56.0,52.48
256,62.62,47.0,64.24
260,59.7,45.0,35.93
261,74.25,29.0,21.66
262,71.09,74.0,70.98
265,62.62,64.0,58.41
267,62.95,60.0,63.14
274,83.8,2.0,27.99
276,76.66,3.0,29.52
277,79.38,2.0,9.62
278,85.37,121.0,91.68
282,63.35,103.0,100.82
283,55.86,76.0,86.04
288,91.08,83.0,83.97
291,75.54,77.0,64.2
294,91.08,86.0,90.63
295,91.08,90.0,89.46
296,63.35,3.0,10.81
300,75.54,73.0,77.13
305,94.13,82.0,81.81
307,79.38,104.0,98.78
310,69.26,126.0,124.01
316,81.06,29.0,33.49
320,82.0,108.0,90.65
322,88.23,95.0,87.3
327,94.13,103.0,104.56
329,89.58,92.0,76.41
332,53.98,67.0,66.34
335,29.06,43.0,46.94
342,63.47,73.0,88.92
357,63.8,56.0,67.23
359,9.98,3.0,3.02
364,9.66,2.0,3.49
