,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,3.98,2.0,1.73
1,5.73,2.0,0.85
2,3.1,2.0,1.86
5,31.77,15.0,17.12
7,10.58,2.0,1.9
8,20.32,2.0,0.96
10,22.31,18.0,17.23
11,12.36,3.0,3.27
12,7.29,2.0,1.58
14,23.69,2.0,3.95
15,8.91,3.0,2.02
17,7.77,14.0,12.79
18,3.88,2.0,1.22
19,4.36,2.0,2.15
20,7.0,2.0,1.48
23,3.29,2.0,1.97
24,4.62,2.0,2.1
25,13.17,2.0,1.86
26,9.34,3.0,2.7
27,7.74,2.0,2.34
29,7.2,2.0,3.23
30,5.16,2.0,0.02
31,4.96,3.0,2.1
32,5.39,2.0,-1.54
33,5.86,2.0,3.49
34,4.9,2.0,2.96
36,2.97,2.0,1.57
37,3.75,2.0,2.34
41,4.01,2.0,2.26
42,6.73,2.0,2.45
43,6.15,2.0,1.99
44,3.54,2.0,1.59
45,3.25,2.0,1.89
47,6.06,2.0,2.34
48,10.4,2.0,3.34
49,5.93,2.0,1.49
50,5.13,2.0,1.74
51,6.23,2.0,0.57
52,5.11,2.0,1.53
55,6.55,2.0,3.58
56,7.86,2.0,3.39
57,5.7,6.0,6.3
58,4.48,2.0,2.02
59,5.92,2.0,2.86
63,7.99,2.0,1.68
64,6.71,2.0,3.82
65,3.82,2.0,2.42
66,3.56,2.0,2.4
67,8.28,2.0,2.57
68,27.32,27.0,26.78
69,16.82,13.0,12.34
70,15.95,17.0,16.03
71,12.91,23.0,25.98
72,3.62,2.0,1.36
73,7.24,2.0,2.01
75,13.39,9.0,10.85
78,9.11,4.0,4.86
79,3.8,2.0,2.03
83,11.09,4.0,4.0
85,7.91,6.0,5.75
86,8.89,2.0,0.94
87,6.57,2.0,1.18
88,15.82,15.0,15.91
89,11.81,12.0,11.8
91,8.1,6.0,5.99
92,6.88,8.0,7.06
93,4.97,2.0,0.12
94,5.09,2.0,2.63
95,10.01,2.0,2.85
97,22.85,25.0,23.84
98,9.63,10.0,8.68
99,12.48,6.0,8.33
101,10.82,5.0,4.52
102,21.0,27.0,28.82
104,21.96,23.0,24.78
108,36.02,52.0,50.91
109,41.66,43.0,46.05
110,42.13,56.0,51.53
111,39.51,53.0,46.08
113,32.4,34.0,34.83
115,33.97,27.0,30.81
116,41.84,42.0,40.6
117,24.4,39.0,36.84
118,35.44,39.0,42.08
120,28.48,26.0,29.44
121,32.66,7.0,6.44
122,36.02,9.0,8.4
123,42.13,47.0,51.85
125,41.66,74.0,64.16
126,41.66,64.0,63.51
128,23.93,14.0,12.89
129,15.86,7.0,5.7
130,27.16,19.0,17.85
131,39.52,40.0,43.93
132,39.98,32.0,38.07
135,4.49,2.0,2.11
137,8.14,2.0,2.34
138,12.95,14.0,13.21
139,28.91,15.0,15.39
140,41.66,30.0,40.54
142,28.38,17.0,15.87
143,34.18,10.0,12.06
144,30.16,36.0,36.1
146,43.98,62.0,61.51
147,43.98,70.0,61.9
150,31.09,38.0,40.07
151,43.98,63.0,56.47
153,9.54,14.0,14.52
154,11.26,14.0,15.19
155,5.84,2.0,0.05
156,4.45,6.0,8.26
157,3.86,2.0,2.7
158,7.75,3.0,2.9
159,6.93,4.0,3.68
160,9.39,3.0,2.25
161,7.29,3.0,2.65
162,15.4,18.0,17.51
