“úŽž,EHP2-2,EHP4-4,EHP6-2
2019/2/9,25.4,24.125,22.8
2019/2/10,25.8,26.09375,22.8
2019/2/11,26.03333333,26.15625,22.85416667
2019/2/12,25.56666667,23.41666667,22.83333333
2019/2/13,26.21666667,22,23.1375
2019/2/14,26.4,22,23.2875
2019/2/15,26.15833333,22.25,23.0875
2019/2/16,26.79166667,23,23.1
2019/2/17,26.2,24.70833333,23.1
2019/2/18,24.79166667,23.33333333,23.01666667
2019/2/19,24.68333333,21.20833333,23.11666667
2019/2/20,24.34166667,20.89583333,22.87916667
2019/2/21,24.26666667,21.25,22.75
2019/2/22,24.11666667,21.5,22.61666667
2019/2/23,23.025,23.75,22.5
2019/2/24,23.2,25.5,22.5
2019/2/25,23.11666667,23.16666667,22.5
2019/2/26,23.2,22,22.5
2019/2/27,23.43333333,23.41666667,22.5
2019/2/28,23.45,22.83333333,22.5
2019/3/1,24.06666667,22.0625,22.4375
2019/3/2,23.2,22.91666667,22.4
2019/3/3,23.2,26.09375,22.4
2019/3/4,23.31666667,23.70833333,22.73333333
2019/3/5,23.35,22.29166667,22.6875
2019/3/6,23.2,22.17708333,22.5875
2019/3/7,23.25,22.41666667,22.5
2019/3/8,23.2,21.83333333,22.49166667
2019/3/9,23.2,23,22.59166667
2019/3/10,23.2,23,22.7
2019/3/11,23.2,22.33333333,22.72916667
2019/3/12,22.95,21.16666667,22.51666667
2019/3/13,22.6,21.16666667,22.19166667
2019/3/14,23.08333333,22.33333333,22.06666667
2019/3/15,23.175,21.33333333,22.07083333
2019/3/16,23.4,21.91666667,22.06666667
2019/3/17,24,24,22.19583333
2019/3/18,23.55,21.89583333,22.25416667
2019/3/19,22.925,21.09375,22.30833333
2019/3/20,22.6,21.0625,22.45833333
2019/3/21,22.825,20.75,22.3
2019/3/22,22.8,21.15625,22.3
2019/3/23,22.8,24.16666667,22.38333333
2019/3/24,22.8,23.83333333,22.5
2019/3/25,22.975,22.80208333,22.5
2019/3/26,23.14166667,23,22.325
2019/3/27,22.95833333,21,22.3
2019/3/28,22.575,20.625,22.3
2019/3/29,23.25833333,22.33333333,22.5125
2019/3/30,23.8,24,22.7
2019/3/31,23.8,24,22.7
2019/4/1,23.8,23.41666667,22.35416667
2019/4/2,23.4,22.08333333,22.14583333
2019/4/3,23.05833333,22.41666667,22.20416667
2019/4/4,23.06666667,23,22.1
2019/4/5,22.5,21.625,22.1625
2019/4/6,22.15833333,23.39583333,22.2
2019/4/7,22.2,23.79166667,22.2
2019/4/8,22.4,23.83333333,22.20833333
2019/4/9,22.25,24,22.25
2019/4/10,22.95,24.3125,22.5
2019/4/11,23.00833333,23.5,22.22083333
2019/4/12,22.925,23,22.15833333
2019/4/13,23.2,23,22.2
2019/4/14,23.2,23.16666667,22.2
2019/4/15,23.2,21.33333333,22.17916667
2019/4/16,23.2,20,22.1
2019/4/17,23.2,20,22.1
2019/4/18,23.2,20,22.1
2019/4/19,23.2,20,22.1
2019/4/20,23.2,20,22.1
2019/4/21,23.2,20,22.1
2019/4/22,23.2,20,22.1
2019/4/23,23.2,24.45833333,22.1
2019/4/24,23.2,26.5,22.1
2019/4/25,23.58333333,26.34375,21.975
2019/4/26,23.06666667,26.25,21.85
2019/4/27,22.375,26.25,22.1
2019/4/28,23,24.1875,22.1
2019/4/29,23.60833333,22.5,22.1
2019/4/30,24,22.5,21.925
2019/5/1,24,22.65625,21.8
2019/5/2,24,22.5,21.8
2019/5/3,24,22.5,21.8
2019/5/4,23.18333333,22.5,21.8
2019/5/5,22.6,22.5,21.8
2019/5/6,22.6,22.5,21.8
2019/5/7,22.6,24.84375,21.825
2019/5/8,22.6,26.25,22.1
2019/5/9,22.6,26.25,22.1
2019/5/10,23.41666667,26.25,23.15416667
2019/5/11,23.88333333,26.25,24.31666667
2019/5/12,23.8,26.25,24.2
2019/5/13,23.93333333,26.25,24.2
2019/5/14,24.2,26.41666667,23.90833333
2019/5/15,24.2,26.5,23.92916667
2019/5/16,24.60833333,26.5,24.17083333
2019/5/17,25.33333333,26.5,24.09166667
2019/5/18,25.2,26.5,24.1
2019/5/19,25.2,26.5,24.1
2019/5/20,25.2,26.66666667,23.95833333
2019/5/21,25.35833333,26.8125,23.9
2019/5/22,25.45833333,26.14583333,23.875
2019/5/23,25.3,26.41666667,23.70416667
2019/5/24,25.2,27.17708333,23.95833333
2019/5/25,24.95,27.25,24.1
2019/5/26,24.8,26.71875,24.1
2019/5/27,25.34166667,26.4375,24.09166667
2019/5/28,25.58333333,27.10416667,24.24166667
2019/5/29,25.6,27.75,24.30833333
2019/5/30,25.11666667,27.41666667,24.39166667
2019/5/31,25.04166667,27.38541667,24.44166667
2019/6/1,25.425,27.5,24.3625
2019/6/2,25.6,27.1875,24.3
2019/6/3,25.175,26.71875,24.175
2019/6/4,24.75,26.72916667,24.02083333
2019/6/5,24.86666667,27.04166667,24.30833333
2019/6/6,24.73333333,26.64583333,24.4125
2019/6/7,25.16666667,26.375,24.38333333
2019/6/8,24.76666667,26.25,24.26666667
2019/6/9,24.83333333,27.5625,24.2
2019/6/10,25.36666667,27.625,24.2
2019/6/11,25.35,26.6875,24.3
2019/6/12,25.45833333,26.5,24.4
2019/6/13,25.59166667,26.5,24.38333333
2019/6/14,25.16666667,27.04166667,24.425
2019/6/15,25,27.91666667,24.5
2019/6/16,24.375,27.16666667,24.5
2019/6/17,24.60833333,26.91666667,24.37083333
2019/6/18,24.8,27,24.15833333
2019/6/19,24.73333333,27,24.12916667
2019/6/20,24.79166667,27.11458333,24.025
2019/6/21,24.76666667,26.05208333,23.99166667
2019/6/22,24.36666667,24.82291667,24.2125
2019/6/23,24.78333333,24.5,24.4
2019/6/24,24.975,25.3125,24.525
2019/6/25,25.01666667,25.60416667,24.52083333
2019/6/26,24.68333333,25.42708333,24.5
2019/6/27,24.34166667,26.17708333,24.50416667
2019/6/28,24.075,26.53125,24.525
2019/6/29,24.4,27,24.6
2019/6/30,24.4,26.66666667,24.6
2019/7/1,24.41666667,26.61458333,24.54583333
2019/7/2,24.85,26.40625,24.4125
2019/7/3,24.95,26.20833333,24.38333333
2019/7/4,25.29166667,26.875,24.325
2019/7/5,24.9,26.34375,24.3125
2019/7/6,24.6,26,24.33333333
2019/7/7,24.64166667,25.625,24.3
2019/7/8,25.04166667,25.6875,24.3
2019/7/9,25.19166667,25.79166667,24.21666667
2019/7/10,24.98333333,26.1875,24.17916667
2019/7/11,25.29166667,26.5,24.21666667
2019/7/12,24.89166667,26.45833333,24.35416667
2019/7/13,24.34166667,26.25,24.1125
2019/7/14,24.2,26.0625,23.8
2019/7/15,24.2,26,23.71666667
2019/7/16,24.66666667,25.73958333,24.1
2019/7/17,24.68333333,25.59375,24.35416667
2019/7/18,24.2,26.08333333,24.49166667
2019/7/19,23.64166667,26,24.58333333
2019/7/20,23.55833333,26.07291667,24.47083333
2019/7/21,24.50833333,26.05208333,24.45
2019/7/22,24.54166667,26.33333333,24.35
2019/7/23,24.45,26.44791667,24.2125
2019/7/24,24.21666667,26.27083333,24.0125
2019/7/25,24.46666667,26.25,24.09166667
2019/7/26,24.03333333,26.3125,24.1625
2019/7/27,24.28333333,26.41666667,24.2
2019/7/28,24.6,26.60416667,24.04583333
2019/7/29,24.68333333,26.98958333,23.96666667
2019/7/30,24.575,27,23.85833333
2019/7/31,24.58333333,26.86458333,23.69166667
2019/8/1,24.25,27,23.84166667
2019/8/2,23.8,26.92708333,24.19166667
2019/8/3,24.48333333,27.08333333,24.1
2019/8/4,25,26.32291667,24
2019/8/5,24.33333333,26.51041667,23.91666667
2019/8/6,23.84166667,26.83333333,24.20416667
2019/8/7,23.6,27,24.3375
2019/8/8,23.6,26.92708333,24.18333333
2019/8/9,23.625,27.16666667,24.10416667
2019/8/10,24.2,27.1875,24
2019/8/11,24.4,26.875,24
2019/8/12,24.66666667,26.75,23.7
2019/8/13,24.8,26.75,23.37916667
2019/8/14,24.53333333,26.75,23.68333333
2019/8/15,24.25833333,26.64583333,24.1375
2019/8/16,24.25833333,26.29166667,24.14166667
2019/8/17,24.33333333,26.63541667,24.1
2019/8/18,23.95,27.33333333,24.0625
2019/8/19,24.13333333,27,24.17083333
2019/8/20,24.23333333,26.54166667,24.55416667
2019/8/21,24.01666667,26.5,24.50416667
2019/8/22,23.76666667,26.5,24.40416667
2019/8/23,23.6,26.47916667,24.2625
2019/8/24,23.55,26.625,24.525
2019/8/25,24.23333333,27.41666667,24.57916667
2019/8/26,24.16666667,27.35416667,24.47916667
2019/8/27,23.95,26.79166667,24.48333333
2019/8/28,23.83333333,27.03125,24.475
2019/8/29,23.55,26.70833333,24.3625
2019/8/30,23.45,26.73958333,24.13333333
2019/8/31,24.05833333,26.5625,24.16666667
2019/9/1,24.44166667,26.25,24.28333333
2019/9/2,24.26666667,26.17708333,24.65416667
2019/9/3,24.25833333,26.35416667,24.625
2019/9/4,24.225,26.70833333,24.55833333
2019/9/5,24,26.47916667,24.39166667
2019/9/6,24.03333333,26.29166667,24.29166667
2019/9/7,24.2,26.59375,24.4
2019/9/8,24.39166667,27.48958333,24.375
2019/9/9,24.21666667,27.4375,24.26666667
2019/9/10,24.23333333,27.33333333,24.3125
2019/9/11,23.59166667,27.33333333,24.44583333
2019/9/12,23.40833333,27,24.60833333
2019/9/13,23.725,26.98958333,24.8
2019/9/14,24.03333333,26.52083333,24.52916667
2019/9/15,24.6,26.83333333,24.3
2019/9/16,24.6,27.1875,24.425
2019/9/17,23.98333333,26.70833333,24.39583333
2019/9/18,24.43333333,26.77083333,24.45
2019/9/19,24.53333333,26.5,24.34583333
2019/9/20,24.35,26.34375,24.32916667
2019/9/21,24.57391304,26.68478261,24.4
2019/9/22,24.67272727,26.73863636,24.25
2019/9/23,24.54166667,26.625,24.1
2019/9/24,24.1,26.38541667,24.1375
2019/9/25,24.33333333,26.16666667,24.16666667
2019/9/26,24.45,26.66666667,24.22083333
2019/9/27,24.4,26.71875,24.23333333
2019/9/28,24.25,27.08333333,24.08333333
2019/9/29,24.11666667,28,24.1
2019/9/30,24.31666667,27.39583333,24.225
2019/10/1,24.36666667,26.88541667,24.2375
2019/10/2,23.91666667,26.8125,24.14583333
2019/10/3,24.04166667,26.625,24.18333333
2019/10/4,23.88333333,26.33333333,24.32916667
2019/10/5,23.275,26.6875,24.5
2019/10/6,23.75,27.0625,24.45416667
2019/10/7,24.725,27,24.375
2019/10/8,24.86666667,26.875,24.39583333
2019/10/9,25.13333333,26.97916667,24.4875
2019/10/10,25.04166667,27.25,24.44583333
2019/10/11,25,27.25,24.35833333
2019/10/12,25.2,27.25,24.4
2019/10/13,25.35,27.25,24.4
2019/10/14,25.6,27.25,24.4
2019/10/15,25.23333333,27.25,24.325
2019/10/16,24.99166667,27.25,24.3
2019/10/17,24.8,27.25,24.3
2019/10/18,25.7,27.25,24.3
2019/10/19,25.8,27.25,22.55
2019/10/20,25.8,27.25,21.40833333
2019/10/21,25.40833333,27.25,21.5
2019/10/22,25,27.25,21.5
2019/10/23,24.81666667,27.25,21.5
2019/10/24,24.6,27.13541667,21.5
2019/10/25,24.6,26.0625,21.675
2019/10/26,24.6,25.33333333,21.9125
2019/10/27,24.6,22.60416667,22.1
2019/10/28,25.2,21.5,22.1
2019/10/29,25.50833333,25.39583333,22.06666667
2019/10/30,24.51666667,27,21.9
2019/10/31,24.4,27,21.88333333
2019/11/1,24.4,27,21.8
2019/11/2,24.4,24.67708333,21.83333333
2019/11/3,24.4,21.95833333,21.9
2019/11/4,24.4,22.33333333,21.9
2019/11/5,24.4,24.14583333,21.73333333
2019/11/6,24.4,24.25,21.5
2019/11/7,24.4,23.58333333,21.5
2019/11/8,24.4,23.25,21.5
2019/11/9,24.525,23.25,21.5
2019/11/10,24.6,22.9375,21.56666667
2019/11/11,,,
2019/11/12,24.4,23.16666667,21.62916667
2019/11/13,24.28333333,22.39583333,22.02916667
2019/11/14,24.2,21.39583333,22.1
2019/11/15,24.09166667,22.23958333,22.1
2019/11/16,24,23.92708333,22.1
2019/11/17,24,24.5625,22.1
2019/11/18,24,23.21875,22.1
2019/11/19,24,22.22916667,22.08333333
2019/11/20,22.44166667,22.125,22
2019/11/21,21.425,22.79166667,22.06666667
2019/11/22,22.7,22.76041667,22.725
2019/11/23,23.81666667,24.6875,23.1
2019/11/24,24,25.21875,23.1
