“úŽž,EHP2-2,EHP4-4,EHP6-2
2021/3/4,11,13,15
2021/3/5,10,15,16
2021/3/6,6,14,2
2021/3/7,0,14,7
2021/3/8,11,15,15
2021/3/9,11,17,14
2021/3/10,0,15,15
2021/3/11,9,12,16
2021/3/12,9,14,15
2021/3/13,0,10,3
2021/3/14,0,12,2
2021/3/15,0,15,15
2021/3/16,6,9,12
2021/3/17,0,15,13
2021/3/18,1,6,17
2021/3/19,0,7,14
2021/3/20,0,5,9
2021/3/21,0,5,1
2021/3/22,5,7,15
2021/3/23,3,6,14
2021/3/24,0,7,8
2021/3/25,0,4,4
2021/3/26,0,5,3
2021/3/27,0,5,0
2021/3/28,0,4,1
2021/3/29,0,5,2
2021/3/30,0,5,2
2021/3/31,0,5,0
2021/4/1,0,4,0
2021/4/2,0,5,0
2021/4/3,0,5,0
2021/4/4,0,4,0
2021/4/5,0,5,6
2021/4/6,2,5,9
2021/4/7,0,4,4
2021/4/8,0,5,3
2021/4/9,0,5,4
2021/4/10,0,4,9
2021/4/11,0,8,0
2021/4/12,0,7,5
2021/4/13,0,5,4
2021/4/14,0,5,6
2021/4/15,0,4,14
2021/4/16,1,5,6
2021/4/17,0,5,0
2021/4/18,0,4,0
2021/4/19,0,5,2
2021/4/20,0,5,0
2021/4/21,0,5,0
2021/4/22,0,4,0
2021/4/23,0,5,0
2021/4/24,0,8,1
2021/4/25,0,5,0
2021/4/26,0,5,1
2021/4/27,0,4,0
2021/4/28,0,5,0
2021/4/29,0,5,0
2021/4/30,0,4,0
2021/5/1,0,5,0
2021/5/2,4,5,0
2021/5/3,0,5,0
2021/5/4,0,4,0
2021/5/5,1,5,0
2021/5/6,0,5,0
2021/5/7,0,4,0
2021/5/8,0,5,0
2021/5/9,0,5,0
2021/5/10,0,5,0
2021/5/11,0,4,0
2021/5/12,0,5,0
2021/5/13,0,5,0
2021/5/14,0,4,3
2021/5/15,0,5,0
2021/5/16,0,5,0
2021/5/17,3,4,2
2021/5/18,9,5,1
2021/5/19,3,5,0
2021/5/20,7,5,1
2021/5/21,9,4,0
2021/5/22,3,5,0
2021/5/23,0,5,0
2021/5/24,10,5,2
2021/5/25,12,4,4
2021/5/26,8,5,5
2021/5/27,5,5,0
2021/5/28,9,4,2
2021/5/29,8,5,0
2021/5/30,7,5,0
2021/5/31,9,4,3
2021/6/1,14,5,3
2021/6/2,14,5,6
2021/6/3,15,5,7
2021/6/4,15,4,1
2021/6/5,12,11,0
2021/6/6,4,4,4
2021/6/7,15,5,7
2021/6/8,16,7,11
2021/6/9,16,14,10
2021/6/10,16,11,12
2021/6/11,13,12,11
2021/6/12,13,11,1
2021/6/13,12,11,2
2021/6/14,15,11,9
2021/6/15,16,13,11
2021/6/16,14,12,6
2021/6/17,16,12,8
2021/6/18,15,11,10
2021/6/19,11,12,0
2021/6/20,4,11,0
2021/6/21,15,11,6
2021/6/22,14,12,10
2021/6/23,16,11,9
2021/6/24,14,7,6
2021/6/25,14,10,9
2021/6/26,12,12,3
2021/6/27,5,7,0
2021/6/28,13,13,10
2021/6/29,15,11,9
2021/6/30,16,12,3
2021/7/1,17,13,0
2021/7/2,14,7,0
2021/7/3,10,8,0
2021/7/4,4,10,0
2021/7/5,17,11,2
2021/7/6,15,12,8
2021/7/7,17,14,9
2021/7/8,15,12,5
2021/7/9,15,12,6
2021/7/10,14,13,7
2021/7/11,12,13,0
2021/7/12,16,15,13
2021/7/13,15,12,13
2021/7/14,15,13,13
2021/7/15,15,15,14
2021/7/16,13,15,13
2021/7/17,12,15,5
2021/7/18,11,10,3
2021/7/19,15,16,15
2021/7/20,16,13,16
2021/7/21,14,17,15
2021/7/22,12,15,9
2021/7/23,10,15,7
2021/7/24,15,11,2
2021/7/25,10,13,10
2021/7/26,17,16,15
2021/7/27,15,16,15
2021/7/28,15,15,15
2021/7/29,14,16,14
2021/7/30,16,16,13
2021/7/31,14,12,4
2021/8/1,15,13,10
2021/8/2,16,16,16
2021/8/3,16,14,16
2021/8/4,15,17,15
2021/8/5,14,15,16
2021/8/6,13,15,15
2021/8/7,14,15,3
2021/8/8,8,19,10
2021/8/9,13,11,7
2021/8/10,15,15,15
2021/8/11,14,16,15
2021/8/12,13,16,14
2021/8/13,13,14,12
2021/8/14,11,11,1
2021/8/15,5,4,0
2021/8/16,15,5,0
2021/8/17,15,10,6
2021/8/18,13,15,12
2021/8/19,15,14,15
2021/8/20,15,15,15
2021/8/21,14,13,5
2021/8/22,9,15,11
2021/8/23,15,14,15
2021/8/24,14,15,16
2021/8/25,14,17,15
2021/8/26,16,16,15
2021/8/27,15,14,15
2021/8/28,13,16,9
2021/8/29,13,17,13
2021/8/30,15,15,16
2021/8/31,15,15,15
2021/9/1,16,15,11
2021/9/2,15,12,2
2021/9/3,13,5,0
2021/9/4,10,4,0
2021/9/5,4,6,0
2021/9/6,14,5,0
2021/9/7,15,4,0
2021/9/8,15,5,1
2021/9/9,15,4,1
2021/9/10,15,13,6
2021/9/11,13,13,2
2021/9/12,12,5,1
2021/9/13,15,12,13
2021/9/14,15,13,6
2021/9/15,14,13,9
2021/9/16,16,13,8
2021/9/17,15,12,4
2021/9/18,13,4,0
2021/9/19,12,13,2
2021/9/20,12,12,1
2021/9/21,16,13,13
2021/9/22,13,14,13
2021/9/23,13,13,4
2021/9/24,16,13,13
2021/9/25,13,11,0
2021/9/26,4,13,0
2021/9/27,14,4,3
2021/9/28,14,9,4
2021/9/29,14,5,5
2021/9/30,15,16,3
2021/10/1,7,10,0
2021/10/2,11,7,1
2021/10/3,0,8,0
2021/10/4,13,12,9
2021/10/5,13,13,11
2021/10/6,13,13,8
2021/10/7,12,14,2
2021/10/8,13,12,10
2021/10/9,12,12,2
2021/10/10,3,13,0
2021/10/11,13,13,10
2021/10/12,11,12,2
2021/10/13,5,5,0
2021/10/14,13,4,3
2021/10/15,12,4,1
2021/10/16,4,5,0
2021/10/17,1,4,0
2021/10/18,5,4,3
2021/10/19,12,5,10
2021/10/20,9,4,6
2021/10/21,3,4,10
2021/10/22,8,5,13
2021/10/23,0,4,0
2021/10/24,0,5,1
2021/10/25,1,8,15
2021/10/26,6,6,12
2021/10/27,5,5,15
2021/10/28,4,5,6
2021/10/29,2,4,12
2021/10/30,2,6,0
2021/10/31,0,11,1
2021/11/1,0,5,13
2021/11/2,0,5,7
2021/11/3,0,9,7
2021/11/4,2,6,4
2021/11/5,0,5,5
2021/11/6,1,6,0
2021/11/7,0,6,1
2021/11/8,0,7,1
2021/11/9,0,5,12
2021/11/10,0,4,14
2021/11/11,0,7,7
2021/11/12,0,7,7
2021/11/13,0,10,0
2021/11/14,0,21,0
2021/11/15,0,9,6
2021/11/16,0,8,5
2021/11/17,0,13,13
2021/11/18,1,14,5
2021/11/19,2,7,12
2021/11/20,0,10,6
2021/11/21,0,12,0
2021/11/22,0,9,16
2021/11/23,0,11,4
2021/11/24,3,7,15
2021/11/25,0,7,16
2021/11/26,0,15,14
2021/11/27,0,14,0
2021/11/28,0,23,1
2021/11/29,13,16,16
2021/11/30,2,9,16
2021/12/1,1,14,15
2021/12/2,0,14,13
2021/12/3,0,18,15
2021/12/4,0,12,12
2021/12/5,0,11,4
2021/12/6,9,12,16
2021/12/7,1,13,15
2021/12/8,7,12,15
2021/12/9,0,17,16
2021/12/10,8,19,15
2021/12/11,0,10,13
2021/12/12,7,15,3
2021/12/13,0,21,15
2021/12/14,11,13,17
2021/12/15,6,13,17
2021/12/16,10,15,17
2021/12/17,10,13,15
2021/12/18,1,12,5
2021/12/19,7,17,0
2021/12/20,14,17,17
2021/12/21,4,14,15
2021/12/22,12,15,17
2021/12/23,11,16,16
2021/12/24,10,18,16
2021/12/25,0,14,0
2021/12/26,2,13,6
2021/12/27,14,17,17
2021/12/28,10,14,15
2021/12/29,0,15,9
2021/12/30,0,10,9
2021/12/31,0,5,0
2022/1/1,0,5,0
2022/1/2,0,5,3
2022/1/3,0,4,5
2022/1/4,13,15,15
2022/1/5,11,16,17
2022/1/6,11,16,17
2022/1/7,11,18,17
2022/1/8,10,17,13
2022/1/9,0,10,12
2022/1/10,10,13,9
2022/1/11,13,14,17
2022/1/12,10,18,17
2022/1/13,13,17,17
2022/1/14,13,17,17
2022/1/15,1,13,7
2022/1/16,6,18,9
2022/1/17,8,15,15
2022/1/18,10,16,17
2022/1/19,10,15,15
2022/1/20,10,17,16
2022/1/21,12,17,17
2022/1/22,0,14,5
2022/1/23,6,12,8
2022/1/24,11,16,17
2022/1/25,11,16,17
2022/1/26,11,16,16
2022/1/27,10,14,17
2022/1/28,11,18,17
2022/1/29,8,16,4
2022/1/30,10,15,7
2022/1/31,10,17,17
2022/2/1,10,17,17
2022/2/2,11,18,17
2022/2/3,10,15,16
2022/2/4,10,18,17
2022/2/5,0,14,9
2022/2/6,6,13,11
2022/2/7,14,18,17
2022/2/8,14,15,17
2022/2/9,7,17,17
2022/2/10,11,18,17
2022/2/11,7,15,10
2022/2/12,10,14,10
2022/2/13,10,16,8
2022/2/14,13,18,16
2022/2/15,9,18,17
2022/2/16,7,21,14
2022/2/17,14,17,15
2022/2/18,11,16,16
2022/2/19,10,17,6
2022/2/20,13,22,9
2022/2/21,18,17,17
2022/2/22,14,16,15
2022/2/23,9,17,11
2022/2/24,11,17,16
2022/2/25,12,16,15
2022/2/26,0,9,3
2022/2/27,0,13,0
2022/2/28,8,16,15
2022/3/1,10,13,16
2022/3/2,10,13,16
2022/3/3,11,12,16
2022/3/4,7,16,17
2022/3/5,2,7,0
2022/3/6,3,22,2
2022/3/7,9,17,16
2022/3/8,9,15,16
2022/3/9,9,14,14
2022/3/10,2,17,15
2022/3/11,2,15,15
2022/3/12,0,5,10
2022/3/13,0,8,0
2022/3/14,0,4,6
2022/3/15,0,14,7
2022/3/16,10,7,7
2022/3/17,6,12,2
2022/3/18,10,15,15
2022/3/19,0,8,0
2022/3/20,0,7,7
2022/3/21,2,6,9
2022/3/22,10,11,17
2022/3/23,10,17,15
2022/3/24,4,13,17
2022/3/25,0,16,16
2022/3/26,0,6,2
2022/3/27,0,20,2
2022/3/28,0,6,13
2022/3/29,2,15,15
2022/3/30,0,12,12
2022/3/31,0,13,3
2022/4/1,8,11,15
2022/4/2,0,4,8
2022/4/3,6,16,2
2022/4/4,8,13,17
2022/4/5,2,14,9
2022/4/6,0,12,0
2022/4/7,0,7,4
2022/4/8,0,5,2
2022/4/9,0,4,6
2022/4/10,0,5,0
2022/4/11,0,6,1
2022/4/12,0,9,1
2022/4/13,10,9,2
2022/4/14,0,5,0
2022/4/15,0,4,0
2022/4/16,0,5,2
2022/4/17,0,4,0
2022/4/18,0,4,0
2022/4/19,0,4,0
2022/4/20,0,5,0
2022/4/21,0,5,0
2022/4/22,4,4,0
2022/4/23,7,4,0
2022/4/24,0,5,2
2022/4/25,10,8,2
2022/4/26,9,11,0
2022/4/27,9,13,4
2022/4/28,3,7,0
2022/4/29,0,4,0
2022/4/30,0,4,0
2022/5/1,1,5,0
2022/5/2,0,11,0
2022/5/3,0,4,0
2022/5/4,1,5,0
2022/5/5,6,5,3
2022/5/6,4,4,0
2022/5/7,2,5,0
2022/5/8,0,5,0
2022/5/9,0,5,0
2022/5/10,3,4,0
2022/5/11,5,5,0
2022/5/12,11,5,1
2022/5/13,10,4,0
2022/5/14,4,5,0
2022/5/15,0,5,0
2022/5/16,6,4,0
2022/5/17,5,5,0
2022/5/18,4,5,0
2022/5/19,9,4,0
2022/5/20,10,5,1
2022/5/21,7,5,4
2022/5/22,8,4,0
2022/5/23,12,6,1
2022/5/24,11,11,6
2022/5/25,10,13,5
2022/5/26,13,11,13
2022/5/27,9,13,8
2022/5/28,10,8,5
2022/5/29,7,12,0
2022/5/30,11,15,11
2022/5/31,9,14,8
2022/6/1,13,14,8
2022/6/2,15,14,11
2022/6/3,13,14,10
2022/6/4,10,10,9
2022/6/5,12,4,0
2022/6/6,11,11,3
2022/6/7,12,8,0
2022/6/8,12,9,0
2022/6/9,13,6,5
2022/6/10,13,13,4
2022/6/11,11,12,0
2022/6/12,12,8,0
2022/6/13,13,12,8
2022/6/14,14,8,3
2022/6/15,13,7,2
2022/6/16,15,9,1
2022/6/17,13,15,10
2022/6/18,10,10,4
2022/6/19,12,13,0
2022/6/20,14,15,15
2022/6/21,15,14,14
2022/6/22,14,16,12
2022/6/23,13,12,13
2022/6/24,14,16,15
2022/6/25,11,14,9
2022/6/26,13,13,10
2022/6/27,15,17,16
2022/6/28,15,17,14
2022/6/29,15,15,15
2022/6/30,15,17,16
2022/7/1,15,14,17
2022/7/2,13,15,9
2022/7/3,13,13,8
2022/7/4,15,17,15
2022/7/5,15,15,14
2022/7/6,16,14,12
2022/7/7,15,15,14
2022/7/8,17,14,15
2022/7/9,11,14,5
2022/7/10,13,13,9
2022/7/11,15,15,15
2022/7/12,15,13,14
2022/7/13,16,16,11
2022/7/14,15,15,14
2022/7/15,15,15,7
2022/7/16,13,13,0
2022/7/17,12,10,6
2022/7/18,10,14,9
2022/7/19,16,16,14
2022/7/20,16,14,15
2022/7/21,15,15,15
2022/7/22,15,15,15
2022/7/23,14,13,8
2022/7/24,13,10,8
2022/7/25,15,15,15
2022/7/26,16,15,15
2022/7/27,16,14,15
2022/7/28,17,16,14
2022/7/29,17,16,15
2022/7/30,13,16,9
2022/7/31,12,14,4
