“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 07:00:00,7,0,1,32,34,0.3125
2022-07-01 08:00:00,7,0,1,32,30,0.2455357142857143
2022-07-01 09:00:00,7,0,1,33,42,0.3169642857142857
2022-07-01 10:00:00,7,0,1,35,43,0.26339285714285715
2022-07-01 11:00:00,7,0,1,36,40,0.3303571428571429
2022-07-01 12:00:00,7,0,1,37,47,0.3348214285714286
2022-07-01 13:00:00,7,0,1,38,44,0.35714285714285715
2022-07-01 14:00:00,7,0,1,37,40,0.36160714285714285
2022-07-01 15:00:00,7,0,1,38,47,0.5803571428571429
2022-07-01 16:00:00,7,0,1,33,41,0.4017857142857143
2022-07-01 17:00:00,7,0,1,32,35,0.2767857142857143
2022-07-01 18:00:00,7,0,1,32,35,0.4955357142857143
2022-07-01 19:00:00,7,0,1,32,60,0.986607142857143
2022-07-01 20:00:00,7,0,1,29,19,0.20089285714285715
2022-07-01 21:00:00,7,0,1,30,54,0.8392857142857144
2022-07-02 08:00:00,7,1,0,32,6,0.03571428571428572
2022-07-02 09:00:00,7,1,0,34,60,0.6473214285714286
2022-07-02 10:00:00,7,1,0,36,60,0.8258928571428572
2022-07-02 11:00:00,7,1,0,37,60,0.8214285714285714
2022-07-02 12:00:00,7,1,0,37,60,0.8125
2022-07-02 13:00:00,7,1,0,37,60,0.8125
2022-07-02 14:00:00,7,1,0,37,60,0.8080357142857144
2022-07-02 15:00:00,7,1,0,35,60,0.8035714285714286
2022-07-02 16:00:00,7,1,0,35,60,0.7723214285714286
2022-07-02 17:00:00,7,1,0,33,60,0.7946428571428572
2022-07-02 18:00:00,7,1,0,31,16,0.125
2022-07-02 19:00:00,7,1,0,31,60,0.5937500000000001
2022-07-03 08:00:00,7,1,0,32,2,0.00892857142857143
2022-07-03 09:00:00,7,1,0,32,42,0.45089285714285715
2022-07-03 10:00:00,7,1,0,32,47,0.36160714285714285
2022-07-03 11:00:00,7,1,0,34,35,0.23214285714285718
2022-07-03 12:00:00,7,1,0,33,37,0.22767857142857142
2022-07-03 13:00:00,7,1,0,32,28,0.16517857142857145
2022-07-03 14:00:00,7,1,0,32,27,0.125
2022-07-03 15:00:00,7,1,0,32,23,0.11607142857142859
2022-07-03 16:00:00,7,1,0,30,16,0.07142857142857144
2022-07-03 17:00:00,7,1,0,29,27,0.12946428571428573
2022-07-04 07:00:00,7,0,1,27,33,0.38392857142857145
2022-07-04 08:00:00,7,0,1,26,60,0.4017857142857143
2022-07-04 09:00:00,7,0,1,25,60,0.2410714285714286
2022-07-04 10:00:00,7,0,1,27,40,0.2767857142857143
2022-07-04 11:00:00,7,0,1,28,47,0.26339285714285715
2022-07-04 12:00:00,7,0,1,27,38,0.23214285714285718
2022-07-04 13:00:00,7,0,1,29,41,0.23660714285714288
2022-07-04 14:00:00,7,0,1,29,41,0.2455357142857143
2022-07-04 15:00:00,7,0,1,30,36,0.2410714285714286
2022-07-04 16:00:00,7,0,1,29,29,0.16071428571428573
2022-07-04 17:00:00,7,0,1,29,53,0.26785714285714285
