“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 10:00:00,7,0,1,38,11,0.036000000000000004
2022-07-01 11:00:00,7,0,1,39,60,0.35600000000000004
2022-07-01 12:00:00,7,0,1,40,60,0.32799999999999996
2022-07-01 13:00:00,7,0,1,40,60,0.08
2022-07-01 14:00:00,7,0,1,38,60,0.05
2022-07-01 15:00:00,7,0,1,37,60,0.044000000000000004
2022-07-01 16:00:00,7,0,1,36,60,0.046
2022-07-01 17:00:00,7,0,1,34,60,0.04
2022-07-01 18:00:00,7,0,1,32,60,0.038
2022-07-01 19:00:00,7,0,1,30,60,0.134
2022-07-01 20:00:00,7,0,1,29,60,0.15
2022-07-01 21:00:00,7,0,1,29,60,0.046
2022-07-01 22:00:00,7,0,1,29,1,0.0
2022-07-02 08:00:00,7,1,0,34,16,0.027999999999999997
2022-07-02 09:00:00,7,1,0,35,60,0.17
2022-07-02 10:00:00,7,1,0,35,17,0.018000000000000002
2022-07-02 11:00:00,7,1,0,37,52,0.134
2022-07-02 12:00:00,7,1,0,37,60,0.044000000000000004
2022-07-02 13:00:00,7,1,0,37,60,0.15
2022-07-02 14:00:00,7,1,0,37,60,0.188
2022-07-02 15:00:00,7,1,0,35,60,0.184
2022-07-02 16:00:00,7,1,0,35,60,0.18
2022-07-02 17:00:00,7,1,0,33,60,0.18
2022-07-02 18:00:00,7,1,0,31,60,0.106
2022-07-02 19:00:00,7,1,0,31,60,0.048
2022-07-02 20:00:00,7,1,0,30,60,0.046
2022-07-02 21:00:00,7,1,0,29,22,0.013999999999999999
2022-07-03 08:00:00,7,1,0,32,46,0.23800000000000002
2022-07-03 09:00:00,7,1,0,32,60,0.19399999999999998
2022-07-03 10:00:00,7,1,0,34,60,0.044000000000000004
2022-07-03 11:00:00,7,1,0,35,60,0.094
2022-07-03 12:00:00,7,1,0,34,60,0.20600000000000002
2022-07-03 13:00:00,7,1,0,33,60,0.134
2022-07-03 14:00:00,7,1,0,33,60,0.106
2022-07-03 15:00:00,7,1,0,31,60,0.128
2022-07-03 16:00:00,7,1,0,31,60,0.12
2022-07-03 17:00:00,7,1,0,30,30,0.042
2022-07-04 09:00:00,7,0,1,25,16,0.024
2022-07-04 10:00:00,7,0,1,27,11,0.013999999999999999
2022-07-04 11:00:00,7,0,1,28,55,0.048
2022-07-04 12:00:00,7,0,1,28,60,0.07400000000000001
2022-07-04 13:00:00,7,0,1,30,60,0.152
2022-07-04 14:00:00,7,0,1,31,60,0.158
2022-07-04 15:00:00,7,0,1,30,60,0.098
2022-07-04 16:00:00,7,0,1,30,11,0.012
2022-07-04 17:00:00,7,0,1,30,60,0.16399999999999998
2022-07-04 18:00:00,7,0,1,29,60,0.102
2022-07-04 19:00:00,7,0,1,28,60,0.11199999999999999
2022-07-04 20:00:00,7,0,1,28,60,0.05
2022-07-04 21:00:00,7,0,1,27,60,0.052000000000000005
2022-07-05 09:00:00,7,0,1,32,14,0.01
2022-07-05 10:00:00,7,0,1,32,39,0.032
2022-07-05 13:00:00,7,0,1,29,28,0.018000000000000002
2022-07-05 14:00:00,7,0,1,29,60,0.05
2022-07-05 15:00:00,7,0,1,28,60,0.055999999999999994
2022-07-05 16:00:00,7,0,1,27,60,0.048
2022-07-05 17:00:00,7,0,1,26,60,0.046
2022-07-05 18:00:00,7,0,1,25,60,0.044000000000000004
2022-07-05 19:00:00,7,0,1,24,60,0.044000000000000004
2022-07-05 20:00:00,7,0,1,25,60,0.044000000000000004
2022-07-05 21:00:00,7,0,1,25,60,0.048
2022-07-06 11:00:00,7,0,1,31,23,0.07400000000000001
2022-07-06 12:00:00,7,0,1,33,60,0.158
2022-07-06 13:00:00,7,0,1,31,60,0.156
2022-07-06 14:00:00,7,0,1,29,60,0.20800000000000002
2022-07-06 15:00:00,7,0,1,30,60,0.055999999999999994
2022-07-06 16:00:00,7,0,1,30,60,0.17800000000000002
