“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,0,1,34,55,0.34285714285714286
2022-07-01 09:00:00,7,0,1,36,60,0.39999999999999997
2022-07-01 10:00:00,7,0,1,37,60,0.38571428571428573
2022-07-01 11:00:00,7,0,1,39,60,0.36428571428571427
2022-07-01 12:00:00,7,0,1,39,60,0.38571428571428573
2022-07-01 13:00:00,7,0,1,39,60,0.39285714285714285
2022-07-01 14:00:00,7,0,1,38,60,0.40714285714285714
2022-07-01 15:00:00,7,0,1,37,60,0.41428571428571426
2022-07-01 16:00:00,7,0,1,36,60,0.42142857142857143
2022-07-01 17:00:00,7,0,1,34,60,0.40714285714285714
2022-07-03 08:00:00,7,1,0,31,24,0.15
2022-07-04 08:00:00,7,0,1,28,56,0.32142857142857145
2022-07-04 09:00:00,7,0,1,27,60,0.35714285714285715
2022-07-04 10:00:00,7,0,1,28,60,0.35000000000000003
2022-07-04 11:00:00,7,0,1,30,60,0.34285714285714286
2022-07-04 12:00:00,7,0,1,30,60,0.34285714285714286
2022-07-04 13:00:00,7,0,1,31,60,0.33571428571428574
2022-07-04 14:00:00,7,0,1,30,60,0.36428571428571427
2022-07-04 15:00:00,7,0,1,31,60,0.33571428571428574
2022-07-04 16:00:00,7,0,1,30,60,0.34285714285714286
2022-07-04 17:00:00,7,0,1,30,60,0.32857142857142857
2022-07-05 08:00:00,7,0,1,32,56,0.3
2022-07-05 09:00:00,7,0,1,32,60,0.32142857142857145
2022-07-05 10:00:00,7,0,1,32,60,0.32142857142857145
2022-07-05 11:00:00,7,0,1,33,60,0.32142857142857145
2022-07-05 12:00:00,7,0,1,33,60,0.32142857142857145
2022-07-05 13:00:00,7,0,1,30,60,0.33571428571428574
2022-07-05 14:00:00,7,0,1,29,60,0.33571428571428574
2022-07-05 15:00:00,7,0,1,28,60,0.33571428571428574
2022-07-05 16:00:00,7,0,1,27,60,0.35714285714285715
2022-07-05 17:00:00,7,0,1,26,60,0.34285714285714286
2022-07-06 08:00:00,7,0,1,30,44,0.19999999999999998
2022-07-06 10:00:00,7,0,1,33,53,0.2642857142857143
2022-07-06 12:00:00,7,0,1,34,55,0.2785714285714286
2022-07-06 14:00:00,7,0,1,31,56,0.2928571428571428
2022-07-06 16:00:00,7,0,1,31,55,0.2857142857142857
2022-07-07 08:00:00,7,0,1,28,35,0.12142857142857143
2022-07-07 09:00:00,7,0,1,29,57,0.19999999999999998
2022-07-07 10:00:00,7,0,1,27,25,0.07857142857142858
2022-07-07 11:00:00,7,0,1,31,60,0.2785714285714286
2022-07-07 12:00:00,7,0,1,32,60,0.2928571428571428
2022-07-07 13:00:00,7,0,1,32,60,0.2928571428571428
2022-07-07 14:00:00,7,0,1,32,60,0.2928571428571428
2022-07-07 15:00:00,7,0,1,32,60,0.2928571428571428
2022-07-07 16:00:00,7,0,1,31,60,0.3
2022-07-07 17:00:00,7,0,1,30,60,0.3
2022-07-08 08:00:00,7,0,1,30,43,0.17142857142857143
2022-07-08 10:00:00,7,0,1,31,50,0.24285714285714285
2022-07-08 12:00:00,7,0,1,32,56,0.2642857142857143
2022-07-08 14:00:00,7,0,1,34,56,0.2642857142857143
2022-07-08 16:00:00,7,0,1,32,56,0.2714285714285714
2022-07-11 08:00:00,7,0,1,31,56,0.2928571428571428
2022-07-11 10:00:00,7,0,1,34,56,0.2642857142857143
2022-07-11 12:00:00,7,0,1,33,56,0.2571428571428572
2022-07-11 14:00:00,7,0,1,35,56,0.25
2022-07-11 16:00:00,7,0,1,33,56,0.2714285714285714
2022-07-12 08:00:00,7,0,1,29,56,0.2857142857142857
2022-07-12 09:00:00,7,0,1,29,60,0.31428571428571433
2022-07-12 10:00:00,7,0,1,30,60,0.31428571428571433
2022-07-12 11:00:00,7,0,1,29,60,0.31428571428571433
2022-07-12 12:00:00,7,0,1,29,60,0.31428571428571433
2022-07-12 13:00:00,7,0,1,30,60,0.3071428571428571
2022-07-12 14:00:00,7,0,1,29,60,0.31428571428571433
2022-07-12 15:00:00,7,0,1,30,60,0.31428571428571433
2022-07-12 16:00:00,7,0,1,28,60,0.33571428571428574
2022-07-12 17:00:00,7,0,1,27,60,0.32142857142857145
2022-07-18 08:00:00,7,1,0,30,41,0.15714285714285717
2022-07-18 10:00:00,7,1,0,32,45,0.20714285714285713
2022-07-18 12:00:00,7,1,0,34,55,0.2642857142857143
2022-07-18 14:00:00,7,1,0,34,55,0.2642857142857143
2022-07-18 16:00:00,7,1,0,33,55,0.2642857142857143
2022-07-19 08:00:00,7,0,1,30,55,0.2928571428571428
2022-07-19 09:00:00,7,0,1,31,60,0.32142857142857145
2022-07-19 10:00:00,7,0,1,32,60,0.31428571428571433
2022-07-19 11:00:00,7,0,1,32,60,0.32142857142857145
2022-07-19 12:00:00,7,0,1,31,60,0.32142857142857145
2022-07-19 13:00:00,7,0,1,30,60,0.32142857142857145
2022-07-19 14:00:00,7,0,1,29,60,0.32857142857142857
2022-07-19 15:00:00,7,0,1,29,60,0.32857142857142857
2022-07-19 16:00:00,7,0,1,28,60,0.35000000000000003
2022-07-19 17:00:00,7,0,1,28,60,0.32857142857142857
