“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,0,1,33,46,0.17681159420289855
2022-07-01 09:00:00,7,0,1,35,51,0.13043478260869565
2022-07-01 10:00:00,7,0,1,35,44,0.12463768115942028
2022-07-01 11:00:00,7,0,1,37,34,0.09855072463768115
2022-07-01 12:00:00,7,0,1,38,23,0.043478260869565216
2022-07-01 13:00:00,7,0,1,37,52,0.14057971014492754
2022-07-01 14:00:00,7,0,1,37,60,0.1391304347826087
2022-07-01 15:00:00,7,0,1,36,38,0.09420289855072464
2022-07-01 16:00:00,7,0,1,35,60,0.30289855072463767
2022-07-01 17:00:00,7,0,1,33,60,0.2782608695652174
2022-07-01 18:00:00,7,0,1,32,60,0.39855072463768115
2022-07-01 19:00:00,7,0,1,31,60,0.21304347826086956
2022-07-01 20:00:00,7,0,1,30,60,0.15362318840579708
2022-07-01 21:00:00,7,0,1,29,60,0.17971014492753623
2022-07-01 22:00:00,7,0,1,28,1,0.002898550724637681
2022-07-02 07:00:00,7,1,0,32,34,0.1
2022-07-02 08:00:00,7,1,0,33,60,0.24057971014492754
2022-07-02 09:00:00,7,1,0,33,60,0.391304347826087
2022-07-02 10:00:00,7,1,0,36,60,0.48260869565217385
2022-07-02 11:00:00,7,1,0,36,60,0.47681159420289854
2022-07-02 12:00:00,7,1,0,37,60,0.4782608695652174
2022-07-02 13:00:00,7,1,0,38,58,0.47681159420289854
2022-07-02 14:00:00,7,1,0,36,60,0.5971014492753624
2022-07-02 15:00:00,7,1,0,35,60,0.610144927536232
2022-07-02 16:00:00,7,1,0,35,60,0.6028985507246377
2022-07-02 17:00:00,7,1,0,33,60,0.6014492753623188
2022-07-02 18:00:00,7,1,0,32,60,0.28695652173913044
2022-07-02 19:00:00,7,1,0,31,60,0.2898550724637681
2022-07-02 20:00:00,7,1,0,30,60,0.327536231884058
2022-07-02 21:00:00,7,1,0,30,24,0.12173913043478261
2022-07-03 07:00:00,7,1,0,30,29,0.10579710144927536
2022-07-03 08:00:00,7,1,0,32,60,0.37681159420289856
2022-07-03 09:00:00,7,1,0,32,60,0.4391304347826087
2022-07-03 10:00:00,7,1,0,33,60,0.38405797101449274
2022-07-03 11:00:00,7,1,0,35,60,0.43768115942028984
2022-07-03 12:00:00,7,1,0,33,60,0.42318840579710143
2022-07-03 13:00:00,7,1,0,34,60,0.4057971014492754
2022-07-03 14:00:00,7,1,0,33,60,0.4391304347826087
2022-07-03 15:00:00,7,1,0,32,60,0.3884057971014493
2022-07-03 16:00:00,7,1,0,31,60,0.28695652173913044
2022-07-03 17:00:00,7,1,0,31,60,0.14202898550724638
2022-07-03 18:00:00,7,1,0,31,60,0.0927536231884058
2022-07-03 19:00:00,7,1,0,30,60,0.15072463768115943
2022-07-03 20:00:00,7,1,0,28,60,0.12028985507246377
2022-07-03 21:00:00,7,1,0,28,30,0.06666666666666667
2022-07-04 08:00:00,7,0,1,25,39,0.057971014492753624
2022-07-04 09:00:00,7,0,1,26,60,0.07536231884057971
2022-07-04 10:00:00,7,0,1,27,60,0.07971014492753623
2022-07-04 11:00:00,7,0,1,28,30,0.04492753623188406
2022-07-04 12:00:00,7,0,1,28,28,0.042028985507246375
2022-07-04 13:00:00,7,0,1,29,60,0.33188405797101445
2022-07-04 14:00:00,7,0,1,30,60,0.2811594202898551
2022-07-04 15:00:00,7,0,1,30,60,0.21739130434782608
