“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 07:00:00,7,0,1,32,4,0.0022222222222222222
2022-07-01 08:00:00,7,0,1,34,60,0.2288888888888889
2022-07-01 09:00:00,7,0,1,34,60,0.23555555555555555
2022-07-01 10:00:00,7,0,1,37,60,0.24666666666666665
2022-07-01 11:00:00,7,0,1,38,60,0.23111111111111113
2022-07-01 12:00:00,7,0,1,40,60,0.24222222222222223
2022-07-01 13:00:00,7,0,1,39,60,0.3466666666666667
2022-07-01 14:00:00,7,0,1,38,60,0.31777777777777777
2022-07-01 15:00:00,7,0,1,38,60,0.32
2022-07-01 16:00:00,7,0,1,37,60,0.3
2022-07-01 17:00:00,7,0,1,34,60,0.36888888888888893
2022-07-01 18:00:00,7,0,1,32,60,0.27555555555555555
2022-07-01 19:00:00,7,0,1,31,60,0.23111111111111113
2022-07-01 20:00:00,7,0,1,29,60,0.17777777777777778
2022-07-01 21:00:00,7,0,1,29,26,0.08
2022-07-02 07:00:00,7,1,0,32,10,0.024444444444444446
2022-07-02 08:00:00,7,1,0,34,57,0.2822222222222222
2022-07-02 09:00:00,7,1,0,35,60,0.43777777777777777
2022-07-02 10:00:00,7,1,0,37,60,0.42
2022-07-02 11:00:00,7,1,0,37,60,0.3822222222222222
2022-07-02 12:00:00,7,1,0,37,60,0.4444444444444444
2022-07-02 13:00:00,7,1,0,38,60,0.4822222222222222
2022-07-02 14:00:00,7,1,0,35,60,0.31333333333333335
2022-07-02 15:00:00,7,1,0,36,60,0.5555555555555556
2022-07-02 16:00:00,7,1,0,36,60,0.5133333333333334
2022-07-02 17:00:00,7,1,0,33,60,0.27555555555555555
2022-07-02 18:00:00,7,1,0,31,54,0.18
2022-07-02 19:00:00,7,1,0,30,12,0.03333333333333333
2022-07-02 20:00:00,7,1,0,30,60,0.24444444444444444
2022-07-02 21:00:00,7,1,0,29,32,0.1088888888888889
2022-07-03 07:00:00,7,1,0,30,22,0.08888888888888889
2022-07-03 08:00:00,7,1,0,32,60,0.42444444444444446
2022-07-03 09:00:00,7,1,0,32,60,0.43777777777777777
2022-07-03 10:00:00,7,1,0,34,60,0.4444444444444444
2022-07-03 11:00:00,7,1,0,36,60,0.36
2022-07-03 12:00:00,7,1,0,35,60,0.40888888888888886
2022-07-03 13:00:00,7,1,0,34,60,0.35555555555555557
2022-07-03 14:00:00,7,1,0,34,60,0.4755555555555555
2022-07-03 15:00:00,7,1,0,32,60,0.3422222222222222
2022-07-03 16:00:00,7,1,0,31,60,0.38
2022-07-03 17:00:00,7,1,0,31,60,0.4222222222222222
2022-07-03 18:00:00,7,1,0,31,60,0.3422222222222222
2022-07-03 19:00:00,7,1,0,30,60,0.24222222222222223
2022-07-03 20:00:00,7,1,0,28,60,0.18
2022-07-03 21:00:00,7,1,0,28,19,0.044444444444444446
2022-07-04 08:00:00,7,0,1,26,32,0.08444444444444445
2022-07-04 09:00:00,7,0,1,25,19,0.03333333333333333
2022-07-04 10:00:00,7,0,1,27,10,0.013333333333333332
2022-07-04 11:00:00,7,0,1,28,60,0.19555555555555557
2022-07-04 12:00:00,7,0,1,29,60,0.19333333333333333
2022-07-04 13:00:00,7,0,1,30,60,0.1911111111111111
2022-07-04 14:00:00,7,0,1,32,60,0.23333333333333334
2022-07-04 15:00:00,7,0,1,30,60,0.18
2022-07-04 16:00:00,7,0,1,30,60,0.16666666666666666
2022-07-04 17:00:00,7,0,1,30,60,0.2911111111111111
2022-07-04 18:00:00,7,0,1,30,60,0.3622222222222222
2022-07-04 19:00:00,7,0,1,29,45,0.28444444444444444
2022-07-04 20:00:00,7,0,1,27,13,0.02
2022-07-04 21:00:00,7,0,1,27,29,0.06222222222222222
2022-07-05 08:00:00,7,0,1,30,34,0.07555555555555556
2022-07-05 09:00:00,7,0,1,32,4,0.0044444444444444444
2022-07-05 10:00:00,7,0,1,33,57,0.25555555555555554
2022-07-05 11:00:00,7,0,1,32,42,0.12222222222222222
2022-07-05 12:00:00,7,0,1,31,45,0.07333333333333333
2022-07-05 13:00:00,7,0,1,30,47,0.10444444444444445
2022-07-05 14:00:00,7,0,1,28,26,0.05333333333333333
2022-07-05 15:00:00,7,0,1,29,57,0.1911111111111111
2022-07-05 16:00:00,7,0,1,26,31,0.09777777777777778
2022-07-05 17:00:00,7,0,1,26,60,0.17555555555555558
2022-07-05 18:00:00,7,0,1,27,60,0.21333333333333332
2022-07-05 19:00:00,7,0,1,24,60,0.16444444444444445
2022-07-05 20:00:00,7,0,1,24,60,0.14666666666666667
2022-07-05 21:00:00,7,0,1,24,60,0.13999999999999999
2022-07-05 22:00:00,7,0,1,24,1,0.0022222222222222222
2022-07-06 08:00:00,7,0,1,28,60,0.15777777777777777
2022-07-06 09:00:00,7,0,1,30,60,0.1711111111111111
2022-07-06 10:00:00,7,0,1,33,60,0.2644444444444444
2022-07-06 11:00:00,7,0,1,32,60,0.24000000000000002
2022-07-06 12:00:00,7,0,1,34,60,0.3111111111111111
2022-07-06 13:00:00,7,0,1,30,60,0.4177777777777778
2022-07-06 14:00:00,7,0,1,30,60,0.26666666666666666
2022-07-06 15:00:00,7,0,1,30,60,0.1911111111111111
2022-07-06 16:00:00,7,0,1,30,60,0.3044444444444444
2022-07-06 17:00:00,7,0,1,28,60,0.26222222222222225
2022-07-06 18:00:00,7,0,1,27,60,0.2222222222222222
2022-07-06 19:00:00,7,0,1,26,45,0.15333333333333335
2022-07-06 20:00:00,7,0,1,25,44,0.10222222222222221
2022-07-06 21:00:00,7,0,1,25,60,0.1511111111111111
2022-07-06 22:00:00,7,0,1,24,1,0.0022222222222222222
2022-07-07 08:00:00,7,0,1,27,21,0.04666666666666667
2022-07-07 10:00:00,7,0,1,26,23,0.044444444444444446
2022-07-07 11:00:00,7,0,1,30,22,0.044444444444444446
2022-07-07 12:00:00,7,0,1,29,10,0.015555555555555555
2022-07-07 13:00:00,7,0,1,29,14,0.04
2022-07-07 14:00:00,7,0,1,30,27,0.06444444444444444
2022-07-07 15:00:00,7,0,1,31,54,0.13999999999999999
2022-07-07 16:00:00,7,0,1,30,60,0.16
2022-07-07 17:00:00,7,0,1,30,60,0.4688888888888889
2022-07-07 18:00:00,7,0,1,28,60,0.3822222222222222
2022-07-07 19:00:00,7,0,1,26,60,0.3
2022-07-07 20:00:00,7,0,1,26,60,0.26222222222222225
2022-07-07 21:00:00,7,0,1,26,60,0.2177777777777778
2022-07-08 07:00:00,7,0,1,26,4,0.0044444444444444444
2022-07-08 08:00:00,7,0,1,27,18,0.04666666666666667
2022-07-08 09:00:00,7,0,1,28,17,0.03111111111111111
2022-07-08 10:00:00,7,0,1,28,17,0.03333333333333333
2022-07-08 11:00:00,7,0,1,30,60,0.2288888888888889
2022-07-08 12:00:00,7,0,1,31,60,0.19333333333333333
2022-07-08 13:00:00,7,0,1,32,60,0.18888888888888888
2022-07-08 14:00:00,7,0,1,32,60,0.18888888888888888
2022-07-08 15:00:00,7,0,1,33,60,0.22444444444444445
2022-07-08 16:00:00,7,0,1,31,60,0.27999999999999997
2022-07-08 17:00:00,7,0,1,30,60,0.2911111111111111
2022-07-08 18:00:00,7,0,1,27,60,0.23555555555555555
2022-07-08 19:00:00,7,0,1,27,60,0.13999999999999999
2022-07-08 20:00:00,7,0,1,26,24,0.05111111111111111
2022-07-08 21:00:00,7,0,1,25,16,0.024444444444444446
2022-07-09 07:00:00,7,1,0,26,6,0.011111111111111112
2022-07-09 08:00:00,7,1,0,29,25,0.17777777777777778
2022-07-09 09:00:00,7,1,0,31,60,0.4711111111111111
2022-07-09 10:00:00,7,1,0,32,60,0.2733333333333334
2022-07-09 11:00:00,7,1,0,32,60,0.28444444444444444
2022-07-09 12:00:00,7,1,0,32,60,0.34888888888888886
2022-07-09 13:00:00,7,1,0,33,60,0.3
2022-07-09 14:00:00,7,1,0,34,60,0.3422222222222222
2022-07-09 15:00:00,7,1,0,32,60,0.36
2022-07-09 16:00:00,7,1,0,30,60,0.32666666666666666
2022-07-09 17:00:00,7,1,0,29,60,0.2866666666666667
2022-07-09 18:00:00,7,1,0,28,60,0.27555555555555555
2022-07-09 19:00:00,7,1,0,27,60,0.14666666666666667
2022-07-09 20:00:00,7,1,0,27,60,0.13555555555555554
2022-07-09 21:00:00,7,1,0,27,26,0.07555555555555556
2022-07-10 07:00:00,7,1,0,26,16,0.035555555555555556
2022-07-10 08:00:00,7,1,0,29,60,0.26666666666666666
2022-07-10 09:00:00,7,1,0,30,60,0.42888888888888893
2022-07-10 10:00:00,7,1,0,31,60,0.26666666666666666
2022-07-10 11:00:00,7,1,0,30,60,0.23333333333333334
2022-07-10 12:00:00,7,1,0,33,60,0.3
2022-07-10 13:00:00,7,1,0,34,60,0.43111111111111106
2022-07-10 14:00:00,7,1,0,34,60,0.4222222222222222
