“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,0,1,36,60,0.5671641791044776
2022-07-01 09:00:00,7,0,1,37,60,0.4119402985074627
2022-07-01 10:00:00,7,0,1,39,60,0.4417910447761194
2022-07-01 11:00:00,7,0,1,40,60,0.44477611940298506
2022-07-01 12:00:00,7,0,1,42,60,0.4507462686567164
2022-07-01 13:00:00,7,0,1,42,60,0.5044776119402985
2022-07-01 14:00:00,7,0,1,40,60,0.45671641791044776
2022-07-01 15:00:00,7,0,1,39,60,0.5432835820895522
2022-07-01 16:00:00,7,0,1,38,60,0.4388059701492537
2022-07-01 17:00:00,7,0,1,36,60,0.4626865671641791
2022-07-01 18:00:00,7,0,1,31,53,0.23582089552238808
2022-07-01 19:00:00,7,0,1,32,60,0.26865671641791045
2022-07-03 06:00:00,7,1,0,33,19,0.19402985074626866
2022-07-03 07:00:00,7,1,0,33,60,0.6537313432835821
2022-07-03 08:00:00,7,1,0,33,60,0.4865671641791045
2022-07-03 09:00:00,7,1,0,33,60,0.3970149253731344
2022-07-03 10:00:00,7,1,0,35,48,0.32537313432835824
2022-07-03 11:00:00,7,1,0,37,60,0.45373134328358206
2022-07-03 12:00:00,7,1,0,37,60,0.44776119402985076
2022-07-03 13:00:00,7,1,0,35,60,0.47761194029850745
2022-07-03 14:00:00,7,1,0,35,60,0.417910447761194
2022-07-03 15:00:00,7,1,0,34,60,0.4119402985074627
2022-07-03 16:00:00,7,1,0,33,60,0.42686567164179107
2022-07-03 17:00:00,7,1,0,33,60,0.4507462686567164
2022-07-03 18:00:00,7,1,0,32,56,0.3343283582089552
2022-07-03 19:00:00,7,1,0,31,60,0.417910447761194
2022-07-04 06:00:00,7,0,1,30,13,0.10746268656716418
2022-07-04 07:00:00,7,0,1,30,60,0.43582089552238806
2022-07-04 08:00:00,7,0,1,28,52,0.3164179104477612
2022-07-04 09:00:00,7,0,1,28,60,0.33134328358208953
2022-07-04 10:00:00,7,0,1,30,60,0.3283582089552239
2022-07-04 11:00:00,7,0,1,31,60,0.3611940298507463
2022-07-04 12:00:00,7,0,1,31,60,0.3044776119402985
2022-07-04 13:00:00,7,0,1,32,45,0.2746268656716418
2022-07-04 14:00:00,7,0,1,32,39,0.208955223880597
2022-07-04 15:00:00,7,0,1,31,51,0.21791044776119403
2022-07-04 16:00:00,7,0,1,31,42,0.18208955223880596
2022-07-04 17:00:00,7,0,1,29,55,0.2716417910447761
2022-07-05 06:00:00,7,0,1,30,14,0.10746268656716418
2022-07-05 07:00:00,7,0,1,29,60,0.2865671641791045
2022-07-05 08:00:00,7,0,1,30,48,0.18507462686567164
2022-07-05 09:00:00,7,0,1,32,54,0.2597014925373134
