“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 08:00:00,7,0,1,34,59,0.27232142857142855
2022-07-01 09:00:00,7,0,1,36,60,0.5848214285714286
2022-07-01 10:00:00,7,0,1,37,60,0.5803571428571429
2022-07-01 11:00:00,7,0,1,38,60,0.5758928571428572
2022-07-01 12:00:00,7,0,1,38,60,0.5892857142857143
2022-07-01 13:00:00,7,0,1,38,60,0.5669642857142857
2022-07-01 14:00:00,7,0,1,37,60,0.5669642857142857
2022-07-01 15:00:00,7,0,1,36,60,0.16517857142857145
2022-07-01 16:00:00,7,0,1,35,60,0.17857142857142858
2022-07-02 09:00:00,7,1,0,35,59,0.2142857142857143
2022-07-02 10:00:00,7,1,0,36,60,0.20535714285714285
2022-07-02 11:00:00,7,1,0,36,60,0.19642857142857145
2022-07-02 12:00:00,7,1,0,36,60,0.18750000000000003
2022-07-02 13:00:00,7,1,0,36,60,0.18303571428571427
2022-07-02 14:00:00,7,1,0,35,60,0.19196428571428573
2022-07-02 15:00:00,7,1,0,34,60,0.17857142857142858
2022-07-02 16:00:00,7,1,0,33,60,0.17857142857142858
2022-07-03 09:00:00,7,1,0,31,10,0.06696428571428571
2022-07-04 08:00:00,7,0,1,25,59,0.20535714285714285
2022-07-04 09:00:00,7,0,1,26,60,0.4196428571428572
2022-07-04 10:00:00,7,0,1,27,60,0.46428571428571436
2022-07-04 11:00:00,7,0,1,28,60,0.38839285714285715
2022-07-04 12:00:00,7,0,1,28,60,0.5044642857142858
2022-07-04 13:00:00,7,0,1,29,60,0.45982142857142866
2022-07-04 14:00:00,7,0,1,31,60,0.5892857142857143
2022-07-04 15:00:00,7,0,1,30,60,0.4285714285714286
2022-07-04 16:00:00,7,0,1,30,60,0.3973214285714286
2022-07-05 08:00:00,7,0,1,30,59,0.20535714285714285
2022-07-05 09:00:00,7,0,1,32,60,0.4017857142857143
2022-07-05 10:00:00,7,0,1,31,60,0.4866071428571429
2022-07-05 11:00:00,7,0,1,32,60,0.38392857142857145
2022-07-05 12:00:00,7,0,1,32,60,0.4910714285714286
2022-07-05 13:00:00,7,0,1,29,60,0.5178571428571429
2022-07-05 14:00:00,7,0,1,28,60,0.5089285714285715
2022-07-05 15:00:00,7,0,1,27,60,0.46875000000000006
2022-07-05 16:00:00,7,0,1,27,60,0.34821428571428575
2022-07-06 08:00:00,7,0,1,27,59,0.18750000000000003
2022-07-06 09:00:00,7,0,1,28,3,0.00892857142857143
2022-07-07 08:00:00,7,0,1,25,7,0.022321428571428572
2022-07-07 09:00:00,7,0,1,27,59,0.37053571428571436
2022-07-07 10:00:00,7,0,1,27,60,0.34821428571428575
2022-07-07 11:00:00,7,0,1,28,60,0.35714285714285715
2022-07-07 12:00:00,7,0,1,30,60,0.40625
2022-07-07 13:00:00,7,0,1,30,60,0.37053571428571436
2022-07-07 14:00:00,7,0,1,31,60,0.4330357142857143
2022-07-07 15:00:00,7,0,1,30,60,0.43750000000000006
2022-07-07 16:00:00,7,0,1,30,60,0.4285714285714286
2022-07-08 08:00:00,7,0,1,28,59,0.19642857142857145
2022-07-11 08:00:00,7,0,1,29,8,0.03125
2022-07-12 08:00:00,7,0,1,27,13,0.044642857142857144
2022-07-12 09:00:00,7,0,1,28,59,0.4151785714285715
2022-07-12 10:00:00,7,0,1,28,60,0.3348214285714286
2022-07-12 11:00:00,7,0,1,28,60,0.40625
2022-07-12 12:00:00,7,0,1,28,60,0.36160714285714285
2022-07-12 13:00:00,7,0,1,28,60,0.4107142857142857
2022-07-12 14:00:00,7,0,1,28,60,0.4241071428571429
2022-07-12 15:00:00,7,0,1,29,60,0.34821428571428575
2022-07-12 16:00:00,7,0,1,27,60,0.47321428571428575
2022-07-13 08:00:00,7,0,1,23,60,0.19642857142857145
2022-07-14 09:00:00,7,0,1,26,59,0.3303571428571429
2022-07-14 10:00:00,7,0,1,26,60,0.29017857142857145
2022-07-14 11:00:00,7,0,1,26,60,0.3035714285714286
2022-07-14 12:00:00,7,0,1,25,60,0.3080357142857143
2022-07-14 13:00:00,7,0,1,25,60,0.3392857142857143
2022-07-14 14:00:00,7,0,1,23,60,0.29017857142857145
2022-07-14 15:00:00,7,0,1,24,60,0.38392857142857145
2022-07-14 16:00:00,7,0,1,23,60,0.3080357142857143
2022-07-15 08:00:00,7,0,1,24,59,0.20535714285714285
2022-07-15 09:00:00,7,0,1,23,4,0.00892857142857143
2022-07-19 09:00:00,7,0,1,30,59,0.36607142857142855
2022-07-19 10:00:00,7,0,1,32,60,0.36607142857142855
2022-07-19 11:00:00,7,0,1,31,60,0.35267857142857145
2022-07-19 12:00:00,7,0,1,30,60,0.3035714285714286
2022-07-19 13:00:00,7,0,1,29,60,0.3125
2022-07-19 14:00:00,7,0,1,29,60,0.32142857142857145
2022-07-19 15:00:00,7,0,1,28,60,0.2767857142857143
2022-07-19 16:00:00,7,0,1,27,60,0.2455357142857143
2022-07-20 08:00:00,7,0,1,33,59,0.19642857142857145
2022-07-20 09:00:00,7,0,1,33,4,0.00892857142857143
2022-07-21 08:00:00,7,0,1,29,26,0.08482142857142858
2022-07-21 09:00:00,7,0,1,32,59,0.4107142857142857
2022-07-21 10:00:00,7,0,1,32,60,0.5044642857142858
2022-07-21 11:00:00,7,0,1,32,60,0.38839285714285715
2022-07-21 12:00:00,7,0,1,32,60,0.4821428571428572
2022-07-21 13:00:00,7,0,1,33,60,0.34821428571428575
2022-07-21 14:00:00,7,0,1,31,60,0.4017857142857143
2022-07-21 15:00:00,7,0,1,31,60,0.4017857142857143
2022-07-21 16:00:00,7,0,1,30,60,0.3125
2022-07-22 08:00:00,7,0,1,29,59,0.19642857142857145
2022-07-22 09:00:00,7,0,1,28,3,0.00892857142857143
2022-07-25 08:00:00,7,0,1,31,20,0.06696428571428571
2022-07-26 08:00:00,7,0,1,25,6,0.026785714285714288
2022-07-26 09:00:00,7,0,1,26,59,0.44196428571428575
2022-07-26 10:00:00,7,0,1,26,60,0.43750000000000006
2022-07-26 11:00:00,7,0,1,25,60,0.3080357142857143
2022-07-26 12:00:00,7,0,1,25,60,0.40625
2022-07-26 13:00:00,7,0,1,27,60,0.4241071428571429
2022-07-26 14:00:00,7,0,1,30,60,0.4285714285714286
2022-07-26 15:00:00,7,0,1,30,60,0.4285714285714286
2022-07-26 16:00:00,7,0,1,29,60,0.4196428571428572
2022-07-27 08:00:00,7,0,1,31,59,0.19642857142857145
2022-07-27 09:00:00,7,0,1,32,17,0.053571428571428575
2022-07-28 08:00:00,7,0,1,30,7,0.026785714285714288
2022-07-28 09:00:00,7,0,1,32,59,0.35267857142857145
2022-07-28 10:00:00,7,0,1,32,60,0.4330357142857143
2022-07-28 11:00:00,7,0,1,34,60,0.4241071428571429
2022-07-28 12:00:00,7,0,1,33,60,0.40625
2022-07-28 13:00:00,7,0,1,34,60,0.45535714285714285
2022-07-28 14:00:00,7,0,1,35,60,0.45089285714285715
2022-07-28 15:00:00,7,0,1,34,60,0.45089285714285715
2022-07-28 16:00:00,7,0,1,33,60,0.40625
2022-07-29 08:00:00,7,0,1,31,59,0.20535714285714285
2022-07-29 09:00:00,7,0,1,31,8,0.026785714285714288
2022-08-01 08:00:00,8,0,1,34,59,0.17857142857142858
2022-08-02 08:00:00,8,0,1,34,59,0.17410714285714288
2022-08-02 09:00:00,8,0,1,36,60,0.5491071428571429
2022-08-02 10:00:00,8,0,1,37,60,0.5491071428571429
2022-08-02 11:00:00,8,0,1,38,60,0.5357142857142857
2022-08-02 12:00:00,8,0,1,39,60,0.5535714285714286
2022-08-02 13:00:00,8,0,1,38,60,0.5491071428571429
2022-08-02 14:00:00,8,0,1,37,60,0.53125
2022-08-02 15:00:00,8,0,1,37,60,0.5714285714285715
2022-08-02 16:00:00,8,0,1,37,60,0.5223214285714286
2022-08-02 17:00:00,8,0,1,36,1,0.00892857142857143
2022-08-03 08:00:00,8,0,1,34,59,0.20089285714285715
2022-08-03 09:00:00,8,0,1,34,60,0.26339285714285715
2022-08-04 08:00:00,8,0,1,26,57,0.16071428571428573
2022-08-04 09:00:00,8,0,1,26,58,0.4196428571428572
2022-08-04 10:00:00,8,0,1,27,60,0.47321428571428575
2022-08-04 11:00:00,8,0,1,26,60,0.4017857142857143
2022-08-04 12:00:00,8,0,1,26,60,0.35267857142857145
2022-08-04 13:00:00,8,0,1,26,60,0.3973214285714286
2022-08-04 14:00:00,8,0,1,27,60,0.38839285714285715
2022-08-04 15:00:00,8,0,1,26,60,0.28571428571428575
2022-08-04 16:00:00,8,0,1,24,60,0.4196428571428572
2022-08-05 08:00:00,8,0,1,24,59,0.20535714285714285
2022-08-05 09:00:00,8,0,1,24,3,0.00892857142857143
2022-08-09 08:00:00,8,0,1,33,59,0.16517857142857145
2022-08-09 09:00:00,8,0,1,35,60,0.4910714285714286
2022-08-09 10:00:00,8,0,1,36,60,0.5580357142857143
2022-08-09 11:00:00,8,0,1,36,60,0.5446428571428571
2022-08-09 12:00:00,8,0,1,37,60,0.5401785714285714
2022-08-09 13:00:00,8,0,1,36,60,0.5625
2022-08-09 14:00:00,8,0,1,36,60,0.5758928571428572
2022-08-09 15:00:00,8,0,1,36,60,0.5535714285714286
2022-08-09 16:00:00,8,0,1,35,60,0.5401785714285714
2022-08-10 08:00:00,8,0,1,34,59,0.19642857142857145
2022-08-11 09:00:00,8,1,0,34,58,0.4107142857142857
2022-08-11 10:00:00,8,1,0,34,60,0.5178571428571429
