“úŽž,ŒŽ,‹x“ú,•½“ú,ŠO‹C‰·“x,ŽºŠO‹@‰^“]ŽžŠÔ,•‰‰×—¦
2022-07-01 07:00:00,7,0,1,34,35,0.3622222222222222
2022-07-01 08:00:00,7,0,1,34,38,0.25555555555555554
2022-07-01 09:00:00,7,0,1,36,44,0.26
2022-07-01 10:00:00,7,0,1,37,51,0.2688888888888889
2022-07-01 11:00:00,7,0,1,40,54,0.34444444444444444
2022-07-01 12:00:00,7,0,1,40,50,0.38
2022-07-01 13:00:00,7,0,1,39,40,0.2822222222222222
2022-07-01 14:00:00,7,0,1,38,56,0.3644444444444444
2022-07-01 15:00:00,7,0,1,38,56,0.32666666666666666
2022-07-01 16:00:00,7,0,1,35,55,0.24888888888888888
2022-07-01 17:00:00,7,0,1,34,60,0.3288888888888889
2022-07-01 18:00:00,7,0,1,32,1,0.0044444444444444444
2022-07-02 20:00:00,7,1,0,29,29,0.12444444444444444
2022-07-02 21:00:00,7,1,0,30,41,0.26
2022-07-03 09:00:00,7,1,0,32,55,0.34888888888888886
2022-07-03 10:00:00,7,1,0,34,51,0.35555555555555557
2022-07-03 11:00:00,7,1,0,34,60,0.47333333333333333
2022-07-03 12:00:00,7,1,0,34,60,0.42
2022-07-03 13:00:00,7,1,0,33,60,0.40444444444444444
2022-07-03 14:00:00,7,1,0,33,60,0.39111111111111113
2022-07-03 15:00:00,7,1,0,33,60,0.31777777777777777
2022-07-03 16:00:00,7,1,0,32,60,0.3288888888888889
2022-07-03 17:00:00,7,1,0,30,60,0.3022222222222222
2022-07-03 18:00:00,7,1,0,30,1,0.0044444444444444444
2022-07-04 07:00:00,7,0,1,25,10,0.03111111111111111
2022-07-04 08:00:00,7,0,1,27,60,0.3422222222222222
2022-07-04 09:00:00,7,0,1,27,60,0.2977777777777778
2022-07-04 10:00:00,7,0,1,28,60,0.2777777777777778
2022-07-04 11:00:00,7,0,1,28,60,0.28444444444444444
2022-07-04 12:00:00,7,0,1,30,60,0.3066666666666667
2022-07-04 13:00:00,7,0,1,30,60,0.2822222222222222
2022-07-04 14:00:00,7,0,1,31,60,0.33555555555555555
2022-07-04 15:00:00,7,0,1,30,60,0.2866666666666667
2022-07-04 16:00:00,7,0,1,31,60,0.35111111111111115
2022-07-04 17:00:00,7,0,1,30,45,0.27555555555555555
2022-07-04 18:00:00,7,0,1,29,43,0.18888888888888888
2022-07-04 19:00:00,7,0,1,28,60,0.2866666666666667
2022-07-04 20:00:00,7,0,1,27,6,0.008888888888888889
2022-07-05 07:00:00,7,0,1,28,37,0.16666666666666666
2022-07-05 08:00:00,7,0,1,30,60,0.2088888888888889
2022-07-05 09:00:00,7,0,1,31,57,0.26666666666666666
2022-07-05 10:00:00,7,0,1,32,50,0.24444444444444444
2022-07-05 11:00:00,7,0,1,33,53,0.2866666666666667
2022-07-05 12:00:00,7,0,1,32,60,0.26666666666666666
2022-07-05 13:00:00,7,0,1,28,48,0.25555555555555554
2022-07-05 14:00:00,7,0,1,29,51,0.24666666666666665
2022-07-05 15:00:00,7,0,1,28,60,0.22
2022-07-05 16:00:00,7,0,1,26,33,0.12444444444444444
2022-07-05 17:00:00,7,0,1,27,59,0.24444444444444444
2022-07-05 18:00:00,7,0,1,25,16,0.035555555555555556
2022-07-06 07:00:00,7,0,1,27,28,0.2177777777777778
2022-07-06 08:00:00,7,0,1,29,60,0.2511111111111111
2022-07-06 09:00:00,7,0,1,29,60,0.24888888888888888
2022-07-06 10:00:00,7,0,1,31,60,0.29333333333333333
2022-07-06 11:00:00,7,0,1,32,60,0.2511111111111111
2022-07-06 12:00:00,7,0,1,33,60,0.35555555555555557
2022-07-06 13:00:00,7,0,1,31,60,0.2711111111111111
2022-07-06 14:00:00,7,0,1,29,60,0.3044444444444444
2022-07-06 15:00:00,7,0,1,32,60,0.2777777777777778
2022-07-06 16:00:00,7,0,1,30,60,0.2777777777777778
2022-07-06 17:00:00,7,0,1,27,60,0.2822222222222222
2022-07-07 07:00:00,7,0,1,25,6,0.02
2022-07-07 08:00:00,7,0,1,27,60,0.3288888888888889
2022-07-07 09:00:00,7,0,1,26,42,0.18666666666666668
2022-07-07 10:00:00,7,0,1,29,60,0.5377777777777778
2022-07-07 11:00:00,7,0,1,30,60,0.5
2022-07-07 12:00:00,7,0,1,29,42,0.18666666666666668
2022-07-07 13:00:00,7,0,1,30,46,0.16444444444444445
2022-07-07 14:00:00,7,0,1,31,55,0.22444444444444445
2022-07-07 15:00:00,7,0,1,30,29,0.1622222222222222
2022-07-07 16:00:00,7,0,1,30,60,0.2288888888888889
2022-07-07 17:00:00,7,0,1,28,46,0.15777777777777777
2022-07-08 08:00:00,7,0,1,29,45,0.1622222222222222
2022-07-08 09:00:00,7,0,1,30,60,0.22
2022-07-08 10:00:00,7,0,1,30,60,0.2866666666666667
2022-07-08 11:00:00,7,0,1,30,60,0.29555555555555557
2022-07-08 12:00:00,7,0,1,31,56,0.2088888888888889
2022-07-08 13:00:00,7,0,1,31,53,0.2088888888888889
2022-07-08 14:00:00,7,0,1,31,44,0.17555555555555558
2022-07-08 15:00:00,7,0,1,33,60,0.32222222222222224
2022-07-08 16:00:00,7,0,1,30,42,0.16
2022-07-08 17:00:00,7,0,1,30,39,0.23555555555555555
2022-07-10 10:00:00,7,1,0,31,60,0.2577777777777778
2022-07-10 11:00:00,7,1,0,31,60,0.2711111111111111
2022-07-10 12:00:00,7,1,0,32,60,0.23111111111111113
2022-07-10 13:00:00,7,1,0,33,60,0.2288888888888889
2022-07-10 14:00:00,7,1,0,33,60,0.2711111111111111
2022-07-10 15:00:00,7,1,0,32,60,0.2111111111111111
2022-07-10 16:00:00,7,1,0,31,60,0.20444444444444443
2022-07-10 17:00:00,7,1,0,30,60,0.24444444444444444
2022-07-10 20:00:00,7,1,0,28,33,0.14666666666666667
2022-07-10 21:00:00,7,1,0,28,60,0.2977777777777778
2022-07-10 22:00:00,7,1,0,26,2,0.0022222222222222222
2022-07-11 07:00:00,7,0,1,29,34,0.18888888888888888
2022-07-11 08:00:00,7,0,1,30,60,0.31333333333333335
2022-07-11 09:00:00,7,0,1,30,39,0.1688888888888889
2022-07-11 10:00:00,7,0,1,31,60,0.26666666666666666
2022-07-11 11:00:00,7,0,1,33,60,0.2866666666666667
2022-07-11 12:00:00,7,0,1,33,60,0.29333333333333333
2022-07-11 13:00:00,7,0,1,35,59,0.28888888888888886
2022-07-11 14:00:00,7,0,1,35,58,0.25333333333333335
2022-07-11 15:00:00,7,0,1,34,60,0.22666666666666666
2022-07-11 16:00:00,7,0,1,32,60,0.18888888888888888
2022-07-11 17:00:00,7,0,1,31,43,0.17777777777777778
2022-07-12 07:00:00,7,0,1,28,44,0.20444444444444443
2022-07-12 08:00:00,7,0,1,28,60,0.23111111111111113
2022-07-12 09:00:00,7,0,1,29,39,0.19555555555555557
2022-07-12 10:00:00,7,0,1,29,47,0.13999999999999999
2022-07-12 11:00:00,7,0,1,29,41,0.15555555555555556
2022-07-12 12:00:00,7,0,1,29,38,0.1111111111111111
2022-07-12 13:00:00,7,0,1,29,37,0.19333333333333333
2022-07-12 14:00:00,7,0,1,28,43,0.13555555555555554
2022-07-12 15:00:00,7,0,1,30,58,0.21555555555555553
2022-07-12 16:00:00,7,0,1,25,50,0.2688888888888889
2022-07-12 17:00:00,7,0,1,26,41,0.15777777777777777
2022-07-13 07:00:00,7,0,1,23,45,0.2088888888888889
2022-07-13 08:00:00,7,0,1,24,56,0.24666666666666665
2022-07-13 09:00:00,7,0,1,24,37,0.14222222222222222
2022-07-13 10:00:00,7,0,1,26,60,0.2288888888888889
2022-07-13 11:00:00,7,0,1,25,60,0.26666666666666666
2022-07-13 12:00:00,7,0,1,24,45,0.1288888888888889
2022-07-13 13:00:00,7,0,1,25,60,0.24666666666666665
2022-07-13 14:00:00,7,0,1,24,42,0.24000000000000002
2022-07-13 15:00:00,7,0,1,25,30,0.1088888888888889
2022-07-13 16:00:00,7,0,1,26,60,0.20222222222222222
2022-07-13 17:00:00,7,0,1,25,57,0.2066666666666667
2022-07-14 07:00:00,7,0,1,24,28,0.1688888888888889
2022-07-14 08:00:00,7,0,1,26,51,0.19555555555555557
2022-07-14 09:00:00,7,0,1,26,41,0.10222222222222221
2022-07-14 10:00:00,7,0,1,29,60,0.18666666666666668
2022-07-14 11:00:00,7,0,1,28,37,0.18
2022-07-14 12:00:00,7,0,1,26,55,0.23333333333333334
2022-07-14 13:00:00,7,0,1,25,56,0.1822222222222222
2022-07-14 14:00:00,7,0,1,24,45,0.20444444444444443
2022-07-14 15:00:00,7,0,1,24,46,0.14444444444444443
2022-07-14 16:00:00,7,0,1,24,58,0.19555555555555557
2022-07-14 17:00:00,7,0,1,23,60,0.2
2022-07-15 07:00:00,7,0,1,24,47,0.2088888888888889
2022-07-15 08:00:00,7,0,1,25,56,0.14444444444444443
2022-07-15 09:00:00,7,0,1,23,33,0.08
2022-07-15 10:00:00,7,0,1,24,46,0.18888888888888888
2022-07-15 11:00:00,7,0,1,27,60,0.2288888888888889
2022-07-15 12:00:00,7,0,1,27,41,0.22666666666666666
2022-07-15 13:00:00,7,0,1,25,60,0.29555555555555557
2022-07-15 14:00:00,7,0,1,26,60,0.24000000000000002
2022-07-15 15:00:00,7,0,1,24,50,0.20444444444444443
2022-07-15 16:00:00,7,0,1,24,34,0.14666666666666667
2022-07-15 17:00:00,7,0,1,23,30,0.11555555555555556
2022-07-16 07:00:00,7,1,0,22,54,0.13999999999999999
2022-07-16 08:00:00,7,1,0,22,12,0.035555555555555556
2022-07-16 10:00:00,7,1,0,24,47,0.13999999999999999
2022-07-16 11:00:00,7,1,0,24,24,0.07333333333333333
2022-07-17 10:00:00,7,1,0,29,27,0.08
2022-07-18 09:00:00,7,1,0,30,31,0.16
2022-07-18 10:00:00,7,1,0,31,60,0.23111111111111113
2022-07-18 11:00:00,7,1,0,32,37,0.18666666666666668
2022-07-18 12:00:00,7,1,0,33,60,0.2222222222222222
2022-07-18 13:00:00,7,1,0,34,60,0.3333333333333333
2022-07-18 14:00:00,7,1,0,34,47,0.2
2022-07-18 15:00:00,7,1,0,33,42,0.13999999999999999
2022-07-18 16:00:00,7,1,0,32,43,0.1822222222222222
2022-07-18 17:00:00,7,1,0,31,43,0.1111111111111111
2022-07-19 07:00:00,7,0,1,29,47,0.35555555555555557
2022-07-19 08:00:00,7,0,1,29,60,0.2577777777777778
2022-07-19 09:00:00,7,0,1,30,43,0.17333333333333334
2022-07-19 10:00:00,7,0,1,32,60,0.29555555555555557
2022-07-19 11:00:00,7,0,1,30,52,0.2177777777777778
2022-07-19 12:00:00,7,0,1,32,53,0.3422222222222222
2022-07-19 13:00:00,7,0,1,30,36,0.15333333333333335
2022-07-19 14:00:00,7,0,1,29,41,0.22666666666666666
2022-07-19 15:00:00,7,0,1,28,27,0.16
2022-07-19 16:00:00,7,0,1,28,60,0.27555555555555555
2022-07-19 17:00:00,7,0,1,27,26,0.12444444444444444
2022-07-19 18:00:00,7,0,1,27,7,0.006666666666666666
2022-07-20 07:00:00,7,0,1,29,22,0.1622222222222222
2022-07-20 08:00:00,7,0,1,32,24,0.06888888888888889
2022-07-20 09:00:00,7,0,1,32,22,0.05777777777777778
2022-07-20 10:00:00,7,0,1,34,45,0.19777777777777777
2022-07-20 11:00:00,7,0,1,35,60,0.3066666666666667
2022-07-20 12:00:00,7,0,1,34,53,0.2
2022-07-20 13:00:00,7,0,1,35,53,0.19555555555555557
2022-07-20 14:00:00,7,0,1,34,40,0.2222222222222222
2022-07-20 15:00:00,7,0,1,35,48,0.2288888888888889
2022-07-20 16:00:00,7,0,1,33,48,0.22666666666666666
2022-07-20 17:00:00,7,0,1,34,60,0.33111111111111113
2022-07-20 19:00:00,7,0,1,32,43,0.20222222222222222
2022-07-20 20:00:00,7,0,1,30,36,0.13555555555555554
2022-07-20 21:00:00,7,0,1,29,60,0.16666666666666666
2022-07-20 22:00:00,7,0,1,30,1,0.0022222222222222222
2022-07-21 07:00:00,7,0,1,28,51,0.3
2022-07-21 08:00:00,7,0,1,31,60,0.24666666666666665
2022-07-21 09:00:00,7,0,1,30,57,0.16666666666666666
2022-07-21 10:00:00,7,0,1,31,60,0.2733333333333334
