,“ú•Ê
0,210.11
1,16.75
2,77.29
3,52.91
4,122.46
7,69.05
14,69.12
17,154.22
18,119.32
30,67.85
34,6.57
35,183.11
38,7.84
40,495.39
42,280.09
47,10.56
50,12.95
57,0.79
66,67.28
81,16.99
82,16.49
83,9.55
86,49.74
87,64.36
89,25.16
95,53.95
99,38.82
101,23.75
104,6.94
105,17.64
106,14.99
108,2.88
110,5.96
111,6.85
113,678.95
116,8.55
117,38.15
121,37.8
126,2.55
129,6.95
133,29.7
134,7.13
138,46.94
139,38.37
144,12.73
148,19.46
151,11.27
159,8.95
160,31.09
164,115.32
167,32.03
168,18.11
176,7.23
178,16.13
181,5.35
185,68.35
186,18.18
195,103.08
196,5.59
201,136.3
202,12.81
203,55.31
210,9.64
214,57.13
215,125.05
220,25.25
226,4.08
228,14.47
229,29.29
230,25.08
236,5.59
237,204.63
242,119.42
243,5.91
251,49.79
253,112.91
255,30.01
256,88.72
264,0.03
268,102.81
270,185.66
274,687.82
279,58.5
281,58.68
282,0.81
283,316.96
284,88.35
285,66.9
288,41.81
290,28.91
292,66.33
296,32.6
305,385.75
306,158.56
309,265.77
316,15.77
318,43.83
322,455.0
323,350.74
326,27.0
327,68.19
329,650.24
331,72.57
334,69.85
335,50.15
341,82.26
347,81.17
354,108.22
359,121.71
362,47.54
364,93.62
