,“ú•Ê
0,30.85
4,219.19
8,4.2
13,141.19
14,117.5
19,110.25
22,153.08
33,266.9
39,639.22
40,508.25
41,39.83
43,51.08
45,54.6
47,17.04
49,9.67
50,30.91
51,44.06
53,10.92
56,7.92
58,139.23
62,50.4
68,9.71
71,14.98
73,382.04
74,26.82
75,13.02
81,10.88
85,14.09
89,31.91
93,43.48
95,35.12
96,21.96
108,9.95
115,43.53
116,18.07
117,19.55
119,15.48
128,28.35
132,8.2
135,39.41
137,0.7
142,22.44
143,30.7
151,7.54
152,14.1
153,18.54
157,95.63
161,53.92
162,0.77
165,8.63
166,6.45
167,54.48
169,8.74
176,17.61
177,28.83
180,22.6
181,24.14
183,92.17
184,67.54
188,53.86
197,5.29
198,1.14
202,82.82
203,66.65
208,28.64
210,45.73
212,275.63
213,147.7
218,10.52
219,38.83
222,151.88
229,34.47
233,56.02
239,73.51
247,45.25
250,69.91
258,199.56
261,1.86
264,36.71
268,108.29
269,17.09
275,700.19
277,194.93
281,38.58
287,67.69
305,617.61
311,78.79
312,377.28
315,57.96
317,21.55
318,47.78
319,437.83
320,466.49
321,58.52
324,8.95
327,73.03
329,140.72
332,61.42
333,253.64
335,2.79
336,71.52
339,10.79
341,379.66
342,38.41
344,133.39
346,54.98
349,29.04
351,440.72
353,55.63
362,70.53
364,58.56
