,“ú•Ê
0,22.42
1,45.98
2,29.01
3,9.27
4,173.1
5,15.52
6,27.55
7,5.54
9,5.26
10,16.39
11,3.49
13,52.79
14,15.91
15,16.07
16,50.9
17,83.22
18,56.57
19,6.82
20,11.28
21,63.35
22,46.19
24,88.45
25,38.34
27,61.39
30,34.72
31,50.33
32,72.59
34,40.24
36,59.66
38,77.49
39,155.77
40,84.89
41,8.67
42,23.06
43,11.24
44,42.54
45,8.69
46,6.25
48,24.08
49,15.04
50,9.66
51,54.53
55,9.0
56,12.58
58,3.15
59,41.03
60,18.61
62,30.86
64,11.55
65,49.15
66,23.19
68,7.07
69,0.81
71,3.38
72,39.28
73,70.33
75,1.86
76,5.26
78,3.1
79,45.76
82,3.63
83,10.05
84,6.69
85,0.38
87,73.61
89,23.07
90,10.04
91,18.71
92,5.73
93,43.09
94,70.75
97,0.95
98,15.83
99,17.08
100,479.75
101,30.86
102,5.07
103,41.42
105,6.66
106,2.17
107,301.72
109,8.0
110,1.68
111,6.77
112,28.16
114,4.39
115,19.61
116,9.42
117,17.01
120,0.53
121,7.02
122,62.08
123,11.22
124,1.29
125,13.65
126,9.85
128,25.76
129,25.98
131,22.68
132,0.39
134,17.23
136,37.85
137,7.27
138,9.6
140,8.02
141,7.78
144,2.67
145,10.93
146,9.22
150,691.2
152,11.28
153,7.53
156,79.15
157,50.56
158,23.96
159,7.56
160,12.81
161,25.33
162,3.29
164,27.17
165,2.11
167,15.14
168,1.01
170,261.45
171,29.04
172,248.7
174,2.78
175,16.48
177,0.93
180,12.83
181,4.01
182,4.55
184,31.06
187,3.75
188,15.15
190,1.16
191,31.26
192,223.3
193,4.84
194,1.91
195,45.6
198,21.49
199,142.01
202,17.37
203,27.65
204,80.09
205,96.94
206,83.21
207,29.33
208,91.79
209,17.93
210,4.45
211,36.41
213,27.56
214,39.97
215,72.07
219,57.93
220,36.17
223,36.29
224,10.78
225,1.63
228,23.58
229,1.71
230,1.8
231,54.15
232,54.61
235,9.35
236,0.35
237,71.65
240,350.81
244,60.33
245,60.84
247,49.12
248,151.21
249,42.25
250,43.71
254,148.58
255,0.41
256,39.64
260,58.48
262,41.67
263,50.75
264,47.56
265,69.21
267,80.48
268,49.73
269,228.61
270,101.26
271,55.12
277,38.32
279,49.02
280,49.67
282,6.63
283,209.08
284,12.15
285,17.68
286,256.16
288,36.27
289,423.69
293,9.32
295,80.18
296,2.47
297,10.86
298,258.06
299,13.94
301,213.53
302,42.6
303,281.38
305,328.05
306,41.08
307,50.31
309,83.34
310,182.95
311,2.76
313,8.97
314,28.19
315,43.87
316,37.75
317,6.12
319,345.45
320,100.97
321,100.65
322,71.2
323,48.21
326,1.01
328,6.05
330,171.77
331,46.27
332,44.75
333,201.27
334,20.77
335,21.23
337,22.19
339,76.47
340,98.86
341,98.2
342,11.98
343,103.97
344,81.69
346,26.69
347,34.04
348,56.8
349,25.76
350,48.59
351,242.77
352,14.53
353,1.63
355,201.35
356,26.7
357,52.19
358,98.5
360,4.33
363,3.43
364,23.21
