,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,36.39,14.74
1,3.52,17.36
3,284.51,203.77
6,5.36,9.06
7,21.78,28.51
8,8.92,18.8
10,28.72,6.79
11,14.26,3.49
12,54.32,39.33
14,3.28,8.22
15,4.87,2.77
18,2.78,6.32
19,1.84,6.22
20,0.9,0.3
22,597.93,420.26
23,25.44,36.87
25,18.54,11.04
29,19.09,5.02
30,28.49,34.64
31,49.39,18.01
32,1.45,5.26
33,3.95,5.03
34,3.35,6.73
35,0.02,1.38
36,14.98,12.66
37,12.76,30.22
38,28.49,1.01
41,3.85,10.65
42,12.01,19.32
43,2.26,2.98
44,300.95,179.72
46,0.51,8.76
48,30.02,24.41
50,13.05,20.43
51,0.23,12.91
52,36.94,13.11
53,2.76,10.19
54,4.84,6.57
55,10.03,11.36
56,5.89,3.59
58,17.82,29.15
59,481.32,327.0
61,2.32,3.26
63,3.88,1.29
64,6.32,0.23
65,428.35,295.31
67,2.97,2.86
69,0.25,4.29
70,20.53,15.07
71,17.3,0.43
74,14.8,3.08
75,5.13,1.19
77,11.25,0.23
78,6.73,3.52
82,15.01,12.5
83,1.04,3.6
85,12.96,13.86
86,442.62,323.81
89,9.38,8.42
91,9.95,6.0
92,5.38,8.33
94,4.68,6.76
95,8.63,5.51
98,24.61,21.06
99,12.38,6.11
100,55.12,22.9
102,0.93,12.44
105,18.69,16.77
106,24.51,23.22
107,4.3,23.06
108,6.02,21.53
109,30.87,28.99
110,9.72,3.38
111,6.46,9.49
112,7.13,9.36
113,11.1,10.01
114,46.08,27.84
116,37.96,17.1
117,3.23,3.51
119,1.17,3.52
120,9.82,6.06
121,5.26,10.86
122,195.73,129.47
123,27.64,28.93
124,4.72,6.79
125,6.73,9.92
126,8.52,6.28
127,29.1,14.73
129,107.34,75.11
130,383.79,286.25
131,14.89,10.82
132,7.44,13.24
135,14.48,6.91
138,64.28,18.45
139,5.48,11.31
140,13.45,18.7
141,5.14,4.87
142,1.61,3.73
143,1.96,27.56
144,413.72,300.66
145,9.6,10.72
148,22.87,18.88
150,39.09,0.66
151,1.59,15.76
152,16.12,18.16
153,12.17,13.78
154,10.8,8.77
155,18.3,16.13
156,0.81,1.46
157,0.02,8.27
158,7.63,14.05
159,18.47,15.03
160,11.43,4.75
163,3.28,2.79
165,16.98,3.74
167,1.39,0.03
168,4.47,0.74
169,15.0,14.78
170,3.28,2.47
171,19.8,1.65
172,27.45,11.92
174,5.36,5.54
175,8.21,13.95
178,18.22,27.3
179,32.4,3.37
180,8.42,9.74
181,3.62,9.07
182,16.28,16.95
183,23.62,25.46
185,18.47,1.46
