,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
2,17.35,24.0,24.23
5,6.11,4.0,4.45
10,-2.2,4.0,2.63
12,20.34,4.0,2.36
13,13.59,21.0,20.29
17,4.81,4.0,6.82
21,35.81,48.0,42.37
25,17.65,4.0,5.14
27,28.41,47.0,32.92
31,4.22,4.0,-0.21
37,43.23,36.0,43.75
38,22.26,4.0,8.88
39,52.31,43.0,43.76
45,11.42,4.0,6.59
46,65.6,94.0,56.69
47,57.53,43.0,47.03
50,62.38,62.0,48.12
54,65.81,78.0,54.2
56,43.22,34.0,40.42
59,35.73,4.0,18.16
61,49.37,50.0,49.01
65,50.69,44.0,53.76
66,22.52,4.0,6.18
68,88.49,74.0,79.9
77,65.72,56.0,52.4
78,50.73,68.0,64.12
79,47.72,40.0,48.48
83,58.68,63.0,59.11
85,68.33,67.0,64.63
91,58.49,53.0,62.15
92,55.97,50.0,60.69
94,4.06,4.0,4.78
100,72.84,95.0,92.06
103,94.57,97.0,98.58
105,123.33,96.0,122.72
107,98.23,102.0,119.46
108,51.8,17.0,31.23
110,158.72,144.0,156.99
111,163.12,154.0,160.62
112,134.7,108.0,145.01
118,170.71,172.0,171.78
123,184.95,207.0,184.22
127,164.82,189.0,171.68
138,68.79,84.0,77.53
139,162.61,173.0,154.58
145,135.4,139.0,140.34
146,178.72,173.0,178.14
154,49.65,45.0,58.58
155,48.93,45.0,52.19
158,38.35,41.0,49.7
159,38.75,47.0,42.85
160,53.0,43.0,43.55
161,64.21,48.0,60.72
164,11.15,30.0,14.97
167,87.38,76.0,82.56
168,65.34,59.0,53.68
169,57.4,56.0,57.49
171,31.67,8.0,18.9
175,113.5,102.0,113.05
176,101.49,86.0,122.9
182,90.03,70.0,92.54
183,66.27,42.0,77.67
186,78.65,80.0,84.57
189,58.59,54.0,56.43
195,30.13,43.0,38.7
196,47.95,57.0,50.46
198,53.76,43.0,45.14
205,34.22,26.0,35.41
206,13.42,17.0,16.93
208,27.54,39.0,23.87
215,36.69,38.0,39.1
218,39.33,49.0,36.36
220,5.83,10.0,7.51
221,29.3,42.0,41.82
226,23.15,23.0,29.69
230,19.86,36.0,30.42
233,16.36,30.0,20.72
236,17.11,15.0,18.09
238,18.38,26.0,30.68
239,29.94,19.0,19.54
243,11.4,20.0,20.87
246,16.2,24.0,23.86
261,2.87,6.0,10.39
262,3.59,4.0,1.28
279,42.25,57.0,49.97
286,37.77,43.0,50.78
287,23.89,32.0,40.14
289,7.91,62.0,44.54
296,5.4,24.0,28.53
297,-0.39,4.0,7.52
303,7.2,33.0,34.04
304,-3.26,4.0,2.54
306,26.2,33.0,41.89
308,35.53,29.0,25.84
311,-2.82,4.0,1.84
314,23.21,31.0,38.94
316,50.35,33.0,25.73
322,29.73,48.0,45.22
327,51.1,39.0,42.05
331,13.46,22.0,17.12
333,33.15,4.0,6.18
337,4.7,5.0,-0.77
342,14.61,4.0,4.45
343,23.56,5.0,7.04
344,22.05,4.0,4.35
347,26.58,4.0,0.37
357,20.09,4.0,6.0
362,16.31,4.0,5.66
363,17.99,15.0,13.7
364,32.01,19.0,23.94
