,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,9.98,38.95
2,9.27,5.8
3,17.1,4.19
4,5.94,1.07
7,6.74,3.3
9,61.08,2.37
10,12.75,25.74
11,6.77,4.16
12,21.32,1.41
13,0.76,9.26
14,6.47,1.78
15,0.52,10.42
16,77.84,57.35
17,107.63,40.18
18,20.92,21.46
20,29.91,19.24
21,220.76,99.55
22,193.42,81.57
24,13.58,9.68
25,23.73,18.02
26,18.86,4.26
27,0.01,7.15
28,6.44,16.29
29,3.05,0.65
31,479.88,216.54
33,6.62,3.52
34,3.03,0.32
35,10.43,12.34
36,5.5,4.65
38,19.55,7.08
39,5.51,3.25
41,5.71,2.09
42,8.03,5.4
43,6.79,3.1
45,10.95,18.17
46,20.38,10.55
47,26.95,25.2
49,2.73,0.66
52,1.33,2.86
54,8.26,7.24
55,12.7,6.91
56,15.16,13.62
57,11.5,5.6
58,8.62,12.47
59,14.43,2.23
60,3.7,3.19
62,3.32,8.97
63,18.74,9.31
64,11.25,0.67
65,16.14,2.91
66,36.68,40.64
67,6.78,3.3
69,8.97,4.49
72,30.53,22.57
73,16.96,7.97
74,12.8,1.01
76,5.14,4.17
77,7.6,11.22
78,5.38,13.99
79,0.17,13.91
80,3.98,43.91
81,2.48,10.23
82,17.53,12.33
84,46.44,3.22
85,113.33,15.03
87,30.55,12.13
88,5.19,0.51
89,12.39,11.56
90,6.34,8.18
91,2.05,14.26
92,8.53,7.26
93,13.53,0.69
94,155.27,63.9
95,6.26,6.95
97,4.1,1.31
98,2.91,0.28
99,24.12,26.75
100,0.97,3.48
101,27.4,13.03
102,1.46,4.11
103,9.25,2.46
104,6.29,5.35
106,4.43,2.23
108,9.5,1.2
111,7.79,4.91
113,6.17,6.96
114,6.42,8.2
116,5.28,4.69
117,3.45,7.91
119,2.77,0.22
120,3.05,2.77
121,22.99,10.91
123,0.71,1.08
125,2.85,2.39
131,5.5,5.04
133,29.21,5.32
134,9.73,5.32
135,25.31,13.89
136,38.43,0.79
141,9.16,5.58
142,0.14,3.1
143,6.87,19.62
144,106.26,35.47
145,15.61,9.4
147,3.09,3.78
150,14.7,1.07
151,101.24,76.67
152,18.43,14.14
153,16.56,11.42
154,3.92,0.4
155,52.94,47.02
156,2.89,3.92
158,22.22,16.28
159,2.65,3.88
160,4.1,1.25
161,1.05,2.36
162,0.28,4.73
163,0.05,1.34
166,8.29,0.36
167,3.95,6.18
169,8.04,7.88
170,4.81,0.81
171,8.54,1.45
172,4.22,0.14
173,2.86,1.9
176,1.22,2.28
177,5.16,1.55
179,11.32,4.37
180,6.48,4.72
182,0.11,2.96
183,7.09,6.58
184,9.92,5.24
185,4.84,3.46
186,36.05,52.35
188,6.91,6.0
189,10.12,16.07
190,30.16,25.33
192,10.74,1.46
193,4.32,16.66
196,2.03,2.57
199,5.04,2.65
202,11.91,10.73
205,3.44,3.38
206,37.68,38.3
207,33.03,26.99
208,16.95,14.19
209,5.5,6.67
210,13.62,11.85
211,29.21,29.87
214,9.2,0.84
215,8.22,4.89
216,6.52,4.13
217,1.56,2.31
218,8.17,6.1
219,0.11,1.18
222,18.91,14.85
223,3.85,2.21
224,5.59,9.43
225,1.85,3.42
226,7.48,5.01
227,52.72,21.29
228,100.94,34.62
230,8.52,10.5
231,3.36,5.37
234,65.83,21.59
235,58.33,20.88
236,0.01,2.2
237,8.56,5.22
240,3.08,0.12
242,51.12,1.02
244,1.58,1.13
245,0.58,0.77
247,0.18,1.22
