,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
2,4.97,3.0,2.12
3,3.83,4.0,3.58
6,18.91,13.0,16.24
8,10.35,11.0,11.19
12,20.06,14.0,15.32
16,3.56,7.0,2.68
21,12.04,3.0,4.47
24,5.28,11.0,12.58
28,20.1,22.0,22.83
40,39.57,60.0,39.94
53,35.95,40.0,36.08
54,32.73,42.0,32.63
56,44.16,59.0,47.37
58,31.94,32.0,44.18
63,18.35,20.0,20.2
65,5.92,14.0,10.7
68,18.69,16.0,23.38
70,10.84,12.0,10.16
71,12.13,15.0,15.49
73,12.92,10.0,9.21
78,8.37,9.0,9.19
83,18.35,16.0,22.22
84,4.46,3.0,3.24
86,6.8,6.0,4.42
87,6.67,11.0,13.88
91,11.52,13.0,16.16
93,24.34,30.0,32.15
94,24.25,6.0,18.29
98,46.79,47.0,45.46
103,44.17,51.0,48.17
104,47.47,49.0,46.27
110,49.94,46.0,48.78
111,42.69,45.0,40.41
114,33.54,34.0,28.73
115,21.42,30.0,24.1
116,35.42,44.0,33.49
117,38.54,38.0,38.15
118,43.78,45.0,42.69
120,49.4,46.0,48.38
123,36.75,44.0,39.25
128,10.87,11.0,14.49
133,16.8,10.0,16.68
134,11.1,10.0,12.97
152,31.98,23.0,32.56
153,31.1,22.0,31.37
154,32.56,25.0,31.83
159,47.03,46.0,45.87
160,47.17,46.0,47.43
170,43.53,44.0,44.74
174,36.12,38.0,37.56
177,34.05,34.0,34.81
178,20.83,30.0,30.33
181,32.92,35.0,34.15
184,30.2,36.0,34.15
185,24.44,30.0,34.15
188,31.81,30.0,30.11
189,36.32,27.0,39.19
190,30.78,22.0,33.3
197,31.78,45.0,28.38
198,45.18,54.0,45.62
199,24.55,25.0,19.05
200,27.72,14.0,16.77
204,45.45,49.0,46.95
205,46.47,50.0,47.4
209,49.21,54.0,48.04
211,32.96,45.0,30.22
226,59.27,63.0,56.52
227,30.12,13.0,20.68
230,54.65,47.0,53.67
233,37.03,35.0,37.42
235,17.83,8.0,16.04
238,56.61,51.0,46.02
239,57.29,51.0,56.23
243,52.54,55.0,51.06
245,40.57,41.0,38.21
