,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,9.58,9.0,8.95
4,9.78,11.0,9.04
5,11.18,12.0,11.53
7,11.2,12.0,12.52
8,10.14,11.0,9.83
10,7.77,7.0,6.51
11,15.14,16.0,15.39
12,14.9,14.0,13.61
13,13.29,14.0,15.37
14,18.64,15.0,19.15
15,15.4,18.0,19.51
16,5.76,7.0,3.43
17,8.82,3.0,5.96
18,29.91,25.0,30.36
20,18.93,24.0,21.68
23,13.67,10.0,9.75
24,9.5,11.0,12.22
25,23.45,20.0,23.26
26,16.38,14.0,16.23
27,19.94,21.0,22.07
28,23.69,22.0,22.69
29,17.43,16.0,16.19
30,6.14,7.0,3.74
31,13.98,3.0,10.73
32,39.25,40.0,39.27
33,41.88,42.0,42.22
34,45.97,46.0,46.59
36,43.71,46.0,43.67
39,29.11,27.0,29.9
40,48.58,60.0,48.13
41,47.88,44.0,46.58
42,36.72,35.0,34.28
44,19.58,21.0,20.91
45,18.8,19.0,21.04
47,30.47,23.0,30.29
48,37.67,37.0,35.81
49,35.74,39.0,37.36
50,36.53,41.0,37.58
51,23.41,24.0,25.14
52,24.22,25.0,25.38
53,38.55,40.0,38.39
54,39.08,42.0,38.87
56,50.52,59.0,50.41
57,54.42,49.0,52.69
59,25.84,24.0,25.73
60,46.5,46.0,46.62
61,39.04,38.0,40.32
64,12.24,14.0,13.31
65,8.19,14.0,11.81
67,13.14,13.0,12.28
68,14.34,16.0,16.44
71,15.07,15.0,14.72
72,15.9,11.0,15.21
73,12.34,10.0,9.32
74,11.66,13.0,12.49
75,9.08,11.0,8.5
76,10.02,11.0,10.35
77,11.75,11.0,10.75
78,8.76,9.0,7.96
83,15.25,16.0,16.61
84,5.0,3.0,5.34
86,8.09,6.0,7.03
87,11.12,11.0,11.95
89,15.76,15.0,15.72
91,11.7,13.0,12.77
94,17.04,6.0,13.98
95,35.94,41.0,35.76
96,33.6,29.0,33.85
97,46.61,48.0,45.73
98,43.59,47.0,45.02
99,40.11,30.0,40.23
100,29.92,32.0,27.18
102,35.15,37.0,35.64
104,45.35,49.0,46.3
105,43.81,49.0,44.28
106,49.31,47.0,49.98
108,28.85,31.0,28.65
109,51.39,54.0,52.4
110,49.93,46.0,49.71
111,44.13,45.0,45.6
113,48.73,51.0,48.22
114,28.16,34.0,29.64
115,23.3,30.0,26.39
116,41.85,44.0,40.88
119,46.64,46.0,45.72
120,46.1,46.0,46.84
122,31.08,37.0,31.26
123,43.48,44.0,41.71
124,10.57,12.0,11.03
125,11.07,12.0,11.03
127,13.38,12.0,14.37
128,11.74,11.0,11.05
129,7.33,8.0,6.95
131,15.01,13.0,14.48
132,12.51,8.0,8.29
136,8.26,12.0,11.1
137,4.95,3.0,5.59
138,4.93,3.0,5.43
139,9.86,11.0,9.71
140,13.6,13.0,13.16
141,15.09,16.0,14.92
142,16.99,17.0,16.54
143,9.81,6.0,7.28
145,10.16,13.0,12.41
146,11.73,12.0,12.56
147,17.55,17.0,17.21
148,21.26,19.0,23.17
149,22.2,19.0,24.74
152,26.33,23.0,24.09
153,25.16,22.0,27.13
155,40.66,25.0,39.97
156,45.39,42.0,44.47
157,27.0,36.0,30.47
158,26.72,33.0,25.59
159,47.74,46.0,45.54
161,47.62,49.0,48.41
163,50.07,49.0,49.66
164,30.6,34.0,35.41
165,29.28,32.0,28.49
166,32.18,33.0,32.84
167,42.57,42.0,42.0
168,42.17,45.0,43.49
169,41.01,45.0,40.31
170,44.67,44.0,44.38
171,27.49,35.0,34.71
172,32.42,32.0,30.65
173,41.16,43.0,41.46
175,39.04,40.0,38.58
176,37.67,36.0,36.94
177,33.81,34.0,34.8
179,20.33,26.0,22.27
183,41.54,41.0,42.38
186,7.28,10.0,4.57
187,32.75,31.0,36.4
191,22.89,20.0,22.87
193,12.87,14.0,19.65
195,39.93,43.0,42.53
196,51.34,52.0,49.48
197,38.33,45.0,36.34
200,18.41,14.0,12.97
201,20.41,13.0,13.63
202,44.72,51.0,45.53
204,44.06,49.0,45.95
205,44.94,50.0,46.53
207,22.44,19.0,26.26
209,52.7,54.0,50.01
210,50.77,59.0,50.07
211,36.69,45.0,39.07
212,36.79,44.0,36.99
213,9.47,9.0,6.76
216,46.7,50.0,46.31
218,56.57,61.0,54.23
219,57.73,59.0,56.5
220,19.66,12.0,22.15
221,22.57,18.0,24.16
222,59.96,73.0,58.54
223,37.77,36.0,37.32
225,48.11,48.0,49.93
226,61.38,63.0,59.46
229,48.85,46.0,48.87
230,51.17,47.0,51.76
231,52.19,52.0,52.08
232,51.22,49.0,52.38
234,15.22,7.0,11.51
236,40.22,37.0,38.58
237,49.73,47.0,49.09
238,52.98,51.0,51.37
239,58.03,51.0,57.59
240,51.47,51.0,51.14
241,24.36,15.0,26.33
242,24.05,14.0,16.02
245,43.13,41.0,41.07
246,51.92,46.0,52.56
