,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
6,17.61,13.0,16.75
8,9.02,11.0,12.36
9,6.05,3.0,5.71
11,16.23,16.0,16.97
16,3.76,7.0,4.68
19,18.79,27.0,22.1
20,16.57,24.0,20.66
21,6.49,3.0,4.64
32,38.58,40.0,41.28
34,42.75,46.0,44.06
46,30.76,23.0,30.43
50,37.98,41.0,37.44
56,51.12,59.0,49.29
58,24.76,32.0,35.11
66,6.58,8.0,5.08
71,9.87,15.0,15.44
79,5.14,4.0,4.43
80,2.89,3.0,3.83
82,14.78,12.0,15.35
84,8.14,3.0,5.43
85,6.96,3.0,5.81
87,5.97,11.0,11.99
88,16.5,16.0,17.27
90,11.06,13.0,12.5
91,11.13,13.0,13.01
92,11.37,15.0,13.94
93,17.95,30.0,24.23
95,32.16,41.0,33.52
100,24.21,32.0,23.92
101,18.03,39.0,28.75
102,34.63,37.0,31.32
103,48.72,51.0,49.92
105,48.66,49.0,47.05
106,48.29,47.0,50.44
107,26.03,43.0,32.78
108,23.94,31.0,25.0
110,49.24,46.0,50.32
111,43.1,45.0,44.65
113,49.97,51.0,47.89
114,20.59,34.0,24.13
115,21.57,30.0,23.24
117,35.63,38.0,38.41
127,11.79,12.0,12.87
128,9.4,11.0,11.44
130,6.29,3.0,3.95
133,11.82,10.0,13.28
134,10.69,10.0,11.8
136,4.85,12.0,10.14
141,14.1,16.0,14.65
144,5.81,3.0,4.59
153,25.36,22.0,26.18
155,48.38,25.0,47.48
158,21.24,33.0,21.06
161,48.05,49.0,48.04
162,49.89,47.0,49.21
164,25.15,34.0,34.27
165,18.96,32.0,21.34
168,42.88,45.0,45.64
172,23.45,32.0,24.61
173,40.5,43.0,40.2
183,40.95,41.0,40.73
187,25.55,31.0,31.92
193,12.66,14.0,27.88
195,36.9,43.0,42.46
198,40.35,54.0,43.75
201,35.84,13.0,18.98
209,48.65,54.0,47.21
210,41.15,59.0,44.61
211,31.1,45.0,32.13
222,48.64,73.0,48.53
223,35.08,36.0,33.65
224,35.1,41.0,34.18
228,18.35,9.0,13.5
233,36.0,35.0,35.07
235,14.22,8.0,11.41
