,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
3,-1.25,1.0,0.97
9,0.46,1.0,0.98
11,7.42,11.0,7.05
14,7.71,12.0,12.21
15,12.72,12.0,12.38
16,2.12,1.0,1.07
18,13.43,14.0,14.67
21,3.6,1.0,1.11
26,8.21,9.0,6.98
28,11.79,17.0,11.58
30,-0.09,1.0,0.44
34,14.13,16.0,14.87
41,12.54,15.0,14.99
44,0.7,1.0,0.78
46,3.83,1.0,0.94
51,1.52,1.0,0.8
52,-0.68,1.0,0.65
57,13.07,13.0,15.61
61,8.12,13.0,11.76
67,0.86,1.0,0.96
68,1.45,1.0,0.93
70,-1.55,1.0,0.75
79,0.54,1.0,1.01
82,2.69,1.0,1.58
84,0.88,1.0,0.85
92,1.13,1.0,1.39
98,3.11,1.0,0.65
100,-2.34,1.0,0.39
101,-3.4,1.0,0.44
102,0.62,1.0,1.23
103,9.46,1.0,2.0
105,3.28,1.0,0.76
107,-0.99,1.0,1.19
113,2.38,0.0,1.56
115,1.24,1.0,0.94
116,1.07,1.0,0.85
119,4.07,1.0,1.02
122,-1.7,1.0,1.4
130,-0.46,1.0,0.99
131,2.19,1.0,1.13
132,3.09,1.0,1.06
134,3.59,1.0,1.19
135,3.62,1.0,1.08
140,5.84,1.0,1.41
143,2.04,1.0,1.62
147,11.51,11.0,14.58
148,15.41,13.0,15.75
153,18.36,19.0,19.02
154,19.19,20.0,19.2
162,17.47,23.0,19.0
164,6.19,1.0,2.39
165,3.99,1.0,1.84
169,16.98,22.0,17.8
171,5.79,1.0,2.83
174,12.15,16.0,16.37
180,8.7,10.0,9.72
