,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,207.44,210.0,215.75
4,220.95,209.0,224.71
19,245.59,258.0,273.71
20,245.59,259.0,263.12
22,225.12,280.0,237.78
27,251.77,258.0,275.11
30,117.2,234.0,182.05
32,260.95,243.0,242.58
35,246.46,253.0,265.29
41,246.46,259.0,269.08
44,105.89,150.0,152.83
45,105.89,4.0,93.51
46,220.09,196.0,183.41
47,220.09,235.0,222.03
52,108.94,5.0,64.39
54,252.79,258.0,285.24
55,251.82,259.0,252.86
56,252.88,270.0,283.12
58,129.74,231.0,192.35
61,243.19,256.0,273.67
64,227.61,233.0,237.53
69,245.5,223.0,170.52
72,138.01,215.0,178.63
76,218.22,187.0,230.61
79,105.89,125.0,140.75
81,243.36,232.0,202.59
84,210.31,184.0,164.2
90,218.22,228.0,225.17
91,226.42,228.0,219.7
92,204.7,236.0,205.39
94,117.82,5.0,85.19
98,250.82,250.0,259.77
102,244.93,230.0,211.29
104,250.82,220.0,210.85
106,249.95,254.0,267.35
108,133.46,4.0,96.67
111,243.72,259.0,260.2
119,249.95,256.0,260.5
