,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,日時
2022-03-30,6.0,2.0,6.0,4.0,3.0,1.0,2022-03-30
2022-03-31,5.0,1.0,1.0,1.0,2.0,2.0,2022-03-31
2022-04-01,21.0,1.0,26.0,18.0,16.0,1.0,2022-04-01
2022-04-02,3.0,2.0,2.0,1.0,1.0,1.0,2022-04-02
2022-04-03,4.0,1.0,2.0,1.0,1.0,1.0,2022-04-03
2022-04-04,23.0,2.0,26.0,19.0,18.0,1.0,2022-04-04
2022-04-05,10.0,1.0,13.0,7.0,9.0,2.0,2022-04-05
2022-04-06,6.0,2.0,5.0,2.0,3.0,1.0,2022-04-06
2022-04-07,6.0,1.0,4.0,3.0,4.0,1.0,2022-04-07
2022-04-08,4.0,1.0,2.0,1.0,1.0,1.0,2022-04-08
2022-04-09,6.0,2.0,1.0,1.0,2.0,2.0,2022-04-09
2022-04-10,4.0,1.0,2.0,2.0,1.0,1.0,2022-04-10
2022-04-11,5.0,2.0,2.0,1.0,1.0,1.0,2022-04-11
2022-04-12,7.0,1.0,1.0,1.0,1.0,1.0,2022-04-12
2022-04-13,7.0,1.0,4.0,1.0,1.0,2.0,2022-04-13
2022-04-14,3.0,2.0,2.0,1.0,2.0,1.0,2022-04-14
2022-04-15,3.0,1.0,1.0,1.0,1.0,1.0,2022-04-15
2022-04-16,3.0,1.0,2.0,1.0,1.0,1.0,2022-04-16
2022-04-17,4.0,2.0,1.0,1.0,1.0,1.0,2022-04-17
2022-04-18,3.0,1.0,2.0,1.0,1.0,1.0,2022-04-18
2022-04-19,4.0,2.0,1.0,1.0,2.0,1.0,2022-04-19
2022-04-20,3.0,1.0,1.0,1.0,1.0,1.0,2022-04-20
2022-04-21,3.0,1.0,2.0,1.0,1.0,1.0,2022-04-21
2022-04-22,5.0,2.0,1.0,1.0,1.0,1.0,2022-04-22
2022-04-23,3.0,1.0,2.0,1.0,1.0,1.0,2022-04-23
2022-04-24,3.0,2.0,1.0,1.0,1.0,1.0,2022-04-24
2022-04-25,6.0,1.0,4.0,1.0,2.0,1.0,2022-04-25
2022-04-26,7.0,1.0,2.0,1.0,1.0,1.0,2022-04-26
2022-04-27,10.0,2.0,5.0,3.0,1.0,2.0,2022-04-27
2022-04-28,8.0,1.0,1.0,1.0,1.0,1.0,2022-04-28
2022-04-29,3.0,1.0,1.0,1.0,2.0,1.0,2022-04-29
2022-04-30,3.0,2.0,2.0,1.0,1.0,1.0,2022-04-30
2022-05-01,4.0,1.0,1.0,1.0,1.0,1.0,2022-05-01
2022-05-02,3.0,2.0,2.0,1.0,1.0,1.0,2022-05-02
2022-05-03,3.0,1.0,1.0,1.0,1.0,1.0,2022-05-03
2022-05-04,3.0,1.0,1.0,1.0,1.0,1.0,2022-05-04
2022-05-05,3.0,2.0,2.0,1.0,1.0,1.0,2022-05-05
2022-05-06,8.0,1.0,1.0,1.0,2.0,1.0,2022-05-06
2022-05-07,3.0,1.0,2.0,1.0,1.0,1.0,2022-05-07
2022-05-08,3.0,2.0,1.0,1.0,1.0,0.0,2022-05-08
2022-05-09,4.0,1.0,1.0,1.0,1.0,2.0,2022-05-09
2022-05-10,3.0,2.0,2.0,1.0,1.0,1.0,2022-05-10
2022-05-11,3.0,1.0,1.0,1.0,2.0,1.0,2022-05-11
2022-05-12,3.0,1.0,2.0,1.0,1.0,1.0,2022-05-12
2022-05-13,7.0,2.0,1.0,1.0,1.0,1.0,2022-05-13
2022-05-14,3.0,1.0,2.0,1.0,1.0,1.0,2022-05-14
2022-05-15,3.0,1.0,1.0,1.0,1.0,1.0,2022-05-15
2022-05-16,3.0,2.0,1.0,1.0,1.0,1.0,2022-05-16
2022-05-17,3.0,1.0,2.0,1.0,2.0,1.0,2022-05-17
2022-05-18,8.0,2.0,1.0,1.0,1.0,1.0,2022-05-18
2022-05-19,13.0,1.0,2.0,1.0,1.0,1.0,2022-05-19
2022-05-20,12.0,1.0,1.0,1.0,1.0,1.0,2022-05-20
2022-05-21,3.0,2.0,1.0,0.0,1.0,1.0,2022-05-21
2022-05-22,3.0,1.0,2.0,1.0,2.0,1.0,2022-05-22
2022-05-23,8.0,1.0,1.0,1.0,1.0,1.0,2022-05-23
2022-05-24,12.0,2.0,2.0,1.0,1.0,1.0,2022-05-24
2022-05-25,13.0,1.0,3.0,2.0,1.0,2.0,2022-05-25
2022-05-26,12.0,1.0,4.0,1.0,1.0,2.0,2022-05-26
2022-05-27,10.0,2.0,1.0,1.0,2.0,1.0,2022-05-27
2022-05-28,4.0,1.0,2.0,1.0,1.0,1.0,2022-05-28
2022-05-29,7.0,2.0,1.0,1.0,1.0,1.0,2022-05-29
2022-05-30,15.0,1.0,7.0,5.0,2.0,4.0,2022-05-30
2022-05-31,4.0,1.0,2.0,1.0,1.0,1.0,2022-05-31
2022-06-01,12.0,2.0,6.0,1.0,1.0,2.0,2022-06-01
2022-06-02,14.0,1.0,7.0,5.0,1.0,2.0,2022-06-02
2022-06-03,11.0,1.0,1.0,1.0,1.0,3.0,2022-06-03
2022-06-04,3.0,2.0,1.0,1.0,1.0,1.0,2022-06-04
2022-06-05,3.0,1.0,2.0,1.0,1.0,1.0,2022-06-05
2022-06-06,4.0,1.0,1.0,1.0,1.0,1.0,2022-06-06
2022-06-07,3.0,2.0,2.0,1.0,1.0,1.0,2022-06-07
2022-06-08,4.0,1.0,1.0,1.0,1.0,1.0,2022-06-08
2022-06-09,5.0,2.0,2.0,1.0,1.0,1.0,2022-06-09
2022-06-10,11.0,1.0,1.0,1.0,1.0,1.0,2022-06-10
2022-06-11,4.0,1.0,1.0,1.0,1.0,1.0,2022-06-11
2022-06-12,3.0,2.0,2.0,1.0,1.0,1.0,2022-06-12
2022-06-13,12.0,1.0,3.0,1.0,1.0,1.0,2022-06-13
2022-06-14,4.0,1.0,2.0,1.0,1.0,1.0,2022-06-14
2022-06-15,3.0,2.0,1.0,1.0,1.0,1.0,2022-06-15
2022-06-16,9.0,1.0,2.0,1.0,1.0,1.0,2022-06-16
2022-06-17,14.0,2.0,4.0,5.0,2.0,2.0,2022-06-17
2022-06-18,9.0,1.0,2.0,1.0,1.0,1.0,2022-06-18
2022-06-19,3.0,1.0,1.0,1.0,1.0,1.0,2022-06-19
2022-06-20,24.0,2.0,12.0,10.0,11.0,5.0,2022-06-20
2022-06-21,30.0,1.0,11.0,10.0,12.0,9.0,2022-06-21
2022-06-22,37.0,1.0,7.0,5.0,5.0,3.0,2022-06-22
2022-06-23,26.0,2.0,6.0,1.0,1.0,3.0,2022-06-23
2022-06-24,40.0,1.0,18.0,14.0,15.0,12.0,2022-06-24
2022-06-25,32.0,1.0,2.0,0.0,1.0,1.0,2022-06-25
2022-06-26,27.0,2.0,1.0,1.0,1.0,1.0,2022-06-26
2022-06-27,51.0,1.0,37.0,16.0,19.0,13.0,2022-06-27
2022-06-28,55.0,1.0,37.0,17.0,18.0,14.0,2022-06-28
2022-06-29,71.0,18.0,36.0,20.0,18.0,14.0,2022-06-29
2022-06-30,96.0,34.0,40.0,18.0,20.0,14.0,2022-06-30
2022-07-01,96.0,33.0,40.0,19.0,21.0,14.0,2022-07-01
2022-07-02,39.0,13.0,1.0,1.0,1.0,1.0,2022-07-02
2022-07-03,38.0,2.0,2.0,1.0,1.0,1.0,2022-07-03
2022-07-04,65.0,20.0,17.0,13.0,13.0,9.0,2022-07-04
2022-07-05,55.0,20.0,14.0,12.0,12.0,8.0,2022-07-05
2022-07-06,39.0,2.0,7.0,5.0,6.0,6.0,2022-07-06
2022-07-07,54.0,17.0,12.0,12.0,12.0,8.0,2022-07-07
2022-07-08,38.0,3.0,6.0,6.0,6.0,7.0,2022-07-08
2022-07-09,26.0,1.0,2.0,0.0,1.0,1.0,2022-07-09
2022-07-10,23.0,1.0,1.0,1.0,1.0,1.0,2022-07-10
2022-07-11,42.0,1.0,9.0,7.0,6.0,6.0,2022-07-11
2022-07-12,59.0,17.0,11.0,13.0,13.0,11.0,2022-07-12
2022-07-13,33.0,2.0,2.0,1.0,1.0,5.0,2022-07-13
2022-07-14,57.0,11.0,5.0,1.0,1.0,3.0,2022-07-14
2022-07-15,26.0,2.0,2.0,1.0,1.0,2.0,2022-07-15
2022-07-16,6.0,2.0,1.0,0.0,1.0,1.0,2022-07-16
2022-07-17,18.0,1.0,2.0,1.0,1.0,1.0,2022-07-17
2022-07-18,19.0,1.0,8.0,7.0,6.0,5.0,2022-07-18
2022-07-19,68.0,16.0,14.0,13.0,12.0,11.0,2022-07-19
2022-07-20,47.0,2.0,10.0,6.0,7.0,5.0,2022-07-20
2022-07-21,62.0,20.0,17.0,13.0,13.0,10.0,2022-07-21
2022-07-22,47.0,3.0,10.0,7.0,7.0,6.0,2022-07-22
2022-07-23,35.0,1.0,1.0,1.0,1.0,1.0,2022-07-23
2022-07-24,33.0,1.0,2.0,1.0,1.0,1.0,2022-07-24
2022-07-25,47.0,1.0,14.0,7.0,8.0,7.0,2022-07-25
2022-07-26,64.0,18.0,13.0,14.0,12.0,11.0,2022-07-26
2022-07-27,50.0,2.0,9.0,7.0,7.0,6.0,2022-07-27
2022-07-28,71.0,22.0,29.0,13.0,14.0,13.0,2022-07-28
2022-07-29,50.0,3.0,15.0,7.0,7.0,7.0,2022-07-29
2022-07-30,37.0,1.0,1.0,1.0,1.0,1.0,2022-07-30
2022-07-31,42.0,1.0,2.0,1.0,1.0,1.0,2022-07-31
