,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,630.11,246.87
1,72.55,37.7
3,inf,inf
4,630.11,246.87
5,102.56,25.47
7,630.11,246.87
9,839.57,235.78
10,72.55,37.7
13,18.88,61.46
14,39.16,72.13
15,34.51,10.94
16,297.98,37.7
17,1012.66,168.94
18,24.36,20.11
20,21.76,6.15
24,527.41,81.12
25,2.02,30.34
27,8.3,0.3
28,36.36,9.29
29,67.92,11.22
30,527.41,68.63
32,5.78,12.78
34,10.09,4.14
35,14.37,8.7
36,45.22,14.6
38,460.37,58.5
40,30.9,5.03
41,17.94,12.78
43,24.88,41.81
45,24.88,41.81
47,677.78,179.86
48,11.48,15.18
49,16.44,14.87
50,57.81,4.47
51,204.55,1.61
52,689.8,114.41
53,11.48,15.18
54,17.01,8.76
56,11.29,11.89
57,38.93,14.28
58,1060.33,114.41
59,148.21,108.64
60,1.95,2.61
