,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
3,1.16,1.0,1.0
5,1.37,2.0,2.0
7,1.29,1.0,1.0
8,1.34,1.0,1.0
10,1.34,1.0,1.0
11,1.49,2.0,2.0
12,1.26,1.0,1.0
13,1.26,1.0,1.0
14,1.23,1.0,1.0
15,1.29,1.0,1.0
16,1.19,1.0,1.0
17,1.15,1.0,1.0
18,1.21,2.0,2.0
19,1.2,1.0,1.0
21,1.16,1.0,1.0
22,1.2,1.0,1.0
23,1.24,1.0,1.0
24,1.11,1.0,1.0
25,1.2,1.0,1.0
26,1.45,2.0,2.0
27,1.1,1.0,1.0
28,1.09,1.0,1.0
29,1.15,1.0,1.0
33,1.18,1.0,1.0
34,1.08,1.0,1.0
35,1.24,2.0,2.0
37,1.13,1.0,1.0
38,1.14,1.0,1.0
39,1.15,1.0,1.0
40,1.12,1.0,1.0
41,1.14,1.0,1.0
42,1.14,1.0,1.0
43,1.23,1.0,1.0
44,1.11,1.0,1.0
45,1.2,2.0,2.0
46,1.11,1.0,1.0
47,1.11,1.0,1.0
48,1.14,1.0,1.0
49,1.09,1.0,1.0
50,1.07,1.0,1.0
53,1.14,1.0,1.0
55,1.22,2.0,2.0
57,1.18,1.0,1.0
60,1.13,1.0,1.0
62,1.1,1.0,1.0
63,1.09,1.0,1.0
66,1.16,1.0,1.0
67,1.13,1.0,1.0
70,1.24,1.0,1.0
72,1.07,1.0,1.0
75,1.21,2.0,2.0
76,1.09,1.0,1.0
80,1.09,1.0,1.0
81,1.09,1.0,1.0
83,1.18,1.0,1.0
84,1.1,1.0,1.0
85,1.11,1.0,1.0
94,1.12,1.0,1.0
97,1.14,1.0,1.0
98,1.08,1.0,1.0
99,1.08,1.0,1.0
101,1.12,1.0,1.0
102,1.11,1.0,1.0
104,1.14,1.0,1.0
105,1.1,1.0,1.0
106,1.12,1.0,1.0
107,1.23,2.0,2.0
108,1.19,1.0,1.0
109,1.23,1.0,1.0
110,1.21,1.0,1.0
111,1.16,1.0,1.0
113,1.16,1.0,1.0
114,1.11,1.0,1.0
115,1.21,1.0,1.0
116,1.06,1.0,1.0
117,1.08,1.0,1.0
118,1.11,1.0,1.0
121,1.09,1.0,1.0
122,1.19,1.0,1.0
123,1.15,1.0,1.0
124,1.15,1.0,1.0
125,1.23,2.0,2.0
126,1.2,1.0,1.0
127,1.23,1.0,1.0
129,1.1,1.0,1.0
130,1.08,1.0,1.0
133,1.06,1.0,1.0
134,1.07,1.0,1.0
135,1.07,1.0,1.0
136,1.11,1.0,1.0
137,1.09,1.0,1.0
138,1.11,1.0,1.0
139,1.09,1.0,1.0
140,1.16,1.0,1.0
141,1.13,1.0,1.0
142,1.1,1.0,1.0
143,1.18,2.0,2.0
144,1.08,1.0,1.0
147,1.13,1.0,1.0
149,1.13,1.0,1.0
150,1.11,1.0,1.0
152,1.1,1.0,1.0
153,1.09,1.0,1.0
155,1.07,1.0,1.0
156,1.06,1.0,1.0
158,1.12,1.0,1.0
159,1.08,1.0,1.0
160,1.19,2.0,2.0
161,1.11,1.0,1.0
162,1.15,1.0,1.0
163,1.08,1.0,1.0
164,1.1,1.0,1.0
166,1.11,1.0,1.0
167,1.09,1.0,1.0
169,1.13,1.0,1.0
170,1.07,1.0,1.0
173,1.28,2.0,2.0
174,1.08,1.0,1.0
179,1.1,1.0,1.0
180,1.1,1.0,1.0
181,1.22,1.0,1.0
182,1.11,1.0,1.0
183,1.08,1.0,1.0
184,1.21,1.0,1.0
185,1.28,2.0,2.0
186,1.21,1.0,1.0
187,1.22,1.0,1.0
188,1.11,1.0,1.0
189,1.16,1.0,1.0
190,1.19,1.0,1.0
191,1.07,1.0,1.0
192,1.16,1.0,1.0
193,1.17,1.0,1.0
194,1.09,1.0,1.0
195,1.13,1.0,1.0
196,1.12,1.0,1.0
197,1.16,1.0,1.0
198,1.08,1.0,1.0
199,1.26,2.0,2.0
201,1.19,1.0,1.0
205,1.19,1.0,1.0
207,1.22,1.0,1.0
208,1.25,1.0,1.0
209,1.23,1.0,1.0
210,1.12,1.0,1.0
212,1.31,2.0,2.0
213,1.24,1.0,1.0
215,1.14,1.0,1.0
216,1.08,1.0,1.0
217,1.26,1.0,1.0
218,1.27,1.0,1.0
219,1.38,2.0,2.0
220,1.34,2.0,2.0
221,1.22,1.0,1.0
222,1.27,2.0,2.0
223,1.19,1.0,1.0
224,1.27,1.0,1.0
225,1.48,2.0,2.0
227,1.45,2.0,2.0
228,1.34,1.0,1.0
229,1.21,1.0,1.0
230,1.48,2.0,2.0
231,1.2,1.0,1.0
234,1.24,1.0,1.0
235,1.29,2.0,2.0
236,1.3,1.0,1.0
237,1.55,2.0,2.0
238,1.48,1.0,1.0
239,1.48,2.0,2.0
240,1.29,1.0,1.0
243,1.34,1.0,1.0
246,1.52,2.0,2.0
248,1.3,2.0,2.0
249,1.35,1.0,1.0
253,1.43,2.0,2.0
254,1.34,1.0,1.0
256,1.29,1.0,1.0
257,1.4,1.0,1.0
259,1.34,1.0,1.0
260,1.31,2.0,2.0
261,1.37,1.0,1.0
262,1.52,2.0,2.0
263,1.46,1.0,1.0
264,1.46,2.0,2.0
266,1.28,1.0,1.0
268,1.29,1.0,1.0
269,1.4,2.0,2.0
270,1.52,1.0,1.0
271,1.42,2.0,2.0
272,1.46,1.0,1.0
273,1.48,2.0,2.0
274,1.38,1.0,1.0
275,1.37,2.0,2.0
276,1.5,1.0,1.0
277,1.54,2.0,2.0
278,1.3,1.0,1.0
281,1.37,1.0,1.0
282,1.57,2.0,2.0
284,1.46,2.0,2.0
285,1.34,1.0,1.0
288,1.3,2.0,2.0
289,1.34,1.0,1.0
290,1.5,1.0,1.0
291,1.47,2.0,2.0
292,1.3,1.0,1.0
293,1.5,2.0,2.0
294,1.39,1.0,1.0
295,1.39,2.0,2.0
296,1.23,1.0,1.0
299,1.58,2.0,2.0
300,1.37,1.0,1.0
301,1.36,1.0,1.0
302,1.33,2.0,2.0
304,1.39,2.0,2.0
305,1.26,1.0,1.0
306,1.5,2.0,2.0
307,1.28,1.0,1.0
308,1.59,2.0,2.0
309,1.43,1.0,1.0
310,1.41,1.0,1.0
311,1.49,2.0,2.0
312,1.3,1.0,1.0
315,1.43,2.0,2.0
316,1.27,1.0,1.0
317,1.58,2.0,2.0
318,1.35,1.0,1.0
320,1.43,2.0,2.0
322,1.37,2.0,2.0
323,1.21,1.0,1.0
324,1.43,2.0,2.0
327,1.31,1.0,1.0
330,1.2,1.0,1.0
332,1.2,1.0,1.0
333,1.41,2.0,2.0
337,1.34,1.0,1.0
338,1.28,2.0,2.0
339,1.34,1.0,1.0
340,1.28,1.0,1.0
341,1.43,2.0,2.0
342,1.3,1.0,1.0
343,1.47,2.0,2.0
344,1.21,1.0,1.0
345,1.36,2.0,2.0
346,1.32,1.0,1.0
348,1.39,2.0,2.0
349,1.29,1.0,1.0
350,1.45,1.0,1.0
351,1.35,2.0,2.0
355,1.3,1.0,1.0
356,1.45,2.0,2.0
357,1.33,1.0,1.0
359,1.21,1.0,1.0
360,1.17,1.0,1.0
363,1.29,2.0,2.0
364,1.21,1.0,1.0
