,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,3.55,1.0,0.79
6,3.86,4.0,4.0
14,5.79,7.0,6.54
17,0.49,1.0,0.97
18,1.82,1.0,1.16
19,0.16,1.0,0.73
22,1.38,1.0,0.84
26,-0.14,1.0,0.59
28,1.33,1.0,1.06
30,1.25,1.0,0.58
31,1.27,1.0,1.04
32,1.41,1.0,0.86
37,1.17,1.0,0.95
38,0.5,1.0,0.87
39,1.75,1.0,1.02
45,1.17,1.0,0.97
48,0.87,1.0,0.91
49,0.86,1.0,1.04
53,1.86,2.0,2.36
58,1.37,1.0,1.09
59,1.36,2.0,2.22
66,1.24,1.0,1.03
67,3.31,4.0,4.33
71,4.25,7.0,6.85
74,1.34,1.0,0.9
75,3.33,8.0,9.48
77,1.19,1.0,1.36
81,2.41,4.0,4.2
84,0.94,1.0,1.32
85,1.58,3.0,2.79
91,0.84,1.0,0.85
96,9.68,6.0,7.88
104,8.35,9.0,9.58
105,14.15,12.0,10.78
116,16.57,13.0,16.54
117,9.15,13.0,16.04
118,17.52,18.0,17.96
120,15.05,18.0,16.84
121,1.95,1.0,0.43
126,17.74,21.0,19.58
127,17.53,20.0,19.07
129,2.61,1.0,-0.16
130,2.71,0.0,1.08
137,0.8,1.0,0.9
139,15.06,15.0,17.0
140,17.66,16.0,18.03
143,2.79,1.0,0.9
144,17.35,15.0,17.4
155,0.98,1.0,0.45
157,1.34,1.0,0.85
158,0.94,1.0,0.97
159,1.44,1.0,0.87
160,1.08,1.0,1.11
161,0.92,1.0,0.8
168,1.38,1.0,1.24
169,0.56,1.0,0.89
179,1.21,1.0,1.18
181,0.86,1.0,1.09
183,2.27,1.0,0.87
185,1.26,1.0,1.28
186,2.29,1.0,0.99
196,0.6,0.0,1.01
208,1.22,1.0,1.23
209,1.14,1.0,1.14
210,0.79,1.0,1.03
211,-0.03,1.0,1.15
214,1.26,1.0,1.14
216,1.62,1.0,0.75
217,0.8,1.0,0.79
218,1.65,1.0,0.91
221,1.39,1.0,1.15
226,0.83,1.0,1.11
233,1.27,1.0,1.07
234,1.1,1.0,0.72
248,2.58,1.0,1.32
250,4.24,9.0,9.96
254,1.53,2.0,2.85
256,15.54,16.0,16.02
257,15.11,23.0,19.2
261,3.33,1.0,1.2
263,13.95,19.0,19.6
265,13.7,20.0,16.37
267,12.01,19.0,17.5
270,11.86,21.0,21.39
271,11.86,20.0,20.05
275,2.84,1.0,0.8
276,0.85,1.0,1.02
282,0.85,2.0,1.88
289,2.67,1.0,0.63
290,1.53,2.0,1.68
293,18.71,22.0,21.92
295,18.76,20.0,20.85
296,1.93,1.0,0.43
301,18.31,21.0,18.42
303,3.05,1.0,0.89
304,3.3,2.0,2.58
305,20.1,22.0,20.59
314,18.58,21.0,21.34
320,17.54,19.0,20.59
321,18.57,20.0,19.07
325,3.3,1.0,0.84
326,20.1,23.0,21.74
327,20.1,22.0,21.56
328,4.18,1.0,1.27
334,6.99,10.0,9.4
338,1.05,1.0,1.47
339,2.01,1.0,1.43
345,1.62,1.0,0.91
348,4.95,6.0,7.17
358,4.24,7.0,6.83
359,1.38,2.0,2.19
