,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
4,255.11,20.54
6,3.55,0.02
14,17.22,6.55
17,51.1,2.79
18,81.55,15.56
19,84.09,27.34
22,37.53,15.58
26,114.08,40.56
28,33.11,5.56
30,24.79,41.59
31,27.37,4.46
32,41.33,14.18
37,17.31,5.15
38,49.63,13.34
39,74.69,2.0
45,17.49,2.78
48,12.55,8.86
49,14.03,3.64
53,7.04,17.96
58,37.45,9.45
59,32.07,11.04
66,24.33,3.0
67,17.2,8.15
71,39.25,2.18
74,34.38,10.39
75,58.4,18.48
77,19.0,35.88
81,39.81,5.1
84,5.9,32.49
85,47.22,7.15
91,15.61,14.79
96,61.38,31.4
104,7.22,6.41
105,17.96,10.13
116,27.43,27.23
117,29.6,23.36
118,2.67,0.24
120,16.39,6.44
121,94.96,56.54
126,15.54,6.77
127,12.33,4.64
129,160.74,115.97
130,inf,inf
137,20.15,9.77
139,0.37,13.34
140,10.37,12.71
143,179.46,9.87
144,15.65,15.99
155,1.9,54.63
157,33.62,14.57
158,6.2,3.34
159,44.33,12.82
160,8.38,11.35
161,7.9,19.76
168,37.9,24.13
169,43.62,10.6
179,20.69,17.79
181,13.87,8.8
183,126.68,13.39
185,26.27,27.67
186,128.89,0.68
196,inf,inf
208,21.71,23.46
209,13.72,13.79
210,21.39,3.25
211,103.4,14.52
214,25.73,14.23
216,61.61,25.24
217,20.28,21.06
218,65.24,9.38
221,39.29,14.86
226,16.95,10.84
233,27.31,7.35
234,9.7,28.26
248,157.72,32.12
250,52.88,10.71
254,23.54,42.4
256,2.85,0.15
257,34.29,16.51
261,232.97,19.98
263,26.58,3.14
265,31.52,18.17
267,36.78,7.87
270,43.52,1.84
271,40.7,0.25
275,183.62,20.44
276,15.16,2.02
282,57.58,5.79
289,167.16,37.45
290,23.49,16.09
293,14.96,0.36
295,6.2,4.27
296,93.22,56.9
301,12.83,12.3
303,204.96,11.48
304,65.13,28.96
305,8.64,6.41
314,11.51,1.6
320,7.66,8.35
321,7.15,4.63
325,229.95,16.24
326,12.61,5.49
327,8.64,1.99
328,317.61,27.44
334,30.1,6.04
338,4.87,46.96
339,101.37,43.08
345,61.9,9.02
348,17.56,19.5
358,39.43,2.45
359,30.76,9.41
