,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,1.57,2.0,1.99
2,1.02,1.0,1.03
4,3.39,1.0,0.94
5,9.04,8.0,8.0
6,3.94,4.0,3.92
9,0.77,1.0,0.91
10,0.84,1.0,0.84
11,2.49,3.0,3.11
13,2.07,1.0,0.91
14,7.04,7.0,7.06
15,2.58,4.0,3.96
19,1.4,1.0,1.02
20,1.97,1.0,0.97
22,1.45,1.0,0.76
23,0.52,1.0,0.96
24,1.05,1.0,1.01
25,2.59,1.0,1.06
27,1.57,2.0,2.0
28,1.33,1.0,1.02
29,0.95,1.0,0.86
30,1.07,1.0,1.09
31,1.37,1.0,0.96
32,1.09,1.0,0.96
33,1.15,1.0,1.18
34,1.57,2.0,2.03
35,1.33,1.0,1.04
36,0.83,1.0,0.95
37,1.51,1.0,0.91
40,1.74,2.0,2.03
41,1.24,1.0,0.96
42,1.04,1.0,1.06
44,1.52,1.0,1.08
47,1.46,2.0,1.98
49,0.58,1.0,0.94
52,1.25,1.0,1.0
53,1.8,2.0,2.0
54,2.68,1.0,1.04
57,1.83,1.0,1.05
59,1.56,2.0,1.95
63,1.69,1.0,0.95
64,1.18,1.0,0.97
65,1.52,2.0,1.91
67,3.62,4.0,4.01
69,9.35,9.0,8.79
70,8.5,10.0,11.24
71,5.73,7.0,6.85
72,0.48,1.0,1.0
74,0.98,1.0,0.92
75,6.35,8.0,7.9
76,0.79,1.0,1.03
77,1.27,1.0,1.02
78,2.88,2.0,2.03
79,1.16,1.0,1.01
80,-0.1,1.0,1.01
81,3.54,4.0,3.94
83,1.24,1.0,1.05
84,0.99,1.0,0.94
85,2.67,3.0,3.09
86,1.1,1.0,1.11
87,0.73,1.0,1.02
88,7.88,9.0,9.0
90,0.48,1.0,0.95
92,1.04,1.0,0.95
93,0.23,1.0,1.04
94,0.36,0.0,0.24
95,0.26,1.0,1.03
96,7.16,6.0,5.9
99,2.17,1.0,1.08
100,1.37,1.0,0.75
104,9.07,9.0,8.98
105,14.44,12.0,12.27
107,0.98,1.0,1.03
108,1.72,1.0,1.37
109,18.74,24.0,22.19
110,18.59,19.0,19.24
111,16.9,17.0,17.06
113,1.8,1.0,1.09
114,1.96,1.0,1.01
115,2.04,1.0,0.94
117,10.78,13.0,12.95
118,17.9,18.0,18.13
119,18.45,21.0,20.29
120,17.78,18.0,17.91
121,2.05,1.0,0.81
122,2.88,0.0,0.63
123,18.11,17.0,17.79
124,18.3,21.0,20.68
125,18.65,20.0,19.78
126,18.41,21.0,20.56
127,18.61,20.0,20.16
128,2.13,1.0,0.94
129,0.82,1.0,0.95
130,1.94,0.0,0.05
131,17.94,19.0,18.62
132,17.07,16.0,16.07
135,0.59,1.0,1.04
136,1.09,1.0,0.9
138,1.52,1.0,0.91
141,17.31,16.0,16.43
142,1.8,1.0,1.05
145,17.11,16.0,15.99
146,17.89,19.0,19.14
148,18.32,19.0,19.25
151,18.59,19.0,19.57
152,14.74,16.0,15.99
154,0.84,1.0,1.13
155,0.9,1.0,0.89
157,1.12,1.0,0.95
158,0.75,1.0,1.02
163,0.38,1.0,0.89
166,1.55,1.0,1.02
167,2.13,2.0,2.04
168,1.02,1.0,1.02
169,0.45,1.0,1.03
172,0.6,1.0,1.03
173,1.66,1.0,0.95
174,6.12,7.0,6.93
175,0.84,1.0,0.96
176,13.1,9.0,8.91
177,1.1,1.0,0.98
178,1.41,1.0,1.01
180,1.02,1.0,0.98
181,0.78,1.0,1.04
182,2.31,1.0,0.96
183,1.48,1.0,1.06
184,0.42,1.0,0.84
188,2.06,1.0,1.05
189,0.29,1.0,0.95
190,5.53,6.0,5.98
191,0.75,1.0,1.07
192,0.91,1.0,0.97
193,3.07,1.0,0.96
194,1.17,1.0,0.99
195,0.71,1.0,1.02
196,0.27,0.0,0.02
197,0.8,1.0,0.88
199,1.21,1.0,0.97
200,1.39,1.0,1.0
202,0.83,1.0,1.02
205,1.11,1.0,1.05
206,0.78,1.0,0.96
207,1.23,1.0,1.02
209,1.08,1.0,1.02
210,0.67,1.0,0.99
211,1.16,1.0,1.01
214,1.09,1.0,0.96
216,1.13,1.0,0.95
217,0.54,1.0,0.97
218,1.15,1.0,1.12
219,0.99,1.0,1.0
220,1.54,2.0,1.96
221,0.93,1.0,0.98
222,1.32,1.0,0.94
224,0.99,1.0,1.0
225,0.82,1.0,1.02
226,0.82,1.0,1.1
227,1.24,1.0,0.9
228,0.87,1.0,1.15
229,1.62,2.0,2.01
230,1.43,1.0,0.94
231,3.01,2.0,2.03
232,2.46,3.0,3.01
233,1.28,1.0,1.09
236,1.13,1.0,0.96
237,3.97,4.0,4.04
238,3.16,3.0,2.92
240,0.89,1.0,1.16
241,1.18,2.0,2.04
242,15.56,17.0,16.96
243,8.51,9.0,8.99
246,8.31,8.0,7.9
247,0.67,1.0,1.0
248,2.0,1.0,0.9
249,17.8,19.0,19.05
250,8.23,9.0,9.16
251,16.56,18.0,17.92
255,1.19,1.0,1.03
256,17.77,16.0,16.25
257,18.65,23.0,22.99
258,11.83,12.0,12.0
259,11.38,11.0,11.04
260,15.97,17.0,17.0
261,2.41,1.0,0.83
264,11.54,11.0,11.01
265,18.2,20.0,19.53
269,2.02,1.0,1.04
270,17.44,21.0,20.81
271,17.66,20.0,20.01
272,13.29,1.0,1.07
273,7.39,1.0,1.11
276,1.14,1.0,1.08
277,14.39,1.0,1.02
278,18.66,20.0,19.82
279,21.64,20.0,20.44
280,18.93,26.0,25.6
283,0.04,1.0,0.99
284,2.97,1.0,1.07
285,18.87,19.0,18.98
286,21.51,21.0,20.8
287,20.0,19.0,19.06
288,20.18,21.0,20.65
289,1.71,1.0,1.01
290,1.38,2.0,2.02
291,17.9,19.0,18.84
294,19.0,19.0,19.26
295,20.04,20.0,20.45
296,1.8,1.0,0.85
297,0.47,1.0,0.96
298,17.39,19.0,19.17
302,18.16,18.0,18.14
303,1.26,1.0,0.9
304,1.95,2.0,1.94
305,21.36,22.0,21.86
307,19.97,21.0,20.8
308,17.96,19.0,19.01
309,19.11,22.0,22.09
311,1.94,1.0,1.0
312,21.64,23.0,22.86
314,20.45,21.0,21.2
315,20.34,24.0,23.71
318,1.99,1.0,1.08
320,18.12,19.0,19.22
321,17.15,20.0,19.97
323,18.56,21.0,20.95
326,21.75,23.0,22.96
327,21.85,22.0,21.78
328,3.24,1.0,1.22
329,21.3,22.0,21.78
330,16.11,18.0,18.09
331,0.67,1.0,1.03
332,2.21,2.0,2.09
334,9.09,10.0,9.97
335,8.01,9.0,9.02
336,12.12,11.0,10.95
337,16.39,17.0,16.99
338,1.93,1.0,1.02
339,2.21,1.0,1.06
340,14.23,18.0,18.17
342,16.46,17.0,17.23
343,12.28,15.0,14.97
344,6.69,7.0,7.01
345,1.23,1.0,1.02
346,1.39,1.0,1.0
347,2.52,1.0,0.98
348,4.56,6.0,6.0
349,1.42,1.0,1.0
351,17.71,18.0,18.11
352,1.31,1.0,0.98
353,1.37,1.0,1.01
354,0.94,1.0,0.99
355,18.56,18.0,18.4
356,12.22,3.0,3.0
358,4.6,7.0,6.98
359,1.91,2.0,1.97
