,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.15,1.0,1.0
1,1.15,1.0,1.0
3,1.23,1.0,1.0
4,1.22,1.0,1.0
6,1.23,1.0,1.0
7,1.32,1.0,1.0
8,1.22,1.0,1.0
9,1.23,1.0,1.0
10,1.23,1.0,1.0
11,1.34,2.0,2.0
12,1.24,1.0,1.0
13,1.22,1.0,1.0
14,1.23,1.0,1.0
15,1.27,1.0,1.0
18,1.23,2.0,2.0
19,1.22,1.0,1.0
21,1.22,1.0,1.0
23,1.22,1.0,1.0
25,1.26,1.0,1.0
26,1.35,2.0,2.0
27,1.15,1.0,1.0
30,1.15,1.0,1.0
31,1.15,1.0,1.0
32,1.23,1.0,1.0
33,1.15,1.0,1.0
34,1.15,1.0,1.0
35,1.23,2.0,2.0
36,1.21,1.0,1.0
37,1.15,1.0,1.0
38,1.15,1.0,1.0
39,1.15,1.0,1.0
40,1.15,1.0,1.0
41,1.15,1.0,1.0
42,1.23,1.0,1.0
45,1.23,2.0,2.0
46,1.23,1.0,1.0
47,1.21,1.0,1.0
48,1.19,1.0,1.0
49,1.15,1.0,1.0
50,1.17,1.0,1.0
53,1.15,1.0,1.0
54,1.15,1.0,1.0
56,1.15,1.0,1.0
57,1.15,1.0,1.0
58,1.15,1.0,1.0
59,1.15,1.0,1.0
60,1.15,1.0,1.0
61,1.23,1.0,1.0
62,1.15,1.0,1.0
63,1.15,1.0,1.0
64,1.23,2.0,2.0
65,1.21,1.0,1.0
67,1.15,1.0,1.0
68,1.15,1.0,1.0
69,1.15,1.0,1.0
70,1.15,1.0,1.0
71,1.15,1.0,1.0
72,1.15,1.0,1.0
73,1.15,1.0,1.0
74,1.21,1.0,1.0
75,1.23,2.0,2.0
79,1.21,1.0,1.0
82,1.15,1.0,1.0
83,1.15,1.0,1.0
84,1.17,1.0,1.0
87,1.15,1.0,1.0
88,1.15,1.0,1.0
90,1.15,1.0,1.0
91,1.21,1.0,1.0
92,1.21,1.0,1.0
93,1.23,1.0,1.0
94,1.21,1.0,1.0
95,1.21,1.0,1.0
96,1.21,2.0,2.0
97,1.21,1.0,1.0
98,1.21,1.0,1.0
99,1.21,1.0,1.0
101,1.21,1.0,1.0
104,1.21,1.0,1.0
105,1.23,1.0,1.0
107,1.23,2.0,2.0
110,1.15,1.0,1.0
111,1.15,1.0,1.0
112,1.15,1.0,1.0
113,1.15,1.0,1.0
114,1.15,1.0,1.0
116,1.15,1.0,1.0
117,1.17,1.0,1.0
118,1.17,1.0,1.0
119,1.17,1.0,1.0
121,1.17,1.0,1.0
122,1.15,1.0,1.0
124,1.15,1.0,1.0
126,1.15,1.0,1.0
127,1.15,1.0,1.0
128,1.15,1.0,1.0
131,1.15,1.0,1.0
133,1.15,1.0,1.0
134,1.15,1.0,1.0
135,1.15,1.0,1.0
137,1.15,1.0,1.0
139,1.15,1.0,1.0
140,1.15,1.0,1.0
142,1.15,1.0,1.0
145,1.15,1.0,1.0
146,1.15,1.0,1.0
147,1.15,1.0,1.0
149,1.15,1.0,1.0
150,1.15,1.0,1.0
151,1.15,1.0,1.0
153,1.15,1.0,1.0
154,1.15,1.0,1.0
156,1.15,1.0,1.0
157,1.15,1.0,1.0
158,1.15,1.0,1.0
159,1.15,1.0,1.0
162,1.15,1.0,1.0
163,1.15,1.0,1.0
164,1.15,1.0,1.0
165,1.15,1.0,1.0
168,1.15,1.0,1.0
170,1.15,1.0,1.0
171,1.15,1.0,1.0
172,1.15,1.0,1.0
174,1.15,1.0,1.0
175,1.15,1.0,1.0
