,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,1.16,1.0,1.0
2,1.12,1.0,1.0
4,1.2,1.0,1.0
5,1.27,2.0,2.0
9,1.24,1.0,1.0
10,1.29,1.0,1.0
12,1.18,1.0,1.0
13,1.21,1.0,1.0
14,1.39,1.0,1.0
17,1.13,1.0,1.0
18,1.36,2.0,2.0
20,1.13,1.0,1.0
21,1.13,1.0,1.0
23,1.23,1.0,1.0
24,1.15,1.0,1.0
27,1.12,1.0,1.0
28,1.12,1.0,1.0
29,1.14,1.0,1.0
30,1.11,1.0,1.0
31,1.11,1.0,1.0
33,1.16,1.0,1.0
34,1.11,1.0,1.0
36,1.12,1.0,1.0
37,1.15,1.0,1.0
38,1.13,1.0,1.0
39,1.14,1.0,1.0
41,1.15,1.0,1.0
43,1.12,1.0,1.0
47,1.11,1.0,1.0
49,1.11,1.0,1.0
50,1.11,1.0,1.0
51,1.11,1.0,1.0
52,1.13,1.0,1.0
53,1.24,1.0,1.0
54,1.14,1.0,1.0
55,1.17,2.0,2.0
57,1.15,1.0,1.0
58,1.13,1.0,1.0
59,1.11,1.0,1.0
60,1.15,1.0,1.0
61,1.12,1.0,1.0
62,1.11,1.0,1.0
63,1.12,1.0,1.0
65,1.12,1.0,1.0
67,1.24,1.0,1.0
69,1.12,1.0,1.0
70,1.25,1.0,1.0
71,1.12,1.0,1.0
72,1.11,1.0,1.0
73,1.26,1.0,1.0
75,1.22,2.0,2.0
76,1.11,1.0,1.0
77,1.11,1.0,1.0
78,1.11,1.0,1.0
80,1.11,1.0,1.0
83,1.11,1.0,1.0
85,1.13,1.0,1.0
86,1.26,2.0,2.0
87,1.13,1.0,1.0
88,1.12,1.0,1.0
91,1.12,1.0,1.0
92,1.12,1.0,1.0
93,1.11,1.0,1.0
94,1.12,1.0,1.0
95,1.12,1.0,1.0
96,1.22,2.0,2.0
97,1.22,1.0,1.0
98,1.11,1.0,1.0
99,1.11,1.0,1.0
101,1.22,1.0,1.0
104,1.2,1.0,1.0
105,1.12,1.0,1.0
106,1.22,1.0,1.0
107,1.27,2.0,2.0
108,1.12,1.0,1.0
109,1.25,1.0,1.0
110,1.26,1.0,1.0
111,1.12,1.0,1.0
113,1.14,1.0,1.0
115,1.25,1.0,1.0
116,1.13,1.0,1.0
120,1.22,1.0,1.0
122,1.12,1.0,1.0
124,1.13,1.0,1.0
125,1.25,2.0,2.0
127,1.25,1.0,1.0
128,1.12,1.0,1.0
131,1.13,1.0,1.0
133,1.12,1.0,1.0
137,1.11,1.0,1.0
138,1.11,1.0,1.0
139,1.12,1.0,1.0
140,1.12,1.0,1.0
141,1.14,1.0,1.0
142,1.12,1.0,1.0
143,1.26,2.0,2.0
145,1.22,1.0,1.0
148,1.13,1.0,1.0
149,1.26,1.0,1.0
150,1.13,1.0,1.0
151,1.23,1.0,1.0
152,1.13,1.0,1.0
153,1.12,1.0,1.0
154,1.12,1.0,1.0
155,1.12,1.0,1.0
161,1.12,1.0,1.0
162,1.22,1.0,1.0
163,1.22,1.0,1.0
164,1.12,1.0,1.0
165,1.12,1.0,1.0
166,1.12,1.0,1.0
168,1.12,1.0,1.0
169,1.12,1.0,1.0
170,1.12,1.0,1.0
171,1.13,1.0,1.0
172,1.13,1.0,1.0
173,1.27,2.0,2.0
174,1.12,1.0,1.0
175,1.23,1.0,1.0
176,1.14,1.0,1.0
177,1.12,1.0,1.0
178,1.12,1.0,1.0
179,1.12,1.0,1.0
181,1.13,1.0,1.0
182,1.21,1.0,1.0
183,1.12,1.0,1.0
184,1.14,1.0,1.0
185,1.27,2.0,2.0
190,1.14,1.0,1.0
191,1.13,1.0,1.0
192,1.13,1.0,1.0
193,1.23,1.0,1.0
195,1.11,1.0,1.0
196,1.12,1.0,1.0
197,1.13,1.0,1.0
198,1.12,1.0,1.0
199,1.21,2.0,2.0
201,1.18,1.0,1.0
202,1.19,1.0,1.0
203,1.21,1.0,1.0
204,1.2,1.0,1.0
207,1.21,1.0,1.0
208,1.21,1.0,1.0
209,1.18,1.0,1.0
210,1.15,1.0,1.0
212,1.28,2.0,2.0
213,1.2,1.0,1.0
215,1.14,1.0,1.0
216,1.15,1.0,1.0
217,1.15,1.0,1.0
219,1.33,2.0,2.0
220,1.32,2.0,2.0
221,1.14,1.0,1.0
223,1.15,1.0,1.0
225,1.36,2.0,2.0
226,1.35,1.0,1.0
229,1.25,1.0,1.0
230,1.38,2.0,2.0
231,1.32,1.0,1.0
232,1.38,2.0,2.0
233,1.33,1.0,1.0
234,1.27,1.0,1.0
235,1.27,2.0,2.0
236,1.28,1.0,1.0
237,1.45,2.0,2.0
239,1.36,2.0,2.0
240,1.24,1.0,1.0
241,1.24,1.0,1.0
242,1.49,2.0,2.0
243,1.38,1.0,1.0
244,1.31,2.0,2.0
245,1.33,1.0,1.0
246,1.47,2.0,2.0
250,1.27,1.0,1.0
251,1.31,2.0,2.0
254,1.34,1.0,1.0
256,1.23,1.0,1.0
258,1.47,2.0,2.0
259,1.42,1.0,1.0
260,1.31,2.0,2.0
261,1.32,1.0,1.0
263,1.38,1.0,1.0
264,1.47,2.0,2.0
265,1.23,1.0,1.0
266,1.23,1.0,1.0
267,1.47,2.0,2.0
270,1.43,1.0,1.0
271,1.42,2.0,2.0
272,1.45,1.0,1.0
273,1.37,2.0,2.0
274,1.32,1.0,1.0
275,1.32,2.0,2.0
276,1.43,1.0,1.0
280,1.33,1.0,1.0
282,1.41,2.0,2.0
283,1.33,1.0,1.0
284,1.35,2.0,2.0
285,1.28,1.0,1.0
286,1.33,2.0,2.0
288,1.33,2.0,2.0
290,1.36,1.0,1.0
291,1.4,2.0,2.0
292,1.33,1.0,1.0
293,1.45,2.0,2.0
296,1.41,1.0,1.0
298,1.25,1.0,1.0
299,1.46,2.0,2.0
300,1.33,1.0,1.0
302,1.25,2.0,2.0
303,1.29,1.0,1.0
304,1.31,2.0,2.0
306,1.39,2.0,2.0
307,1.32,1.0,1.0
308,1.43,2.0,2.0
309,1.3,1.0,1.0
310,1.32,1.0,1.0
311,1.43,2.0,2.0
312,1.33,1.0,1.0
313,1.44,2.0,2.0
314,1.25,1.0,1.0
315,1.33,2.0,2.0
317,1.42,2.0,2.0
318,1.32,1.0,1.0
319,1.33,1.0,1.0
320,1.49,2.0,2.0
322,1.33,2.0,2.0
323,1.31,1.0,1.0
324,1.35,2.0,2.0
326,1.33,2.0,2.0
328,1.32,1.0,1.0
330,1.32,1.0,1.0
331,1.33,2.0,2.0
332,1.23,1.0,1.0
333,1.34,2.0,2.0
335,1.29,1.0,1.0
336,1.35,2.0,2.0
337,1.25,1.0,1.0
339,1.24,1.0,1.0
341,1.36,2.0,2.0
342,1.35,1.0,1.0
344,1.29,1.0,1.0
345,1.41,2.0,2.0
346,1.27,1.0,1.0
349,1.29,1.0,1.0
350,1.31,1.0,1.0
352,1.21,1.0,1.0
353,1.36,2.0,2.0
354,1.35,1.0,1.0
355,1.33,1.0,1.0
356,1.45,2.0,2.0
358,1.41,2.0,2.0
359,1.2,1.0,1.0
362,1.33,1.0,1.0
364,1.23,1.0,1.0
