,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,1.26,1.0,1.0
6,1.35,1.0,1.0
14,1.28,1.0,1.0
17,1.16,1.0,1.0
18,1.16,2.0,2.0
19,1.16,1.0,1.0
22,1.22,1.0,1.0
26,1.37,2.0,2.0
28,1.17,1.0,1.0
30,1.14,1.0,1.0
31,1.14,1.0,1.0
32,1.16,1.0,1.0
37,1.15,1.0,1.0
38,1.13,1.0,1.0
39,1.16,1.0,1.0
45,1.14,2.0,2.0
48,1.16,1.0,1.0
49,1.15,1.0,1.0
53,1.14,1.0,1.0
58,1.14,1.0,1.0
59,1.15,1.0,1.0
66,1.13,1.0,1.0
67,1.13,1.0,1.0
71,1.15,1.0,1.0
74,1.13,1.0,1.0
75,1.14,2.0,2.0
77,1.13,1.0,1.0
81,1.18,1.0,1.0
84,1.15,1.0,1.0
85,1.15,1.0,1.0
91,1.17,1.0,1.0
96,1.14,2.0,2.0
104,1.14,1.0,1.0
105,1.14,1.0,1.0
116,1.13,1.0,1.0
117,1.15,1.0,1.0
118,1.13,1.0,1.0
120,1.15,1.0,1.0
121,1.13,1.0,1.0
126,1.22,1.0,1.0
127,1.24,1.0,1.0
129,1.16,1.0,1.0
130,1.13,1.0,1.0
137,1.15,1.0,1.0
139,1.12,1.0,1.0
140,1.22,1.0,1.0
143,1.14,2.0,2.0
144,1.14,1.0,1.0
155,1.17,1.0,1.0
157,1.14,1.0,1.0
158,1.13,1.0,1.0
159,1.13,1.0,1.0
160,1.13,2.0,2.0
161,1.19,1.0,1.0
168,1.17,1.0,1.0
169,1.13,1.0,1.0
179,1.17,1.0,1.0
181,1.15,1.0,1.0
183,1.16,1.0,1.0
185,1.24,2.0,2.0
186,1.2,1.0,1.0
196,1.14,1.0,1.0
208,1.35,1.0,1.0
209,1.3,1.0,1.0
210,1.15,1.0,1.0
211,1.22,1.0,1.0
214,1.15,1.0,1.0
216,1.13,1.0,1.0
217,1.15,1.0,1.0
218,1.15,1.0,1.0
221,1.13,1.0,1.0
226,1.39,1.0,1.0
233,1.39,1.0,1.0
234,1.3,1.0,1.0
248,1.22,2.0,2.0
250,1.26,1.0,1.0
254,1.39,1.0,1.0
256,1.2,1.0,1.0
257,1.43,1.0,1.0
261,1.22,1.0,1.0
263,1.48,1.0,1.0
265,1.25,1.0,1.0
267,1.48,2.0,2.0
270,1.48,1.0,1.0
271,1.23,2.0,2.0
275,1.23,2.0,2.0
276,1.48,1.0,1.0
282,1.48,2.0,2.0
289,1.37,1.0,1.0
290,1.48,1.0,1.0
293,1.48,2.0,2.0
295,1.23,2.0,2.0
296,1.4,1.0,1.0
301,1.36,1.0,1.0
303,1.34,1.0,1.0
304,1.34,2.0,2.0
305,1.23,1.0,1.0
314,1.22,1.0,1.0
320,1.45,2.0,2.0
321,1.36,1.0,1.0
325,1.34,1.0,1.0
326,1.23,2.0,2.0
327,1.23,1.0,1.0
328,1.23,1.0,1.0
334,1.33,1.0,1.0
338,1.2,2.0,2.0
339,1.33,1.0,1.0
345,1.37,2.0,2.0
348,1.33,2.0,2.0
358,1.28,2.0,2.0
359,1.28,1.0,1.0
