,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,3.09,1.0,0.65
1,1.64,1.0,0.31
2,-0.46,1.0,0.23
3,-2.11,1.0,0.29
4,2.46,1.0,0.65
6,10.0,9.0,11.16
7,3.69,1.0,0.65
9,0.98,1.0,0.87
10,0.37,1.0,0.67
11,10.55,11.0,11.58
12,11.28,11.0,11.29
13,9.68,9.0,11.0
14,11.38,12.0,11.87
15,11.29,12.0,12.29
17,2.04,1.0,1.4
20,12.08,14.0,12.99
21,3.66,1.0,2.51
22,1.48,1.0,1.69
23,2.14,1.0,1.68
24,1.83,1.0,1.68
25,13.24,13.0,12.92
26,9.52,9.0,11.09
28,14.39,17.0,13.02
31,2.89,1.0,1.88
33,11.82,13.0,13.08
34,15.0,16.0,13.2
35,14.06,15.0,13.2
36,12.69,15.0,12.86
38,1.17,1.0,0.73
40,14.28,15.0,13.18
41,14.19,15.0,13.18
42,10.8,12.0,11.29
45,1.15,1.0,0.38
46,3.74,1.0,0.67
50,11.4,14.0,12.79
51,2.36,1.0,1.69
52,1.67,1.0,1.9
53,10.09,10.0,11.18
54,11.51,13.0,12.9
56,13.89,15.0,13.2
57,12.66,13.0,12.86
58,2.6,1.0,2.24
59,1.51,1.0,1.41
62,0.95,1.0,0.17
63,1.97,1.0,0.64
64,1.64,1.0,-0.01
65,1.05,2.0,8.67
66,0.34,1.0,0.27
68,1.38,1.0,0.9
70,0.23,1.0,0.55
71,2.65,2.0,8.64
73,1.58,1.0,0.36
74,-0.07,1.0,0.63
75,-0.78,1.0,0.63
76,0.75,1.0,0.19
77,0.21,1.0,0.83
78,0.6,1.0,0.4
81,1.96,1.0,1.24
82,0.44,1.0,0.99
83,1.16,1.0,0.99
85,1.26,1.0,0.39
86,1.43,1.0,0.41
87,1.54,1.0,0.13
90,0.56,1.0,0.39
92,1.25,1.0,0.56
94,0.34,1.0,0.52
95,0.72,1.0,1.04
99,2.1,0.0,1.17
100,0.77,1.0,0.25
102,-0.0,1.0,1.42
103,2.96,1.0,1.33
104,1.88,1.0,1.71
106,2.25,1.0,0.92
107,0.0,1.0,1.02
108,0.01,1.0,0.84
109,0.98,1.0,1.54
110,2.19,1.0,1.49
111,1.27,1.0,1.63
112,1.84,1.0,1.53
114,0.91,1.0,0.75
115,0.7,1.0,0.65
117,1.03,1.0,1.27
119,1.68,1.0,1.81
120,0.99,1.0,1.12
121,-0.19,1.0,0.84
122,-0.19,1.0,0.84
