,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,31.63,36.0,31.57
3,7.48,3.0,3.36
7,28.74,32.0,28.59
8,28.98,30.0,26.12
12,36.26,35.0,34.27
16,21.59,14.0,20.26
17,-0.7,2.0,-2.68
18,32.82,31.0,32.27
21,39.94,42.0,47.58
26,33.45,43.0,36.63
38,19.14,2.0,22.65
39,40.94,41.0,46.54
43,51.87,53.0,50.25
45,6.39,2.0,6.12
46,74.31,58.0,74.21
48,41.18,46.0,43.32
50,47.52,59.0,52.55
51,32.17,27.0,37.06
55,55.56,46.0,55.22
56,34.65,45.0,33.34
58,56.34,45.0,50.58
60,42.69,55.0,42.06
61,46.41,53.0,48.09
62,86.77,54.0,85.76
66,32.05,2.0,29.42
68,110.43,112.0,111.11
73,36.03,3.0,29.78
82,99.49,108.0,101.72
89,90.53,103.0,90.15
91,73.57,89.0,70.15
97,115.29,111.0,114.68
98,106.13,104.0,104.91
101,24.31,2.0,19.72
102,110.35,110.0,113.07
103,107.17,111.0,106.63
106,130.09,120.0,125.08
112,90.52,107.0,90.83
116,117.6,108.0,120.17
133,119.38,112.0,119.31
134,101.94,95.0,101.58
137,65.81,84.0,57.53
139,120.18,117.0,123.06
140,129.45,121.0,131.06
143,14.18,2.0,15.13
144,122.78,110.0,122.05
147,123.76,123.0,124.73
149,87.43,104.0,87.29
150,17.42,2.0,22.96
153,67.34,96.0,59.27
156,46.08,31.0,55.03
159,46.38,66.0,46.98
160,55.04,64.0,54.1
161,65.28,64.0,64.24
162,94.8,123.0,90.96
164,10.47,2.0,17.62
165,113.82,105.0,115.13
170,78.63,52.0,75.87
171,33.63,2.0,38.54
179,46.24,60.0,43.96
185,15.43,2.0,15.92
186,77.03,102.0,72.67
187,97.54,72.0,95.07
198,48.76,32.0,61.25
201,23.93,28.0,28.61
203,35.43,28.0,29.1
204,22.37,26.0,22.13
208,32.62,29.0,29.28
212,18.62,19.0,23.06
213,-1.11,2.0,-4.6
215,26.66,32.0,24.6
223,29.15,30.0,27.12
234,2.63,3.0,-1.78
235,26.32,27.0,23.04
239,27.97,27.0,25.83
244,30.71,28.0,27.9
245,18.17,22.0,21.23
252,22.45,22.0,22.47
253,20.86,22.0,22.25
254,14.97,14.0,17.72
262,2.24,2.0,0.75
263,13.2,15.0,17.5
266,15.09,18.0,18.91
267,14.47,22.0,17.39
268,12.35,10.0,15.93
274,15.49,3.0,0.9
275,2.37,2.0,-0.61
281,6.91,10.0,8.49
282,6.45,4.0,3.33
292,14.14,15.0,14.33
293,10.25,16.0,15.13
299,9.61,15.0,10.99
300,16.86,17.0,15.82
301,12.27,15.0,17.84
306,11.23,16.0,16.18
310,7.65,2.0,1.45
313,9.12,9.0,12.98
316,12.5,11.0,10.29
317,5.79,2.0,-0.59
319,11.92,8.0,6.84
322,15.42,18.0,14.95
324,8.67,9.0,6.59
325,0.08,2.0,2.8
333,17.84,14.0,18.88
341,16.65,12.0,15.34
350,32.85,29.0,30.88
357,20.43,19.0,20.66
360,2.78,2.0,-0.1
361,29.27,23.0,26.43
362,21.54,23.0,22.56
363,36.43,28.0,31.91
364,36.27,30.0,35.69
