,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,35.95,36.0,36.45
2,15.18,15.0,15.61
4,30.85,31.0,31.43
5,26.81,27.0,26.96
6,29.24,29.0,29.63
9,7.25,7.0,6.39
10,0.94,2.0,0.66
11,28.04,28.0,28.68
13,38.31,38.0,38.97
14,29.65,30.0,29.97
15,32.14,32.0,31.5
19,39.07,39.0,37.53
20,39.38,39.0,39.79
22,35.37,36.0,35.79
23,16.09,16.0,16.89
24,1.95,2.0,1.42
25,26.91,27.0,26.62
27,44.69,45.0,44.5
28,31.33,31.0,31.65
29,46.0,46.0,45.93
30,19.75,20.0,18.53
31,2.85,3.0,1.32
32,22.02,22.0,22.21
33,34.89,35.0,35.54
34,35.77,36.0,35.85
35,44.02,44.0,43.91
36,42.17,42.0,42.1
37,41.93,42.0,39.7
40,40.79,41.0,40.82
41,41.11,41.0,41.75
42,40.72,41.0,39.71
44,29.48,29.0,34.08
47,50.69,51.0,50.38
49,46.74,46.0,49.61
52,2.21,2.0,1.57
53,57.22,57.0,56.9
54,63.04,63.0,63.45
57,52.66,53.0,53.01
59,1.76,2.0,1.23
63,63.15,62.0,66.67
64,57.19,57.0,57.28
65,61.76,62.0,61.22
67,98.73,99.0,97.81
69,113.11,113.0,112.1
70,97.44,97.0,97.07
71,109.88,110.0,109.59
72,91.89,92.0,91.01
74,92.22,92.0,93.14
75,111.14,111.0,112.38
76,98.13,98.0,98.5
77,101.6,102.0,98.67
78,96.29,97.0,94.57
79,45.2,45.0,46.05
80,2.74,3.0,3.2
81,96.81,97.0,96.21
83,99.56,100.0,99.39
84,104.1,104.0,104.42
85,106.28,106.0,106.52
86,89.13,89.0,88.89
87,2.04,2.0,5.5
88,102.21,102.0,102.73
90,90.17,91.0,85.02
92,64.83,64.0,68.58
93,83.76,84.0,81.82
94,1.53,2.0,-2.37
95,90.32,91.0,89.8
96,109.3,110.0,107.12
99,103.78,104.0,102.41
100,99.29,100.0,97.44
104,111.02,111.0,110.77
105,113.57,113.0,114.26
107,95.52,96.0,93.3
108,2.76,3.0,5.12
109,114.33,113.0,114.27
110,122.85,122.0,122.05
111,122.0,122.0,124.16
113,103.48,104.0,101.63
114,94.38,96.0,92.83
115,6.41,3.0,11.1
117,110.92,111.0,110.91
118,118.86,119.0,118.51
119,120.12,120.0,122.41
120,113.66,113.0,114.22
121,101.53,102.0,97.24
122,2.68,2.0,5.97
123,117.61,114.0,118.51
124,118.39,120.0,117.74
125,120.53,122.0,120.48
126,122.32,123.0,122.36
127,122.0,123.0,121.8
128,97.47,98.0,94.48
129,3.13,2.0,10.23
130,101.0,101.0,99.81
131,123.11,124.0,121.35
132,121.4,121.0,122.98
135,57.57,58.0,58.25
136,2.15,2.0,2.75
138,105.27,104.0,105.95
141,121.55,121.0,121.4
142,101.55,101.0,101.89
145,116.72,118.0,117.83
146,120.72,121.0,120.95
148,123.3,123.0,123.97
151,114.16,115.0,115.15
152,116.72,117.0,117.81
154,82.54,84.0,78.04
155,61.77,61.0,63.95
157,2.39,2.0,1.95
158,55.82,56.0,56.98
163,82.76,83.0,83.28
166,102.66,103.0,98.58
167,117.92,118.0,116.95
168,109.45,110.0,106.83
169,74.48,74.0,74.89
172,92.41,93.0,89.01
173,72.54,72.0,74.92
174,98.97,99.0,98.86
