,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,14.98,11.0,6.38
2,6.97,2.0,5.64
3,12.99,9.0,5.16
6,46.56,39.0,43.5
9,31.82,21.0,27.32
19,63.83,65.0,63.29
21,66.46,32.0,53.99
22,67.64,45.0,49.82
35,66.26,73.0,66.82
37,36.08,2.0,24.74
38,30.37,51.0,38.62
43,21.55,23.0,27.34
46,10.98,6.0,6.98
55,69.13,64.0,70.09
58,37.66,2.0,29.03
62,35.63,37.0,33.52
63,61.73,53.0,59.73
66,33.24,35.0,35.93
69,43.22,34.0,45.79
70,25.13,16.0,26.33
79,5.51,3.0,3.76
80,26.59,3.0,7.38
81,57.95,60.0,63.44
82,44.5,70.0,45.05
85,19.09,43.0,23.6
88,50.89,44.0,52.85
90,28.69,19.0,26.77
92,30.2,30.0,35.02
93,29.14,2.0,22.23
101,51.93,84.0,66.4
103,80.66,96.0,81.83
107,41.2,40.0,50.22
112,81.81,88.0,81.02
117,71.1,80.0,72.2
118,75.18,82.0,72.69
121,42.45,56.0,48.82
126,33.01,30.0,31.57
130,12.99,10.0,5.57
133,24.06,21.0,31.88
134,20.13,15.0,14.74
135,11.38,12.0,5.92
144,18.95,25.0,27.21
150,26.23,34.0,42.54
151,33.46,54.0,41.94
154,61.11,61.0,64.21
160,66.87,67.0,68.33
162,68.47,67.0,67.88
174,44.95,42.0,48.26
178,26.52,27.0,30.38
180,35.49,42.0,37.57
181,42.24,39.0,45.97
182,30.14,34.0,31.97
184,36.83,33.0,29.23
185,26.66,22.0,40.82
188,53.44,67.0,60.93
189,49.96,55.0,51.16
190,48.31,47.0,39.34
192,11.39,17.0,7.52
194,42.86,58.0,49.93
198,57.8,60.0,61.65
199,35.98,26.0,46.27
203,67.48,73.0,72.26
206,34.11,30.0,51.52
208,67.02,78.0,72.55
214,33.3,21.0,30.78
215,47.7,55.0,53.69
217,59.78,73.0,61.73
224,23.11,25.0,25.16
227,31.89,30.0,43.73
228,38.73,24.0,34.06
233,40.21,38.0,46.17
235,20.18,25.0,8.41
243,61.68,55.0,65.99
244,44.12,45.0,47.41
247,55.66,44.0,42.7
