,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,34.36,36.0,38.54
2,17.92,15.0,15.72
3,2.74,3.0,3.69
4,29.89,31.0,30.82
5,25.31,27.0,24.96
6,29.93,29.0,30.02
7,30.49,32.0,30.8
8,29.45,30.0,28.34
11,28.69,28.0,29.08
12,36.56,35.0,35.04
13,37.98,38.0,37.81
14,25.12,30.0,27.09
16,15.33,14.0,15.5
17,1.57,2.0,1.24
18,29.93,31.0,29.55
19,39.62,39.0,38.63
21,41.49,42.0,40.92
23,16.18,16.0,18.81
24,2.49,2.0,1.14
25,24.97,27.0,25.85
26,36.43,43.0,41.15
27,39.63,45.0,49.06
28,27.05,31.0,32.2
31,3.2,3.0,2.75
32,20.69,22.0,22.49
34,28.34,36.0,36.54
35,44.56,44.0,47.07
38,4.0,2.0,4.0
39,46.53,41.0,45.08
40,40.95,41.0,39.44
41,40.37,41.0,41.87
42,39.68,41.0,38.51
43,53.85,53.0,53.92
44,42.94,29.0,39.68
45,1.76,2.0,1.23
46,65.55,58.0,62.76
49,52.08,46.0,50.21
51,28.62,27.0,30.6
53,59.74,57.0,58.39
54,66.48,63.0,64.47
55,54.42,46.0,53.89
56,44.84,45.0,45.14
57,54.96,53.0,55.75
59,0.99,2.0,2.67
60,53.41,55.0,53.28
61,57.01,53.0,53.17
62,63.38,54.0,61.07
63,66.18,62.0,63.61
64,63.7,57.0,63.46
66,2.54,2.0,3.23
67,97.03,99.0,99.03
68,110.98,112.0,110.71
69,103.32,113.0,109.81
71,109.17,110.0,110.43
72,91.5,92.0,89.96
73,5.31,3.0,4.21
74,95.58,92.0,92.25
76,98.6,98.0,99.61
78,87.19,97.0,85.09
79,46.55,45.0,45.93
80,3.26,3.0,7.4
81,96.31,97.0,96.09
82,103.35,108.0,106.44
83,100.5,100.0,98.38
84,103.08,104.0,101.68
85,105.95,106.0,107.0
88,104.83,102.0,105.67
89,91.07,103.0,91.84
90,77.04,91.0,80.63
93,82.89,84.0,82.78
94,2.49,2.0,1.54
95,88.6,91.0,87.25
98,101.69,104.0,101.03
99,101.01,104.0,103.53
100,98.54,100.0,98.07
101,2.29,2.0,1.64
102,112.03,110.0,110.62
103,109.05,111.0,109.06
104,109.09,111.0,110.6
105,113.87,113.0,112.3
109,110.84,113.0,111.06
110,120.0,122.0,120.4
112,102.66,107.0,106.76
113,102.44,104.0,106.97
115,3.96,3.0,1.53
116,109.84,108.0,106.34
117,111.78,111.0,113.02
119,119.63,120.0,119.41
120,113.62,113.0,113.24
122,1.04,2.0,1.55
123,111.14,114.0,113.23
124,119.9,120.0,121.56
125,120.68,122.0,119.87
127,119.04,123.0,120.71
129,4.91,2.0,2.46
132,123.72,121.0,118.64
135,53.53,58.0,56.32
136,2.95,2.0,3.13
137,77.3,84.0,77.2
138,103.32,104.0,104.91
139,119.05,117.0,116.62
140,121.81,121.0,120.33
142,96.47,101.0,98.16
144,109.98,110.0,112.65
145,115.56,118.0,118.37
146,120.07,121.0,120.0
148,121.55,123.0,122.62
149,101.35,104.0,101.13
150,5.81,2.0,3.17
151,111.21,115.0,110.33
152,116.9,117.0,119.62
153,80.85,96.0,82.72
154,72.69,84.0,73.81
155,65.45,61.0,64.19
158,60.49,56.0,57.17
159,61.64,66.0,63.34
160,63.48,64.0,60.95
161,71.06,64.0,70.76
162,115.87,123.0,115.95
164,2.82,2.0,1.48
167,110.09,118.0,113.9
168,98.35,110.0,99.84
169,76.13,74.0,75.96
170,66.47,52.0,66.05
174,104.87,99.0,101.59
175,95.37,96.0,95.93
178,3.65,2.0,0.11
180,60.41,69.0,66.14
181,74.0,70.0,71.45
183,56.43,61.0,60.06
186,90.12,102.0,95.87
187,86.47,72.0,79.51
188,101.58,107.0,107.4
189,61.24,64.0,61.74
190,100.57,108.0,103.02
191,54.57,64.0,50.04
193,67.65,49.0,63.67
194,49.36,39.0,46.51
197,47.46,41.0,47.83
199,3.58,3.0,2.69
200,24.16,27.0,25.1
201,27.93,28.0,27.88
203,28.15,28.0,26.42
204,25.43,26.0,25.42
205,16.67,16.0,16.27
207,23.52,24.0,23.9
208,27.98,29.0,28.91
209,27.81,26.0,27.18
211,26.47,28.0,26.51
212,15.55,19.0,17.59
213,3.41,2.0,1.85
214,25.95,26.0,25.92
219,15.84,18.0,17.85
220,6.35,5.0,3.07
224,28.73,30.0,28.92
225,27.71,28.0,25.94
226,16.91,20.0,15.25
227,4.71,3.0,4.01
228,24.29,25.0,23.28
232,24.5,27.0,24.39
234,3.38,3.0,3.5
235,27.67,27.0,27.28
236,16.99,24.0,21.86
237,24.15,26.0,23.43
239,24.47,27.0,25.81
240,13.55,14.0,14.15
243,20.53,21.0,21.44
244,26.88,28.0,27.88
245,20.53,22.0,20.47
249,13.28,16.0,16.7
250,23.84,22.0,21.61
251,22.35,22.0,25.04
