列1,曜日,外気温度,Te設定,Tc設定,Te平均値,Tc平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,COP
2022/7/24 12:00,日曜日,35,5,Ｍ,8.9,40.9,60,7.6,28.9,0,3.8
2022/7/24 13:00,日曜日,35,5,Ｍ,10,40.8,60,7.1,27.5,0,3.9
2022/7/24 14:00,日曜日,35,4,Ｍ,7.6,42,60,9.3,33.7,0,3.6
2022/7/24 15:00,日曜日,34,5,Ｍ,7.3,40.2,60,8.5,27.8,0,3.3
2022/7/24 16:00,日曜日,34,5,Ｍ,8.7,39.5,60,7.4,29,0,3.9
2022/7/24 17:00,日曜日,32,5,Ｍ,8.1,38,60,7.1,28.1,0,4
2022/7/24 18:00,日曜日,31,5,Ｍ,7.9,35.3,60,5.9,22.2,0,3.8
2022/7/24 19:00,日曜日,30,4,Ｍ,6.7,33.5,60,4.6,17.5,0,3.8
2022/7/24 20:00,日曜日,28,4,Ｍ,7.5,31.8,60,1.6,5.8,0,3.6
2022/7/24 21:00,日曜日,28,6,Ｍ,7.7,32.4,38,1,3.8,0,3.8
2022/7/25 8:00,月曜日,31,5,Ｍ,7.5,35.4,30,1.7,6.3,0,3.7
2022/7/25 9:00,月曜日,33,5,Ｍ,7.6,36.1,60,7.1,26.3,0,3.7
2022/7/25 10:00,月曜日,35,5,Ｍ,8.1,37.2,60,7.3,26.4,0,3.6
2022/7/25 11:00,月曜日,35,4,Ｍ,6.6,38.4,60,8.5,28.8,0,3.4
2022/7/25 12:00,月曜日,35,4,Ｍ,6.2,38.3,60,8.8,29.3,0,3.3
2022/7/25 13:00,月曜日,34,4,Ｍ,7,38.3,60,9.2,32.2,0,3.5
2022/7/25 14:00,月曜日,35,4,Ｍ,7.4,39.1,60,10.2,35,0,3.4
2022/7/25 15:00,月曜日,36,4,Ｍ,7.1,40.9,60,12.8,42.5,0,3.3
2022/7/25 16:00,月曜日,34,4,Ｍ,7.1,41.1,60,12,39.5,0,3.3
2022/7/25 17:00,月曜日,33,5,Ｍ,11.4,39,60,7.2,32.4,0,4.5
2022/7/25 18:00,月曜日,30,5,Ｍ,11.3,37.4,60,6.8,32.5,0,4.8
2022/7/25 19:00,月曜日,30,5,Ｍ,9.3,36,60,6.2,27.8,0,4.5
2022/7/25 20:00,月曜日,29,5,Ｍ,8.8,32.6,60,2.2,8.7,0,4
2022/7/25 21:00,月曜日,29,5,Ｍ,9,35.2,60,3.1,12.7,0,4.1
2022/7/26 8:00,火曜日,26,5,Ｍ,7.8,33.3,43,1.6,7.5,0,4.7
2022/7/26 9:00,火曜日,27,5,Ｍ,8,33.5,60,4.5,20.4,0,4.5
2022/7/26 10:00,火曜日,27,5,Ｍ,7.3,32.3,60,5.9,26.4,0,4.5
2022/7/26 11:00,火曜日,26,4,Ｍ,7,31.3,60,5.2,23.3,0,4.5
2022/7/26 12:00,火曜日,26,5,Ｍ,7.9,30.2,60,3.6,16.6,0,4.6
2022/7/26 13:00,火曜日,28,5,Ｍ,8.3,32.7,60,4.4,20.9,0,4.8
2022/7/26 14:00,火曜日,30,5,Ｍ,8.1,35.1,60,5.1,23.2,0,4.5
2022/7/26 15:00,火曜日,30,5,Ｍ,7.6,35.6,60,5.1,22.2,0,4.4
2022/7/26 16:00,火曜日,30,5,Ｍ,7.3,36.1,60,5.9,22,0,3.7
2022/7/26 17:00,火曜日,30,5,Ｍ,7.2,33.6,60,7.6,31.7,0,4.2
2022/7/26 18:00,火曜日,29,5,Ｍ,7.5,32.3,60,5.5,23.4,0,4.3
2022/7/26 19:00,火曜日,30,5,Ｍ,9.3,35.1,60,3,14,0,4.7
2022/7/26 20:00,火曜日,27,5,Ｍ,5.5,32.2,34,2,8.9,0,4.5
2022/7/26 21:00,火曜日,30,5,Ｍ,9.2,34.3,60,3.2,13.8,0,4.3
2022/7/27 8:00,水曜日,31,5,Ｍ,9.2,35.8,39,2.8,11.7,0,4.2
2022/7/27 9:00,水曜日,33,5,Ｍ,8.6,35.6,60,6.9,27.8,0,4
2022/7/27 10:00,水曜日,34,5,Ｍ,10.6,36.5,60,7.4,31.2,0,4.2
2022/7/27 11:00,水曜日,34,4,Ｍ,7.8,37.8,60,9,33,0,3.7
2022/7/27 12:00,水曜日,34,4,Ｍ,7.1,37.6,60,8.8,31.4,0,3.6
2022/7/27 13:00,水曜日,35,4,Ｍ,7.1,38.1,60,8.1,28.9,0,3.6
2022/7/27 14:00,水曜日,35,4,Ｍ,7.1,39.3,60,10.4,34.7,0,3.3
2022/7/27 15:00,水曜日,35,4,Ｍ,6.5,39.9,60,11.8,38.3,0,3.2
2022/7/27 16:00,水曜日,33,5,Ｍ,9,37.4,60,8.2,29.6,0,3.6
2022/7/27 17:00,水曜日,32,5,Ｍ,11,35.3,60,6.6,29,0,4.4
2022/7/27 18:00,水曜日,31,5,Ｍ,10.9,34.5,60,6.4,29.3,0,4.6
2022/7/27 19:00,水曜日,30,5,Ｍ,10.3,34,60,6.9,31.4,0,4.6
2022/7/27 20:00,水曜日,29,5,Ｍ,8.8,32.4,60,2.8,10.2,0,3.6
2022/7/27 21:00,水曜日,29,5,Ｍ,8.9,34,60,3.2,12.5,0,3.9
2022/7/28 8:00,木曜日,31,5,Ｍ,8.5,35.6,32,1.6,6.3,0,3.9
2022/7/28 9:00,木曜日,32,5,Ｍ,4.8,34.9,30,1.3,4.7,0,3.6
2022/7/28 10:00,木曜日,33,5,Ｍ,6.7,37.3,36,1.9,7,0,3.7
2022/7/28 11:00,木曜日,35,4,Ｍ,6.4,40.1,58,8,25,0,3.1
2022/7/28 12:00,木曜日,35,4,Ｍ,6.9,40.2,60,7.9,27,0,3.4
2022/7/28 13:00,木曜日,35,4,Ｍ,6.7,39.7,60,7.3,24.8,0,3.4
2022/7/28 14:00,木曜日,36,4,Ｍ,6.9,40,60,7.3,24.4,0,3.3
2022/7/28 15:00,木曜日,36,5,Ｍ,8.4,39.4,60,6.5,22.6,0,3.5
2022/7/28 16:00,木曜日,35,5,Ｍ,8.7,39.3,60,7,26.3,0,3.8
2022/7/28 17:00,木曜日,32,5,Ｍ,9.6,38,60,6.7,27.7,0,4.1
2022/7/28 18:00,木曜日,31,5,Ｍ,10,37.1,60,6.5,28.2,0,4.3
2022/7/28 19:00,木曜日,30,5,Ｍ,7.6,36.1,60,5.9,20.3,0,3.4
2022/7/28 20:00,木曜日,29,5,Ｍ,8.8,32.7,60,2.6,9.6,0,3.7
2022/7/28 21:00,木曜日,27,5,Ｍ,8.9,31.5,60,2.3,9.3,0,4
2022/7/29 8:00,金曜日,31,5,Ｍ,8.5,34.6,30,1.4,5.8,0,4.1
2022/7/29 9:00,金曜日,32,5,Ｍ,7.1,35.9,36,1.4,5,0,3.6
2022/7/29 10:00,金曜日,34,4,Ｍ,6.9,38.2,60,5.3,15.3,0,2.9
2022/7/29 11:00,金曜日,35,4,Ｍ,7.2,40.8,60,7.9,27.4,0,3.5
2022/7/29 12:00,金曜日,36,4,Ｍ,6.9,40.9,60,7.5,24.8,0,3.3
2022/7/29 13:00,金曜日,37,4,Ｍ,7.1,40.3,60,6.4,20.9,0,3.3
2022/7/29 14:00,金曜日,36,4,Ｍ,7.4,40.4,60,6,19.9,0,3.3
2022/7/29 15:00,金曜日,35,4,Ｍ,7,40.4,60,7.3,24.9,0,3.4
2022/7/29 16:00,金曜日,36,4,Ｍ,6.6,42.2,60,9.4,32.9,0,3.5
2022/7/29 17:00,金曜日,34,5,Ｍ,8.4,39.8,60,7.5,28.9,0,3.9
2022/7/29 18:00,金曜日,31,5,Ｍ,7.1,35.6,60,5.7,19.7,0,3.5
2022/7/29 19:00,金曜日,30,5,Ｍ,9.6,34.8,60,3.6,15.2,0,4.2
2022/7/29 20:00,金曜日,29,5,Ｍ,7.8,32.2,60,5.4,21.2,0,3.9
2022/7/29 21:00,金曜日,29,5,Ｍ,7.8,32,60,5.1,20.1,0,3.9
2022/7/30 7:00,土曜日,31,4,Ｍ,8.6,35.8,35,1.9,7.3,0,3.8
2022/7/30 8:00,土曜日,31,5,Ｍ,9,36.1,60,3.3,12.8,0,3.9
2022/7/30 9:00,土曜日,34,5,Ｍ,9.6,39.2,60,6.8,27.8,0,4.1
2022/7/30 10:00,土曜日,36,4,Ｍ,6.8,40.5,60,7.9,27.2,0,3.4
2022/7/30 11:00,土曜日,37,4,Ｍ,6.6,42.7,60,9.4,31.7,0,3.4
2022/7/30 12:00,土曜日,37,4,Ｍ,7.5,44.1,60,9.9,33.3,0,3.4
2022/7/30 13:00,土曜日,36,4,Ｍ,8.4,43.4,60,11.4,36.8,0,3.2
2022/7/30 14:00,土曜日,36,4,Ｍ,9.6,42.1,60,12.7,43.1,0,3.4
2022/7/30 15:00,土曜日,36,4,Ｍ,7,42.6,60,13.4,40.1,0,3
2022/7/30 16:00,土曜日,35,4,Ｍ,7,41.2,60,12.9,40.9,0,3.2
2022/7/30 17:00,土曜日,34,4,Ｍ,6.8,38.4,60,8.7,28.6,0,3.3
2022/7/30 18:00,土曜日,33,4,Ｍ,7,37.2,60,5.5,19.7,0,3.6
2022/7/30 19:00,土曜日,31,5,Ｍ,8.4,34.5,60,2.5,8.2,0,3.3
2022/7/30 20:00,土曜日,30,5,Ｍ,8,34.5,57,3.1,9.8,0,3.2
2022/7/30 21:00,土曜日,30,5,Ｍ,8.2,32.7,39,1.3,4,0,3.1
2022/7/31 7:00,日曜日,31,5,Ｍ,9.2,35.5,44,2.1,7.9,0,3.8
2022/7/31 8:00,日曜日,32,5,Ｍ,9,36.8,60,4.2,16.6,0,4
2022/7/31 9:00,日曜日,34,4,Ｍ,7,37.1,60,8.3,30.5,0,3.7
2022/7/31 10:00,日曜日,37,4,Ｍ,6.9,39.1,60,9.1,31.5,0,3.5
2022/7/31 11:00,日曜日,37,4,Ｍ,6.9,40,60,9.3,31.4,0,3.4
2022/7/31 12:00,日曜日,39,4,Ｍ,7.9,42.7,60,11,35.1,0,3.2
2022/7/31 13:00,日曜日,39,4,Ｍ,9.3,44.5,60,12.8,41.7,0,3.3
2022/7/31 14:00,日曜日,39,4,Ｍ,11.1,44.2,60,11.9,41.2,0,3.5
2022/7/31 15:00,日曜日,38,4,Ｍ,8.1,44.5,60,12.7,39.7,0,3.1
2022/7/31 16:00,日曜日,35,4,Ｍ,10,41.4,60,11.6,39.8,0,3.4
2022/7/31 17:00,日曜日,35,4,Ｍ,10.3,41.1,60,11.5,39.8,0,3.5
2022/7/31 18:00,日曜日,34,4,Ｍ,8.1,39.6,60,8.9,30.6,0,3.4
2022/7/31 19:00,日曜日,34,4,Ｍ,6.7,37.7,60,5.6,18.6,0,3.3
2022/7/31 20:00,日曜日,33,4,Ｍ,6.8,36.9,60,5.5,18.8,0,3.4
2022/7/31 21:00,日曜日,32,5,Ｍ,7.2,36.1,33,2.6,9.2,0,3.5
