列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,ＣＯＰ
2022/7/12 15:00,火曜日,30,5,Ｍ,5.8,37.8,60,1.4,4.4,0,3.1
2022/7/12 16:00,火曜日,28,6,Ｍ,4.7,36,60,1.4,4.7,0,3.4
2022/7/12 17:00,火曜日,27,5,Ｍ,5.6,35.7,60,1.3,4.5,0,3.5
2022/7/18 10:00,月曜日,32,4,Ｍ,2.9,36.8,45,1,2.9,0,2.9
2022/7/18 12:00,月曜日,34,4,Ｍ,4.7,37.7,55,1.3,3.7,0,2.8
2022/7/18 14:00,月曜日,34,3,Ｍ,4.6,37.4,55,1.4,3.7,0,2.6
2022/7/18 16:00,月曜日,33,4,Ｍ,4.3,37.7,55,1.3,3.7,0,2.8
2022/7/19 8:00,火曜日,30,4,Ｍ,5.2,37.6,55,1.3,4.1,0,3.2
2022/7/19 9:00,火曜日,31,4,Ｍ,6.5,38.4,60,1.4,4.5,0,3.2
2022/7/19 10:00,火曜日,32,4,Ｍ,6.4,37.9,60,1.4,4.4,0,3.1
2022/7/19 11:00,火曜日,32,4,Ｍ,6.5,36.5,60,1.4,4.5,0,3.2
2022/7/19 12:00,火曜日,31,4,Ｍ,6.4,36.5,60,1.4,4.5,0,3.2
2022/7/19 13:00,火曜日,30,3,Ｍ,6.5,35.8,60,1.3,4.5,0,3.5
2022/7/19 14:00,火曜日,29,3,Ｍ,6.4,35,60,1.3,4.6,0,3.5
2022/7/19 15:00,火曜日,29,4,Ｍ,6.5,34.4,60,1.3,4.6,0,3.5
2022/7/19 16:00,火曜日,28,4,Ｍ,5.4,34.5,60,1.4,4.9,0,3.5
2022/7/19 17:00,火曜日,28,4,Ｍ,6.3,33.8,60,1.3,4.6,0,3.5
2022/7/20 8:00,水曜日,33,5,Ｍ,2.7,38.8,46,1.1,2.9,0,2.6
2022/7/20 10:00,水曜日,35,5,Ｍ,4.3,38.5,55,1.5,3.5,0,2.3
2022/7/20 12:00,水曜日,34,5,Ｍ,4.6,38.1,55,1.5,3.6,0,2.4
2022/7/20 14:00,水曜日,35,5,Ｍ,4.4,39.2,55,1.4,3.5,0,2.5
2022/7/20 16:00,水曜日,34,5,Ｍ,4.5,39.2,55,1.4,3.6,0,2.6
2022/7/21 8:00,木曜日,32,6,Ｍ,4.9,37.6,56,1.3,3.8,0,2.9
2022/7/21 9:00,木曜日,32,4,Ｍ,6.1,38,60,1.4,4.4,0,3.1
2022/7/21 10:00,木曜日,33,5,Ｍ,6.1,38.5,60,1.4,4.3,0,3.1
2022/7/21 11:00,木曜日,34,4,Ｍ,5.9,38.5,60,1.4,4.3,0,3.1
2022/7/21 12:00,木曜日,33,5,Ｍ,5.4,37.6,60,1.4,4.3,0,3.1
2022/7/21 13:00,木曜日,34,4,Ｍ,6.6,38,60,1.5,4.4,0,2.9
2022/7/21 14:00,木曜日,34,5,Ｍ,4.3,35.4,60,1.4,4.2,0,3.0
2022/7/21 15:00,木曜日,32,4,Ｍ,6.6,37.9,60,1.4,4.4,0,3.1
2022/7/21 16:00,木曜日,31,5,Ｍ,5.4,37.3,60,1.5,4.7,0,3.1
2022/7/21 17:00,木曜日,30,5,Ｍ,6.8,35.8,60,1.3,4.6,0,3.5
2022/7/22 8:00,金曜日,31,5,Ｍ,5.6,38.4,56,1.3,4,0,3.1
2022/7/22 10:00,金曜日,29,5,Ｍ,5.4,37.5,55,1.2,4.1,0,3.4
2022/7/22 12:00,金曜日,33,4,Ｍ,5.9,37.5,55,1.3,4,0,3.1
2022/7/22 14:00,金曜日,34,4,Ｍ,6,38.1,55,1.5,3.9,0,2.6
2022/7/22 16:00,金曜日,34,4,Ｍ,5.7,37.8,55,1.4,3.9,0,2.8
2022/7/25 8:00,月曜日,33,4,Ｍ,5.3,37.5,56,1.3,4,0,3.1
2022/7/25 10:00,月曜日,36,4,Ｍ,4.3,38.1,56,1.5,3.6,0,2.4
2022/7/25 12:00,月曜日,35,3,Ｍ,4.8,38.2,56,1.5,4.1,0,2.7
2022/7/25 14:00,月曜日,34,3,Ｍ,4.5,37.9,56,1.6,4.3,0,2.7
2022/7/25 16:00,月曜日,33,3,Ｍ,4.4,37.3,56,1.5,4.4,0,2.9
2022/7/26 8:00,火曜日,26,5,Ｍ,5.4,33.2,56,1.1,4.2,0,3.8
2022/7/26 9:00,火曜日,26,4,Ｍ,6.9,36,60,1.3,4.8,0,3.7
2022/7/26 10:00,火曜日,27,5,Ｍ,6.9,35.6,60,1.3,4.8,0,3.7
2022/7/26 11:00,火曜日,26,3,Ｍ,6.5,36.1,60,1.3,5,0,3.8
2022/7/26 12:00,火曜日,26,5,Ｍ,6.6,35.2,60,1.2,4.8,0,4.0
2022/7/26 13:00,火曜日,29,4,Ｍ,7.1,37.2,60,1.3,4.8,0,3.7
2022/7/26 14:00,火曜日,30,5,Ｍ,7.4,38.6,60,1.4,4.7,0,3.4
2022/7/26 15:00,火曜日,30,4,Ｍ,7.3,37.5,60,1.4,4.7,0,3.4
2022/7/26 16:00,火曜日,30,5,Ｍ,5.9,36.5,60,1.5,4.9,0,3.3
2022/7/26 17:00,火曜日,29,4,Ｍ,7.2,35.6,60,1.3,4.7,0,3.6
2022/7/27 8:00,水曜日,32,5,Ｍ,6.2,37.7,55,1.3,3.9,0,3.0
2022/7/27 10:00,水曜日,34,5,Ｍ,5.8,38,56,1.3,3.9,0,3.0
2022/7/27 12:00,水曜日,34,4,Ｍ,5.9,37.6,56,1.4,4,0,2.9
2022/7/27 14:00,水曜日,34,4,Ｍ,5.5,38,56,1.5,4.2,0,2.8
2022/7/27 16:00,水曜日,33,5,Ｍ,5.8,37.9,56,1.3,4,0,3.1
2022/7/28 8:00,木曜日,32,5,Ｍ,5.9,37.6,56,1.3,4,0,3.1
2022/7/28 9:00,木曜日,33,4,Ｍ,7.3,38.2,60,1.4,4.6,0,3.3
2022/7/28 10:00,木曜日,33,5,Ｍ,7.1,37.5,60,1.4,4.5,0,3.2
2022/7/28 11:00,木曜日,34,3,Ｍ,6.3,37.8,60,1.6,4.7,0,2.9
2022/7/28 12:00,木曜日,34,4,Ｍ,6.9,37.7,60,1.6,4.4,0,2.8
2022/7/28 13:00,木曜日,35,3,Ｍ,5.7,38.7,60,1.8,5,0,2.8
2022/7/28 14:00,木曜日,36,4,Ｍ,7.1,38.7,60,1.7,4.4,0,2.6
2022/7/28 15:00,木曜日,35,4,Ｍ,7.2,38.6,60,1.6,4.4,0,2.8
2022/7/28 16:00,木曜日,34,5,Ｍ,5.9,37.7,60,1.7,4.6,0,2.7
2022/7/28 17:00,木曜日,32,4,Ｍ,7.2,35.8,60,1.5,4.6,0,3.1
2022/7/29 8:00,金曜日,32,5,Ｍ,5.5,38.4,56,1.3,4,0,3.1
2022/7/29 10:00,金曜日,35,4,Ｍ,5.4,37.4,56,1.4,3.8,0,2.7
2022/7/29 12:00,金曜日,36,4,Ｍ,5.9,39.2,56,1.5,3.9,0,2.6
2022/7/29 14:00,金曜日,36,4,Ｍ,6,39.6,56,1.5,4,0,2.7
2022/7/29 16:00,金曜日,35,4,Ｍ,5.9,38.3,56,1.5,3.9,0,2.6
