列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,COP
2022/7/1 7:00,金曜日,34,2,Ｍ,8,40.7,35,5,16.3,0,3.3
2022/7/1 8:00,金曜日,34,2,Ｍ,3.9,39.9,38,3.9,11.5,0,2.9
2022/7/1 9:00,金曜日,36,2,Ｍ,5.6,40.2,44,3.9,11.7,0,3.0
2022/7/1 10:00,金曜日,37,2,Ｍ,4.4,41.8,51,5.1,12.1,0,2.4
2022/7/1 11:00,金曜日,40,2,Ｍ,5.5,43.1,54,5.5,15.5,0,2.8
2022/7/1 12:00,金曜日,40,2,Ｍ,5.6,46.7,50,7.3,17.1,0,2.3
2022/7/1 13:00,金曜日,39,2,Ｍ,6.9,45.5,40,4.8,12.7,0,2.6
2022/7/1 14:00,金曜日,38,2,Ｍ,5.2,44.6,56,6.9,16.4,0,2.4
2022/7/1 15:00,金曜日,38,2,Ｍ,6,42.5,56,5.3,14.7,0,2.8
2022/7/1 16:00,金曜日,35,2,Ｍ,4.5,40.8,55,4.7,11.2,0,2.4
2022/7/1 17:00,金曜日,34,2,Ｍ,6,39,60,4.7,14.8,0,3.1
2022/7/2 20:00,土曜日,29,3,Ｍ,6.8,34.2,29,2,5.6,0,2.8
2022/7/2 21:00,土曜日,30,3,Ｍ,5.9,34.1,41,3.5,11.7,0,3.3
2022/7/3 9:00,日曜日,32,3,Ｍ,7,36.8,55,4.8,15.7,0,3.3
2022/7/3 10:00,日曜日,34,3,Ｍ,4.8,39.9,51,5.3,16,0,3.0
2022/7/3 11:00,日曜日,34,2,Ｍ,5.1,42,60,7,21.3,0,3.0
2022/7/3 12:00,日曜日,34,2,Ｍ,4.1,42.2,60,6.7,18.9,0,2.8
2022/7/3 13:00,日曜日,33,2,Ｍ,5.4,39.6,60,5.6,18.2,0,3.3
2022/7/3 14:00,日曜日,33,2,Ｍ,3.3,38.8,60,6.2,17.6,0,2.8
2022/7/3 15:00,日曜日,33,3,Ｍ,4.8,36.8,60,4.9,14.3,0,2.9
2022/7/3 16:00,日曜日,32,3,Ｍ,6,35.7,60,4.3,14.8,0,3.4
2022/7/3 17:00,日曜日,30,3,Ｍ,5.7,35.2,60,3.9,13.6,0,3.5
2022/7/4 8:00,月曜日,27,4,Ｍ,6.8,34.6,60,3.2,15.4,0,4.8
