列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,ＣＯＰ
2022/7/19 15:00,火曜日,30,4,Ｍ,7.9,31.2,60,1.4,5.7,0,4.1
2022/7/19 16:00,火曜日,29,4,Ｍ,8.1,30.6,60,1.3,5.6,0,4.3
2022/7/20 8:00,水曜日,33,5,Ｍ,7,34.5,46,1.1,4,0,3.6
2022/7/20 10:00,水曜日,36,5,Ｍ,6.8,37.4,55,2.1,7.7,0,3.7
2022/7/20 11:00,水曜日,35,5,Ｍ,7,38,1,0.1,0.2,0,2.0
2022/7/20 12:00,水曜日,34,5,Ｍ,6.6,37.4,55,2.1,7.8,0,3.7
2022/7/20 14:00,水曜日,35,5,Ｍ,7.3,36.6,55,1.8,5.9,0,3.3
2022/7/20 16:00,水曜日,34,5,Ｍ,7.4,37.1,55,1.9,6.7,0,3.5
2022/7/21 8:00,木曜日,30,6,Ｍ,8.1,31.1,56,1.1,4.6,0,4.2
2022/7/21 9:00,木曜日,32,4,Ｍ,7.2,33.8,60,1.4,5.6,0,4.0
2022/7/21 10:00,木曜日,33,5,Ｍ,7.9,32.9,60,1.3,5.3,0,4.1
2022/7/21 11:00,木曜日,34,4,Ｍ,6.9,34.7,60,1.6,5.8,0,3.6
2022/7/21 12:00,木曜日,34,5,Ｍ,6.6,37.6,60,2.4,8.9,0,3.7
2022/7/21 13:00,木曜日,35,4,Ｍ,5.5,37.8,60,3.4,12.1,0,3.6
2022/7/21 14:00,木曜日,34,5,Ｍ,7.6,35.1,60,2.2,7.2,0,3.3
2022/7/21 15:00,木曜日,33,4,Ｍ,7.2,33.3,60,2,6.4,0,3.2
2022/7/21 16:00,木曜日,31,5,Ｍ,7.9,32.2,60,1.8,6.2,0,3.4
2022/7/22 8:00,金曜日,30,5,Ｍ,7.1,32.7,56,1.3,5.2,0,4.0
2022/7/22 10:00,金曜日,30,5,Ｍ,5.9,33,55,1.5,6.2,0,4.1
2022/7/22 12:00,金曜日,34,4,Ｍ,6.3,35.7,55,1.6,5.7,0,3.6
2022/7/22 14:00,金曜日,34,4,Ｍ,6.4,36.6,55,1.6,5.8,0,3.6
2022/7/22 16:00,金曜日,34,4,Ｍ,4.9,37.5,55,3,10.5,0,3.5
2022/7/25 8:00,月曜日,33,4,Ｍ,5.6,34.2,56,1.4,4.9,0,3.5
2022/7/25 10:00,月曜日,35,4,Ｍ,5.6,37.2,56,2.8,9.4,0,3.4
2022/7/25 12:00,月曜日,35,3,Ｍ,4.4,38.4,56,3.5,11.3,0,3.2
2022/7/25 14:00,月曜日,35,3,Ｍ,4.9,37.3,56,2.6,8.6,0,3.3
2022/7/25 16:00,月曜日,33,3,Ｍ,4.4,37.2,56,3.4,11.6,0,3.4
2022/7/26 8:00,火曜日,26,5,Ｍ,8.2,30.4,56,1.4,7.4,0,5.3
2022/7/26 9:00,火曜日,27,4,Ｍ,7,31.5,60,1.6,7,0,4.4
2022/7/26 10:00,火曜日,27,5,Ｍ,9.1,30,60,1.2,5.7,0,4.8
2022/7/26 11:00,火曜日,27,3,Ｍ,7,30.3,60,1.3,6,0,4.6
2022/7/26 12:00,火曜日,27,5,Ｍ,8.9,30,60,1.2,5.6,0,4.7
2022/7/26 13:00,火曜日,29,4,Ｍ,8.1,31.3,60,1.3,5.9,0,4.5
2022/7/26 14:00,火曜日,30,5,Ｍ,7.4,34.5,60,1.8,6.9,0,3.8
2022/7/26 15:00,火曜日,31,4,Ｍ,7,34.1,60,1.6,6.3,0,3.9
2022/7/26 16:00,火曜日,30,5,Ｍ,7.7,33.2,60,1.5,6.1,0,4.1
2022/7/27 8:00,水曜日,32,5,Ｍ,6.6,34.1,56,1.4,5.4,0,3.9
2022/7/27 10:00,水曜日,34,5,Ｍ,9.9,35.5,56,1.9,7.8,0,4.1
2022/7/27 12:00,水曜日,35,4,Ｍ,6.7,37.2,56,1.7,5.9,0,3.5
2022/7/27 14:00,水曜日,34,4,Ｍ,5.3,36.9,56,2.3,7.2,0,3.1
2022/7/27 16:00,水曜日,34,5,Ｍ,7.1,36.6,56,1.6,5.7,0,3.6
2022/7/28 8:00,木曜日,33,5,Ｍ,7.9,34,56,1.4,5.3,0,3.8
2022/7/28 9:00,木曜日,33,4,Ｍ,7.1,34.8,60,1.6,6.2,0,3.9
2022/7/28 10:00,木曜日,35,5,Ｍ,7.1,37.5,60,2.8,10.7,0,3.8
2022/7/28 11:00,木曜日,35,3,Ｍ,4,38,60,4.2,14.2,0,3.4
2022/7/28 12:00,木曜日,35,4,Ｍ,5,38.2,60,4.2,14.1,0,3.4
2022/7/28 13:00,木曜日,36,3,Ｍ,4.2,38.6,60,4.4,14.3,0,3.3
2022/7/28 14:00,木曜日,35,4,Ｍ,5.9,37.7,60,3.4,10.7,0,3.1
2022/7/28 15:00,木曜日,35,4,Ｍ,5.9,38,60,3.5,11.5,0,3.3
2022/7/28 16:00,木曜日,34,5,Ｍ,6.3,37.1,60,3.1,10.8,0,3.5
2022/7/29 8:00,金曜日,31,5,Ｍ,6.9,32.6,56,1.2,4.9,0,4.1
2022/7/29 10:00,金曜日,35,4,Ｍ,5,37.2,56,2.9,10.1,0,3.5
2022/7/29 12:00,金曜日,36,4,Ｍ,5.2,39.2,56,3.4,10.8,0,3.2
2022/7/29 14:00,金曜日,36,4,Ｍ,5.3,38.6,56,3,9.7,0,3.2
2022/7/29 16:00,金曜日,35,4,Ｍ,5.2,38.2,56,3.1,10.6,0,3.4
