列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,ＣＯＰ
2022/7/30 19:00,土曜日,31,4,Ｍ,6.9,37.4,35,1.7,5.6,0,3.3
2022/7/30 21:00,土曜日,31,3,Ｍ,4.2,39,35,2.6,7.9,0,3.0
2022/7/30 22:00,土曜日,30,3,Ｍ,4.2,37.3,55,2.7,9.1,0,3.4
2022/7/30 23:00,土曜日,29,3,Ｍ,4,37.1,60,3.5,11.3,0,3.2
2022/7/31 0:00,日曜日,29,3,Ｍ,5,36.1,60,2.5,10.2,0,4.1
2022/7/31 1:00,日曜日,28,3,Ｍ,5,36,30,1.3,5.2,0,4.0
2022/7/31 8:00,日曜日,33,3,Ｍ,5.3,39.8,52,3.9,12,0,3.1
2022/7/31 9:00,日曜日,35,3,Ｍ,1.6,44,60,7.3,19.4,0,2.7
2022/7/31 10:00,日曜日,37,3,Ｍ,2.5,45.2,60,6.5,17.4,0,2.7
2022/7/31 11:00,日曜日,37,3,Ｍ,2.6,45.1,60,6.1,15.9,0,2.6
2022/7/31 12:00,日曜日,38,3,Ｍ,2.8,45.9,60,6.2,15.5,0,2.5
2022/7/31 13:00,日曜日,37,3,Ｍ,2.8,46,60,6.3,15.6,0,2.5
2022/7/31 14:00,日曜日,37,3,Ｍ,3.3,45.9,60,5.8,14.9,0,2.6
2022/7/31 15:00,日曜日,36,3,Ｍ,4.9,41.9,60,3.5,9.7,0,2.8
2022/7/31 16:00,日曜日,35,3,Ｍ,4.8,41,60,3.3,9.3,0,2.8
2022/7/31 17:00,日曜日,34,3,Ｍ,5.1,40.2,19,0.8,2.5,0,3.1
