列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,COP
2022/7/1 8:00,金曜日,34,2,Ｍ,6.8,40.2,16,2,5.5,0,2.8
2022/7/1 9:00,金曜日,36,2,Ｍ,4.3,41.8,60,9.1,23.9,0,2.6
2022/7/1 10:00,金曜日,37,2,Ｍ,4.9,41.3,60,6.5,17.1,0,2.6
2022/7/1 11:00,金曜日,38,2,Ｍ,4.6,42.6,60,6.9,17.9,0,2.6
2022/7/1 12:00,金曜日,39,2,Ｍ,6.1,42.9,60,6.1,16.8,0,2.8
2022/7/1 13:00,金曜日,38,2,Ｍ,4.1,43.6,60,7.3,17.2,0,2.4
2022/7/1 14:00,金曜日,38,2,Ｍ,3.8,42.2,50,5.3,12.9,0,2.4
2022/7/1 15:00,金曜日,37,2,Ｍ,5.7,41.1,60,5.4,16.1,0,3.0
2022/7/1 16:00,金曜日,35,2,Ｍ,4.6,39.8,47,4.1,11.9,0,2.9
2022/7/1 17:00,金曜日,34,2,Ｍ,5,38.4,51,4.7,14.4,0,3.1
2022/7/2 8:00,土曜日,32,5,Ｍ,9.4,36.6,54,3.9,14.6,0,3.7
2022/7/2 9:00,土曜日,35,5,Ｍ,7.5,38.5,60,5.5,18.3,0,3.3
2022/7/2 10:00,土曜日,36,4,Ｍ,6.7,39.7,60,5.6,17.5,0,3.1
2022/7/2 11:00,土曜日,35,4,Ｍ,8.1,41.2,60,5.6,19.8,0,3.5
2022/7/2 12:00,土曜日,37,4,Ｍ,5.5,41.1,57,5.3,15.7,0,3.0
2022/7/2 13:00,土曜日,37,4,Ｍ,5.4,41.4,54,5.2,15.2,0,2.9
2022/7/2 14:00,土曜日,36,4,Ｍ,5.5,41.4,53,5.4,15.7,0,2.9
2022/7/2 15:00,土曜日,34,4,Ｍ,6,37.1,55,2.4,7,0,2.9
2022/7/2 16:00,土曜日,34,4,Ｍ,6.5,36.6,42,2.1,6.5,0,3.1
2022/7/2 17:00,土曜日,33,4,Ｍ,4.4,37.5,56,4.7,13.4,0,2.9
2022/7/3 11:00,日曜日,35,4,Ｍ,8.5,39.5,30,2.8,9.5,0,3.4
2022/7/3 12:00,日曜日,33,4,Ｍ,5,41.4,5,0.4,1.5,0,3.8
2022/7/4 9:00,月曜日,29,5,Ｍ,6.9,36.1,58,6.4,23.5,0,3.7
2022/7/4 10:00,月曜日,29,5,Ｍ,8.1,33.4,60,4.5,19.4,0,4.3
2022/7/4 11:00,月曜日,29,5,Ｍ,7.5,33.4,60,4.1,15.5,0,3.8
2022/7/4 12:00,月曜日,29,4,Ｍ,6.8,35.2,60,4.8,18.1,0,3.8
2022/7/4 13:00,月曜日,32,4,Ｍ,7.5,36.5,60,3.7,16.1,0,4.4
2022/7/4 14:00,月曜日,31,3,Ｍ,4.4,35.8,51,3.8,12.9,0,3.4
2022/7/4 15:00,月曜日,31,4,Ｍ,7.8,35.5,59,4,16.3,0,4.1
2022/7/4 16:00,月曜日,31,4,Ｍ,6.4,36.7,60,5.9,20.5,0,3.5
2022/7/4 17:00,月曜日,30,4,Ｍ,6,35.5,60,5.1,18.6,0,3.6
2022/7/5 8:00,火曜日,31,5,Ｍ,9.7,36.8,26,2,8.9,0,4.5
2022/7/5 9:00,火曜日,33,6,Ｍ,7.1,39.1,60,7.9,26.2,0,3.3
2022/7/5 10:00,火曜日,33,6,Ｍ,8.2,38.1,60,5.8,21.3,0,3.7
2022/7/5 11:00,火曜日,33,6,Ｍ,7.6,39,60,6.3,22.4,0,3.6
2022/7/5 12:00,火曜日,33,6,Ｍ,10.1,37.3,60,4.6,20.4,0,4.4
2022/7/5 13:00,火曜日,29,6,Ｍ,7.8,35.7,60,5.7,22.7,0,4.0
2022/7/5 14:00,火曜日,29,6,Ｍ,7.6,34.4,60,4.9,18.7,0,3.8
2022/7/5 15:00,火曜日,28,6,Ｍ,8.4,34.5,60,2.1,9,0,4.3
2022/7/5 16:00,火曜日,29,6,Ｍ,9.1,33.1,60,1.9,8.8,0,4.6
2022/7/5 17:00,火曜日,29,6,Ｍ,7.7,35.7,60,3,11.5,0,3.8
2022/7/6 7:00,水曜日,29,5,Ｍ,8.7,32.7,55,2.7,12.4,0,4.6
2022/7/6 8:00,水曜日,30,6,Ｍ,7.4,35.5,60,3.7,14,0,3.8
2022/7/6 9:00,水曜日,32,6,Ｍ,9.8,34,60,2.2,10.7,0,4.9
2022/7/6 10:00,水曜日,32,6,Ｍ,9.4,36.7,60,3.4,14.8,0,4.4
2022/7/6 11:00,水曜日,33,6,Ｍ,7.9,35.5,60,4.4,15.5,0,3.5
2022/7/6 12:00,水曜日,32,6,Ｍ,8,36.7,60,4.4,14.9,0,3.4
2022/7/6 13:00,水曜日,32,5,Ｍ,7.7,34.3,60,3.1,12.5,0,4.0
2022/7/6 14:00,水曜日,29,5,Ｍ,8.1,32.8,60,3.6,14.5,0,4.0
2022/7/6 15:00,水曜日,32,6,Ｍ,8.3,34.9,60,3.2,12.3,0,3.8
2022/7/6 16:00,水曜日,30,6,Ｍ,9.7,34,60,2.3,10.2,0,4.4
2022/7/6 17:00,水曜日,30,6,Ｍ,7.8,33.8,55,3.1,11.5,0,3.7
2022/7/7 7:00,木曜日,29,6,Ｍ,9.7,32.8,46,2,9.7,0,4.9
2022/7/7 8:00,木曜日,29,6,Ｍ,8.7,35.2,60,2.1,9.9,0,4.7
2022/7/7 9:00,木曜日,28,6,Ｍ,5.9,35.8,48,2.7,9.8,0,3.6
2022/7/7 10:00,木曜日,30,6,Ｍ,9.7,33.4,60,2.4,11.9,0,5.0
2022/7/7 11:00,木曜日,30,6,Ｍ,8.1,35,60,3.5,14.1,0,4.0
2022/7/7 12:00,木曜日,31,5,Ｍ,5.9,34.5,51,2.1,8.1,0,3.9
2022/7/7 13:00,木曜日,32,5,Ｍ,8.2,35.2,60,2.9,13,0,4.5
2022/7/7 14:00,木曜日,31,5,Ｍ,5.1,36.7,42,2.9,9.5,0,3.3
2022/7/7 15:00,木曜日,32,5,Ｍ,8.6,33,60,2.8,10.1,0,3.6
2022/7/7 16:00,木曜日,30,5,Ｍ,4.9,34.8,40,3,9.2,0,3.1
2022/7/7 17:00,木曜日,32,6,Ｍ,8.7,34.4,49,1.6,7.4,0,4.6
2022/7/8 7:00,金曜日,28,6,Ｍ,9.8,34.4,31,2,9.4,0,4.7
2022/7/8 8:00,金曜日,31,6,Ｍ,7.3,34.8,60,3.3,12,0,3.6
2022/7/8 9:00,金曜日,30,6,Ｍ,9.5,34.1,60,2.5,12.3,0,4.9
2022/7/8 10:00,金曜日,31,6,Ｍ,9,35,60,2.8,12.8,0,4.6
2022/7/8 11:00,金曜日,31,5,Ｍ,6.3,35.7,60,3.6,12.4,0,3.4
2022/7/8 12:00,金曜日,33,5,Ｍ,8.1,35.8,60,3,13,0,4.3
2022/7/8 13:00,金曜日,32,5,Ｍ,6.7,34.4,60,4.1,13.6,0,3.3
2022/7/8 14:00,金曜日,33,5,Ｍ,8.5,34.4,60,3,10.8,0,3.6
2022/7/8 15:00,金曜日,33,5,Ｍ,6.7,37,60,3.7,11.7,0,3.2
2022/7/8 16:00,金曜日,32,5,Ｍ,8.3,35,60,2.6,11.3,0,4.3
2022/7/8 17:00,金曜日,31,6,Ｍ,9.5,32.7,60,2.1,9.5,0,4.5
2022/7/9 9:00,土曜日,32,6,Ｍ,7.3,37.4,41,3.3,12.7,0,3.8
2022/7/9 10:00,土曜日,33,6,Ｍ,9.3,37.1,60,4.1,18.3,0,4.5
2022/7/9 11:00,土曜日,32,5,Ｍ,7.6,37.2,60,5.7,21.1,0,3.7
2022/7/9 12:00,土曜日,33,5,Ｍ,7.6,37.4,60,5.8,21.9,0,3.8
2022/7/9 13:00,土曜日,33,5,Ｍ,7.1,38.3,60,5.9,21.3,0,3.6
2022/7/9 14:00,土曜日,33,5,Ｍ,6.5,38.2,60,6.1,21.3,0,3.5
2022/7/9 15:00,土曜日,31,5,Ｍ,8.4,34,60,3.2,12.3,0,3.8
2022/7/9 16:00,土曜日,31,5,Ｍ,8.8,31.3,60,2.7,11.1,0,4.1
2022/7/9 17:00,土曜日,30,6,Ｍ,8.2,33.4,60,2.6,10.1,0,3.9
2022/7/11 7:00,月曜日,31,5,Ｍ,8,37.5,60,6,23.1,0,3.9
2022/7/11 8:00,月曜日,32,4,Ｍ,7,37.8,60,8.6,29.2,0,3.4
2022/7/11 9:00,月曜日,32,4,Ｍ,6.4,38.1,60,9.1,30.1,0,3.3
2022/7/11 10:00,月曜日,34,4,Ｍ,6.7,39.9,60,9.5,30.5,0,3.2
2022/7/11 11:00,月曜日,35,4,Ｍ,5.9,40.7,60,9,27.6,0,3.1
2022/7/11 12:00,月曜日,36,4,Ｍ,6.5,41.3,60,9.6,29.7,0,3.1
2022/7/11 13:00,月曜日,36,4,Ｍ,6.3,41,60,9.6,29.4,0,3.1
2022/7/11 14:00,月曜日,35,4,Ｍ,6.6,40.2,60,5.8,18.7,0,3.2
2022/7/11 15:00,月曜日,35,3,Ｍ,5.3,39.8,60,6.4,19.1,0,3.0
2022/7/11 16:00,月曜日,34,3,Ｍ,5.9,38.6,60,6.1,20.2,0,3.3
2022/7/11 17:00,月曜日,32,4,Ｍ,7.5,36.2,60,4.3,16.9,0,3.9
2022/7/12 7:00,火曜日,29,6,Ｍ,7,37.2,29,3.4,11.5,0,3.4
2022/7/12 8:00,火曜日,29,6,Ｍ,7.6,36.2,60,8.2,29.5,0,3.6
2022/7/12 9:00,火曜日,30,5,Ｍ,7.6,35,60,4.9,19.8,0,4.0
2022/7/12 10:00,火曜日,32,6,Ｍ,8.2,37.1,60,4.2,17.1,0,4.1
2022/7/12 11:00,火曜日,31,5,Ｍ,6.8,36.1,60,5,17.6,0,3.5
2022/7/12 12:00,火曜日,30,5,Ｍ,7.2,34.8,60,4.9,19.3,0,3.9
2022/7/12 13:00,火曜日,31,5,Ｍ,7.9,36.6,60,3.7,16.3,0,4.4
2022/7/12 14:00,火曜日,29,5,Ｍ,6.9,35,60,4.4,15.7,0,3.6
2022/7/12 15:00,火曜日,30,6,Ｍ,9.7,33.6,60,3.6,16.1,0,4.5
2022/7/12 16:00,火曜日,28,6,Ｍ,7.3,35.2,60,4.2,16,0,3.8
2022/7/12 17:00,火曜日,30,6,Ｍ,9.4,34.9,60,2.8,13.9,0,5.0
2022/7/13 7:00,水曜日,24,6,Ｍ,10.5,32.2,10,0.4,2.3,0,5.8
2022/7/13 8:00,水曜日,26,6,Ｍ,7.9,33.7,60,4.9,22.5,0,4.6
2022/7/13 9:00,水曜日,25,6,Ｍ,7.7,32.7,60,4.2,19.4,0,4.6
2022/7/13 10:00,水曜日,29,6,Ｍ,9.4,32.2,60,2.9,15.7,0,5.4
2022/7/13 11:00,水曜日,28,6,Ｍ,8.2,34.8,60,3,12.2,0,4.1
2022/7/13 12:00,水曜日,26,6,Ｍ,9,35.5,60,2.3,11,0,4.8
2022/7/13 13:00,水曜日,29,6,Ｍ,9.7,36.3,60,2.6,13.1,0,5.0
2022/7/13 14:00,水曜日,28,6,Ｍ,8,36.7,60,3.4,12.9,0,3.8
2022/7/13 15:00,水曜日,28,6,Ｍ,9.3,35.8,60,2.4,11.6,0,4.8
2022/7/13 16:00,水曜日,28,6,Ｍ,7.1,34,60,3.1,11.7,0,3.8
2022/7/13 17:00,水曜日,29,6,Ｍ,9.9,36.5,60,2.2,10.5,0,4.8
2022/7/14 7:00,木曜日,26,6,Ｍ,9.8,31.7,56,2,10.5,0,5.3
2022/7/14 8:00,木曜日,28,6,Ｍ,8,35.6,60,3,11.8,0,3.9
2022/7/14 9:00,木曜日,28,6,Ｍ,8.9,32.3,60,2.6,12.5,0,4.8
2022/7/14 10:00,木曜日,29,6,Ｍ,9,33.6,60,3.2,15.4,0,4.8
2022/7/14 11:00,木曜日,30,6,Ｍ,8.3,34.6,60,2.9,11.4,0,3.9
2022/7/14 12:00,木曜日,29,6,Ｍ,9.4,32.9,60,2.3,11.5,0,5.0
2022/7/14 13:00,木曜日,28,6,Ｍ,7.7,35.7,60,3,11.8,0,3.9
2022/7/14 14:00,木曜日,28,6,Ｍ,9.6,36.7,60,2.8,14,0,5.0
