列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,COP
2022/7/9 16:00,土曜日,29,5,Ｍ,8.2,32.7,60,2.2,7,0,3.2
2022/7/9 17:00,土曜日,28,6,Ｍ,9.2,31.7,60,2.1,6.4,0,3.0
2022/7/10 10:00,日曜日,31,6,Ｍ,9.6,36,26,1.3,5.2,0,4.0
2022/7/11 6:00,月曜日,28,5,Ｍ,10.1,34.8,20,1,4.5,0,4.5
2022/7/11 7:00,月曜日,28,5,Ｍ,8.1,35.6,60,3.2,14.1,0,4.4
2022/7/11 8:00,月曜日,29,4,Ｍ,4.8,36.2,44,2.8,9,0,3.2
2022/7/11 9:00,月曜日,30,4,Ｍ,6.9,34.7,60,2.2,7.1,0,3.2
2022/7/11 10:00,月曜日,32,5,Ｍ,8.3,35.3,60,2.6,8.6,0,3.3
2022/7/11 11:00,月曜日,33,4,Ｍ,6.1,37.4,60,3.4,9.4,0,2.8
2022/7/11 12:00,月曜日,32,4,Ｍ,6.8,36.3,60,2.6,7,0,2.7
2022/7/11 13:00,月曜日,34,4,Ｍ,6.3,36.5,60,2.5,6.4,0,2.6
2022/7/11 14:00,月曜日,35,4,Ｍ,6.8,37.7,60,2.6,6.7,0,2.6
2022/7/11 15:00,月曜日,33,3,Ｍ,5.7,37.9,46,2.1,5.8,0,2.8
2022/7/11 16:00,月曜日,31,3,Ｍ,2.6,38.5,32,2.3,5.4,0,2.3
2022/7/11 17:00,月曜日,30,4,Ｍ,5.2,34.8,58,2.3,5.8,0,2.5
2022/7/11 18:00,月曜日,30,4,Ｍ,6.1,36.8,52,2,7.3,0,3.7
2022/7/11 19:00,月曜日,29,4,Ｍ,6.4,36.6,60,2.7,9.4,0,3.5
2022/7/12 6:00,火曜日,27,6,Ｍ,11.6,35.3,20,0.7,3.8,0,5.4
2022/7/12 7:00,火曜日,28,6,Ｍ,9.4,37.2,60,2.9,13.3,0,4.6
2022/7/12 8:00,火曜日,27,6,Ｍ,7.8,36.7,60,3.2,12.2,0,3.8
2022/7/12 9:00,火曜日,28,5,Ｍ,6.8,33,60,1.8,6.1,0,3.4
2022/7/12 10:00,火曜日,28,6,Ｍ,7,34.5,50,1.5,5.4,0,3.6
2022/7/12 11:00,火曜日,27,5,Ｍ,3.6,33.6,40,1.3,4.4,0,3.4
2022/7/12 12:00,火曜日,28,5,Ｍ,6.7,33.1,60,1.8,6.2,0,3.4
2022/7/12 13:00,火曜日,28,5,Ｍ,4.3,35.4,50,2.3,6.7,0,2.9
2022/7/12 14:00,火曜日,27,5,Ｍ,5.2,34.2,44,1.2,4.3,0,3.6
2022/7/12 15:00,火曜日,28,6,Ｍ,8,35.3,60,1.7,6.7,0,3.9
2022/7/12 16:00,火曜日,25,6,Ｍ,7.2,33.5,60,1.5,5.7,0,3.8
2022/7/12 17:00,火曜日,25,6,Ｍ,6.4,32.7,51,1.2,4.6,0,3.8
2022/7/12 18:00,火曜日,25,6,Ｍ,4.9,32.6,49,1,3.3,0,3.3
2022/7/12 19:00,火曜日,25,6,Ｍ,7.2,34.3,60,2,6.7,0,3.4
2022/7/13 6:00,水曜日,23,6,Ｍ,10.1,34.3,20,0.9,4.6,0,5.1
2022/7/13 7:00,水曜日,24,6,Ｍ,9.6,34.9,60,2.4,12.7,0,5.3
2022/7/13 8:00,水曜日,23,6,Ｍ,9,33.1,60,2,9.6,0,4.8
2022/7/13 9:00,水曜日,23,6,Ｍ,3.8,31.1,50,1.8,5.1,0,2.8
2022/7/13 10:00,水曜日,23,6,Ｍ,6.1,31.4,54,1.3,5.1,0,3.9
2022/7/13 11:00,水曜日,24,6,Ｍ,7.4,31.8,60,1.4,5.7,0,4.1
2022/7/13 12:00,水曜日,23,6,Ｍ,6.1,32,55,1.3,5.1,0,3.9
2022/7/13 13:00,水曜日,24,6,Ｍ,7,31.6,60,1.4,5.8,0,4.1
2022/7/13 14:00,水曜日,24,6,Ｍ,6.5,34.3,43,2,7,0,3.5
2022/7/13 15:00,水曜日,26,6,Ｍ,7.4,32.8,53,1.3,5.6,0,4.3
2022/7/13 16:00,水曜日,24,6,Ｍ,5.5,31.7,57,1.3,4.6,0,3.5
2022/7/13 17:00,水曜日,25,6,Ｍ,7.9,32.4,60,1.4,6,0,4.3
2022/7/14 6:00,木曜日,24,6,Ｍ,10.1,34.2,20,0.9,4.5,0,5.0
2022/7/14 7:00,木曜日,23,6,Ｍ,7.3,33.4,60,2.8,10.8,0,3.9
2022/7/14 8:00,木曜日,26,6,Ｍ,7.3,31.6,60,1.4,5.5,0,3.9
2022/7/14 9:00,木曜日,26,6,Ｍ,6.6,33.9,56,1.7,7.4,0,4.4
2022/7/14 10:00,木曜日,26,6,Ｍ,8.8,34.5,60,1.9,8.3,0,4.4
2022/7/14 11:00,木曜日,27,6,Ｍ,7.4,35.9,47,2.3,8.2,0,3.6
2022/7/14 12:00,木曜日,24,6,Ｍ,7.7,33,54,1.5,6.8,0,4.5
2022/7/14 13:00,木曜日,24,6,Ｍ,9.4,33.7,60,1.9,9.4,0,4.9
2022/7/14 14:00,木曜日,23,6,Ｍ,9.5,33,60,1.7,8,0,4.7
2022/7/14 15:00,木曜日,23,6,Ｍ,5.4,33,43,1.9,6.3,0,3.3
2022/7/14 16:00,木曜日,24,6,Ｍ,9.6,33,60,1.7,8.6,0,5.1
2022/7/14 17:00,木曜日,24,6,Ｍ,9.1,32.8,60,1.7,8.1,0,4.8
2022/7/14 18:00,木曜日,23,6,Ｍ,7,31.9,34,0.9,4.3,0,4.8
2022/7/14 19:00,木曜日,22,5,Ｍ,7.1,32.2,60,2,7.7,0,3.9
2022/7/15 6:00,金曜日,25,6,Ｍ,10.3,35.5,21,1.1,5.1,0,4.6
2022/7/15 7:00,金曜日,26,6,Ｍ,9,35.5,59,3.1,14.5,0,4.7
2022/7/15 8:00,金曜日,25,6,Ｍ,8.1,33.4,60,3.1,12.8,0,4.1
2022/7/15 9:00,金曜日,22,6,Ｍ,5,29.7,39,1.1,5,0,4.5
2022/7/15 10:00,金曜日,24,6,Ｍ,7.7,31.8,60,1.5,7,0,4.7
2022/7/15 11:00,金曜日,24,6,Ｍ,9.3,33.8,60,1.7,7.6,0,4.5
2022/7/15 12:00,金曜日,25,6,Ｍ,4.2,35.2,37,1.8,5.9,0,3.3
2022/7/15 13:00,金曜日,26,6,Ｍ,9.4,34.4,60,1.8,8,0,4.4
2022/7/15 14:00,金曜日,24,6,Ｍ,9.4,32.6,60,1.7,8,0,4.7
2022/7/15 15:00,金曜日,23,6,Ｍ,9.4,31.7,60,1.5,7.5,0,5.0
2022/7/15 16:00,金曜日,23,6,Ｍ,4.5,32.4,39,1.7,5.5,0,3.2
2022/7/15 17:00,金曜日,23,6,Ｍ,7,31.1,53,1.3,6.4,0,4.9
2022/7/16 9:00,土曜日,25,6,Ｍ,10.3,34.8,34,1.5,8,0,5.3
2022/7/16 10:00,土曜日,25,6,Ｍ,7.8,35.3,60,3.3,13.9,0,4.2
2022/7/16 11:00,土曜日,23,5,Ｍ,8.2,30.9,60,1.6,7.4,0,4.6
2022/7/16 12:00,土曜日,24,6,Ｍ,9.2,33.6,60,1.8,8.6,0,4.8
2022/7/16 13:00,土曜日,24,6,Ｍ,9.3,33.8,23,0.7,3.3,0,4.7
2022/7/18 8:00,月曜日,29,4,Ｍ,9.7,35.1,15,0.8,3.7,0,4.6
2022/7/18 9:00,月曜日,30,4,Ｍ,5.6,37.9,60,5.1,18.1,0,3.5
2022/7/18 10:00,月曜日,32,4,Ｍ,5.9,38.2,60,4.6,15.2,0,3.3
2022/7/18 11:00,月曜日,34,4,Ｍ,7,39.5,60,4.2,14.9,0,3.5
2022/7/18 12:00,月曜日,33,4,Ｍ,5.8,39,60,4.3,12.2,0,2.8
2022/7/18 13:00,月曜日,34,3,Ｍ,6.2,39.3,60,3.9,12.8,0,3.3
2022/7/18 14:00,月曜日,33,3,Ｍ,5.1,41.1,60,5,14.6,0,2.9
2022/7/18 15:00,月曜日,34,4,Ｍ,7.1,39,60,3.6,11.7,0,3.3
2022/7/18 16:00,月曜日,32,4,Ｍ,5.8,38.5,60,4.2,11.8,0,2.8
2022/7/18 17:00,月曜日,31,4,Ｍ,7.3,35.9,60,2.6,7.6,0,2.9
2022/7/19 6:00,火曜日,28,5,Ｍ,9.2,36.3,20,1.2,4.6,0,3.8
2022/7/19 7:00,火曜日,29,5,Ｍ,6.9,37.1,60,4.2,15.9,0,3.8
2022/7/19 8:00,火曜日,30,4,Ｍ,7,36.8,60,4.1,16.6,0,4.0
2022/7/19 9:00,火曜日,30,4,Ｍ,4.3,36.9,49,2.9,8.4,0,2.9
2022/7/19 10:00,火曜日,31,4,Ｍ,7.2,37.5,60,3.4,11.9,0,3.5
2022/7/19 11:00,火曜日,30,4,Ｍ,6.2,36.2,60,3.6,11.1,0,3.1
2022/7/19 12:00,火曜日,30,4,Ｍ,7.6,35.9,60,3.1,11,0,3.5
2022/7/19 13:00,火曜日,29,3,Ｍ,6.6,35,60,3,10.1,0,3.4
2022/7/19 14:00,火曜日,28,3,Ｍ,4.3,36.8,42,2.6,8.1,0,3.1
2022/7/19 15:00,火曜日,28,4,Ｍ,7.3,34,60,2.5,9.3,0,3.7
2022/7/19 16:00,火曜日,27,4,Ｍ,5.4,33.8,57,2.2,7.7,0,3.5
2022/7/19 17:00,火曜日,27,4,Ｍ,-0.3,34.9,39,2.3,5.6,0,2.4
2022/7/20 6:00,水曜日,28,6,Ｍ,10.8,35.7,20,1,4.4,0,4.4
2022/7/20 7:00,水曜日,31,5,Ｍ,8,37.7,60,3.9,15.6,0,4.0
2022/7/20 8:00,水曜日,32,5,Ｍ,7.7,39,60,4.3,15,0,3.5
2022/7/20 9:00,水曜日,32,5,Ｍ,8.7,37.1,60,2.9,9.4,0,3.2
2022/7/20 10:00,水曜日,33,5,Ｍ,5,39.5,50,3.3,9.1,0,2.8
2022/7/20 11:00,水曜日,35,5,Ｍ,8.5,39,60,3,9.3,0,3.1
2022/7/20 12:00,水曜日,34,5,Ｍ,8.3,38.8,60,3.3,11.2,0,3.4
2022/7/20 13:00,水曜日,33,4,Ｍ,4.4,39.3,52,3.2,8.2,0,2.6
2022/7/20 14:00,水曜日,34,5,Ｍ,8.3,39.6,60,3.4,11.4,0,3.4
2022/7/20 15:00,水曜日,34,5,Ｍ,6.3,38.2,55,2.5,7.2,0,2.9
2022/7/20 16:00,水曜日,33,5,Ｍ,4.8,39.7,52,3.4,9,0,2.6
2022/7/20 17:00,水曜日,33,5,Ｍ,8.3,38.1,60,3,9.6,0,3.2
2022/7/21 6:00,木曜日,27,6,Ｍ,11.4,33.4,20,0.8,3.8,0,4.8
2022/7/21 7:00,木曜日,28,6,Ｍ,7.8,35.8,60,3.7,15.2,0,4.1
2022/7/21 8:00,木曜日,31,6,Ｍ,9.1,36.4,60,3.1,13.9,0,4.5
2022/7/21 9:00,木曜日,30,5,Ｍ,7.3,36.3,60,3.5,10.8,0,3.1
2022/7/21 10:00,木曜日,33,5,Ｍ,8.8,36.9,60,3,10.5,0,3.5
2022/7/21 11:00,木曜日,32,5,Ｍ,8.6,37.5,60,3.1,10.6,0,3.4
2022/7/21 12:00,木曜日,31,5,Ｍ,7.7,37,60,3.5,10.9,0,3.1
2022/7/21 13:00,木曜日,33,5,Ｍ,8.6,38,60,2.9,9.5,0,3.3
2022/7/21 14:00,木曜日,31,5,Ｍ,8.5,36.5,60,3.2,11.7,0,3.7
2022/7/21 15:00,木曜日,31,5,Ｍ,5.7,38.3,47,3.2,10.2,0,3.2
2022/7/21 16:00,木曜日,30,5,Ｍ,8.4,36.3,60,3.2,11.9,0,3.7
2022/7/21 17:00,木曜日,28,6,Ｍ,7.6,34.7,56,3.1,9.6,0,3.1
2022/7/21 18:00,木曜日,28,5,Ｍ,6.4,35.8,53,1.6,6.1,0,3.8
2022/7/21 19:00,木曜日,28,5,Ｍ,8.7,37.5,60,2.1,9,0,4.3
2022/7/22 6:00,金曜日,28,6,Ｍ,10.9,35,21,0.7,3.3,0,4.7
2022/7/22 7:00,金曜日,28,6,Ｍ,8.2,34.6,50,1.6,6.6,0,4.1
2022/7/22 8:00,金曜日,30,5,Ｍ,6.2,36.8,46,2.7,9.1,0,3.4
2022/7/22 9:00,金曜日,26,5,Ｍ,8.6,34.2,60,2.6,11.4,0,4.4
2022/7/22 10:00,金曜日,27,5,Ｍ,5.3,36.5,40,2.8,9.8,0,3.5
2022/7/22 11:00,金曜日,30,5,Ｍ,8,36.2,60,3,11.4,0,3.8
2022/7/22 12:00,金曜日,32,4,Ｍ,7.6,38,60,3.5,11.9,0,3.4
2022/7/22 13:00,金曜日,34,4,Ｍ,4.7,39.3,52,3.3,8.9,0,2.7
2022/7/22 14:00,金曜日,34,4,Ｍ,7.5,39.3,60,3.5,11,0,3.1
2022/7/22 15:00,金曜日,34,4,Ｍ,4.5,42.2,43,3.7,10.4,0,2.8
2022/7/22 16:00,金曜日,33,4,Ｍ,7.5,38.8,60,3.4,10.3,0,3.0
2022/7/22 17:00,金曜日,32,5,Ｍ,7.4,38.8,60,4.1,12.4,0,3.0
2022/7/22 18:00,金曜日,30,5,Ｍ,7,35.3,49,2,6.4,0,3.2
2022/7/22 19:00,金曜日,29,5,Ｍ,7.9,34.3,60,2.5,8.5,0,3.4
2022/7/23 9:00,土曜日,33,5,Ｍ,8.6,38.4,40,2.8,9.6,0,3.4
2022/7/23 10:00,土曜日,34,5,Ｍ,8.8,39.5,60,4,13.9,0,3.5
2022/7/23 11:00,土曜日,36,5,Ｍ,8.4,38.8,60,2.9,8.7,0,3.0
2022/7/23 12:00,土曜日,36,4,Ｍ,6.1,40.5,52,3.4,8.4,0,2.5
2022/7/23 17:00,土曜日,32,5,Ｍ,8.4,35.5,60,1.7,4.9,0,2.9
2022/7/25 6:00,月曜日,28,5,Ｍ,11.7,32.7,10,0.3,1.2,0,4.0
2022/7/25 7:00,月曜日,29,5,Ｍ,6.7,32.7,35,1,3.4,0,3.4
2022/7/25 8:00,月曜日,32,4,Ｍ,5.9,36.9,51,2.2,7.4,0,3.4
2022/7/25 9:00,月曜日,33,4,Ｍ,6.5,36.9,60,2.5,7.1,0,2.8
2022/7/25 10:00,月曜日,35,4,Ｍ,4.9,40.4,40,2.6,7.2,0,2.8
2022/7/25 11:00,月曜日,36,3,Ｍ,6,40,60,3.5,10.1,0,2.9
2022/7/25 12:00,月曜日,34,3,Ｍ,5.3,37.8,43,1.9,4.6,0,2.4
2022/7/25 13:00,月曜日,33,3,Ｍ,3.5,39,35,2.3,5.1,0,2.2
2022/7/25 14:00,月曜日,32,3,Ｍ,5.3,37.7,26,1.1,3.1,0,2.8
2022/7/25 15:00,月曜日,33,3,Ｍ,5.1,37.5,47,2.2,6.1,0,2.8
2022/7/25 16:00,月曜日,32,3,Ｍ,5.2,37.4,52,2.6,7.5,0,2.9
2022/7/25 17:00,月曜日,31,4,Ｍ,5.7,37.3,48,2.9,8,0,2.8
2022/7/25 18:00,月曜日,29,4,Ｍ,6.7,37.1,32,1.9,7.3,0,3.8
2022/7/25 19:00,月曜日,29,4,Ｍ,7.5,34.3,60,2.7,9.6,0,3.6
2022/7/26 6:00,火曜日,26,5,Ｍ,9.8,35.2,20,1.1,4.8,0,4.4
2022/7/26 7:00,火曜日,26,6,Ｍ,8,34.3,60,3.4,13.1,0,3.9
2022/7/26 8:00,火曜日,25,5,Ｍ,8.5,31.5,60,2.2,10,0,4.5
2022/7/26 9:00,火曜日,25,5,Ｍ,5.9,31.6,50,1.6,6.2,0,3.9
2022/7/26 10:00,火曜日,25,5,Ｍ,6,36.3,30,1.8,5.5,0,3.1
2022/7/26 11:00,火曜日,25,4,Ｍ,7.1,32.6,59,1.9,8.2,0,4.3
2022/7/26 12:00,火曜日,24,5,Ｍ,4.1,32.1,51,1.2,4.4,0,3.7
2022/7/26 13:00,火曜日,27,5,Ｍ,8.4,34.3,60,2.1,9,0,4.3
2022/7/26 14:00,火曜日,29,5,Ｍ,6.7,36,33,1.9,5.9,0,3.1
2022/7/26 15:00,火曜日,28,5,Ｍ,4.5,34.5,37,1.4,4.7,0,3.4
2022/7/26 16:00,火曜日,29,5,Ｍ,6.2,35.6,50,1.6,5.8,0,3.6
2022/7/26 17:00,火曜日,28,5,Ｍ,6.8,35,51,1.5,5.3,0,3.5
2022/7/26 18:00,火曜日,28,5,Ｍ,6,33.9,52,1.1,3.6,0,3.3
2022/7/26 19:00,火曜日,28,5,Ｍ,7.6,34,60,1.3,4.3,0,3.3
2022/7/27 6:00,水曜日,29,6,Ｍ,8.1,37.7,20,1.7,5,0,2.9
2022/7/27 7:00,水曜日,30,5,Ｍ,8.7,36.2,60,3.5,13.7,0,3.9
2022/7/27 8:00,水曜日,31,5,Ｍ,8.4,35.8,60,2.9,10.6,0,3.7
2022/7/27 9:00,水曜日,32,5,Ｍ,3.8,38.8,40,2.8,7.4,0,2.6
2022/7/27 10:00,水曜日,32,5,Ｍ,6.6,37.5,37,1.9,6.1,0,3.2
2022/7/27 11:00,水曜日,33,4,Ｍ,7.5,38.4,60,3.1,10,0,3.2
2022/7/27 12:00,水曜日,32,4,Ｍ,5.2,41.1,30,2.6,7,0,2.7
2022/7/27 13:00,水曜日,34,4,Ｍ,7.7,38.3,58,2.9,8.8,0,3.0
2022/7/27 14:00,水曜日,33,4,Ｍ,5.5,37.4,51,2,5.2,0,2.6
2022/7/27 15:00,水曜日,32,4,Ｍ,4,37.5,44,1.9,5.5,0,2.9
2022/7/27 16:00,水曜日,33,5,Ｍ,4.5,40.2,24,2,5.5,0,2.8
2022/7/27 17:00,水曜日,31,5,Ｍ,5.3,36.4,29,1.2,3.9,0,3.3
