,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,2.05,3.24
2,40.4,1.94
4,25.67,3.61
5,3.31,1.9
6,7.81,0.83
9,24.84,9.37
10,25.88,22.23
11,13.93,12.87
13,40.99,5.62
14,12.43,5.96
15,14.95,3.2
19,38.06,2.31
20,105.33,2.99
22,1.11,6.24
23,8.04,3.34
24,8.57,2.41
25,11.06,0.74
27,10.67,5.59
28,25.98,0.56
29,4.35,7.18
30,18.56,7.4
31,8.42,4.7
32,12.46,12.4
33,11.15,6.3
34,22.04,5.5
35,23.82,4.65
36,5.06,9.03
37,25.75,1.76
40,17.27,6.07
41,16.06,0.84
42,10.0,3.03
44,21.47,0.88
47,36.83,3.09
49,16.61,0.65
52,19.43,0.99
53,19.14,0.16
54,136.21,16.79
57,13.02,15.57
59,28.39,0.36
63,14.71,1.77
64,5.72,2.52
65,36.14,3.03
67,15.87,7.14
69,3.63,3.41
70,4.55,0.31
71,8.95,0.58
72,inf,inf
74,11.94,5.45
75,5.83,0.34
76,30.71,5.04
77,27.65,9.42
78,256.67,1.39
79,18.6,0.7
80,4.17,5.63
81,13.39,9.93
83,20.35,10.36
84,66.64,9.86
85,13.8,23.98
86,14.35,32.47
87,12.92,10.06
88,12.15,7.84
90,6.63,0.17
92,6.73,1.74
93,50.43,3.88
94,24.29,5.58
95,12.37,6.11
96,9.43,5.84
99,142.59,3.81
100,86.67,35.89
104,0.6,6.59
105,6.86,7.38
107,6.46,36.54
108,61.02,26.82
109,2.29,1.06
110,2.65,1.06
111,1.14,1.06
113,75.89,30.05
114,91.42,35.9
115,75.89,32.06
117,5.35,5.92
118,8.8,6.92
119,22.46,18.3
120,1.54,5.59
121,70.47,26.29
122,64.89,36.71
123,4.4,3.09
124,3.42,11.06
125,13.5,8.74
126,7.99,2.89
127,9.15,3.63
128,36.24,19.42
129,12.33,20.68
130,45.17,15.26
131,8.77,4.6
132,9.26,4.74
135,9.71,6.12
136,20.78,2.65
138,116.41,4.52
141,2.95,2.46
142,67.13,33.03
145,0.95,0.88
146,3.05,1.5
148,1.51,4.89
151,2.85,1.82
152,7.59,0.14
154,3.12,1.66
155,24.05,0.94
157,14.74,10.35
158,3.06,3.09
163,16.64,35.1
166,125.26,0.11
167,18.38,7.2
168,12.46,4.51
169,4.9,0.4
172,29.71,12.94
173,9.3,10.33
174,3.54,20.21
175,inf,inf
176,15.85,20.92
177,inf,inf
178,2.17,18.46
180,0.58,0.79
181,44.54,14.04
182,20.34,5.7
183,136.11,9.87
184,3.42,25.69
188,3.68,6.47
189,7.59,4.61
190,3.87,7.48
191,30.5,2.58
192,42.61,2.45
193,4.45,1.73
194,2.06,3.41
195,0.08,2.72
196,42.06,3.76
197,32.15,0.17
199,24.66,7.28
200,255.21,38.62
202,32.66,9.0
205,18.18,2.5
206,5.62,5.69
207,166.51,1.61
209,84.04,1.62
210,1.2,10.27
211,0.43,15.83
214,18.52,8.95
216,inf,inf
217,98.82,22.5
218,69.59,8.06
219,31.85,1.13
220,1.09,3.95
221,20.69,4.83
222,17.71,8.87
224,12.83,7.44
225,22.08,9.27
226,28.96,12.08
227,3.04,5.08
228,14.71,2.46
229,10.38,1.26
230,23.13,8.68
231,5.03,16.66
232,10.09,3.45
233,30.18,8.21
236,21.17,10.97
237,10.29,2.06
238,11.18,11.05
240,32.74,4.31
241,51.72,5.37
242,15.34,1.03
243,3.92,4.04
246,5.81,1.76
247,17.39,8.19
248,51.79,0.21
249,6.7,0.97
250,5.75,3.4
251,1.09,1.99
255,63.48,17.37
256,6.32,2.18
257,12.15,0.67
258,6.92,2.34
259,6.93,2.48
260,4.54,6.96
261,81.75,2.66
264,1.03,2.43
265,6.08,2.54
269,23.4,6.48
270,20.09,1.11
271,19.43,0.71
272,1045.41,40.78
273,854.45,35.7
276,10.53,2.91
277,1170.9,44.1
278,15.05,5.35
279,1.71,1.08
280,17.83,2.3
283,11.24,3.93
284,39.64,1.86
285,10.62,0.85
286,2.6,1.89
287,3.86,0.35
288,1.67,2.36
289,10.08,3.89
290,0.52,2.97
291,11.85,2.01
294,8.81,1.39
295,7.51,3.2
296,20.15,2.37
297,2.8,11.3
298,8.38,0.81
302,5.73,3.78
303,14.23,2.1
304,77.36,0.55
305,1.88,1.84
307,2.45,1.9
308,13.71,0.26
309,10.02,0.77
311,57.35,2.38
312,3.75,1.28
314,3.71,1.07
315,11.92,4.76
318,11.7,3.71
320,15.7,0.31
321,10.55,0.39
323,2.61,0.85
326,2.37,3.52
327,3.71,2.45
328,175.54,4.28
329,2.97,2.47
330,14.36,1.69
331,95.82,2.44
332,37.11,10.77
334,4.61,8.07
335,10.61,10.29
336,13.46,4.76
337,6.88,0.82
338,17.04,10.79
339,80.24,4.22
340,6.76,0.9
342,11.12,2.7
343,16.9,2.04
344,1.05,9.56
345,25.75,8.41
346,19.65,4.37
347,48.66,5.03
348,5.27,4.7
349,11.06,3.77
351,1.83,6.06
352,15.94,9.47
353,7.39,1.12
354,55.28,1.67
355,10.86,2.11
356,495.27,15.91
358,19.47,1.04
359,34.48,4.79
