,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.31,1.0,0.91
3,1.45,1.0,1.09
6,6.31,6.0,6.93
7,6.19,3.0,2.72
8,7.17,6.0,5.44
11,5.22,3.0,4.39
15,4.63,4.0,4.5
16,0.35,2.0,2.04
19,1.87,1.0,0.92
22,3.61,4.0,4.31
25,6.98,6.0,6.63
26,3.19,3.0,4.16
32,1.32,1.0,0.84
35,1.33,2.0,1.75
40,0.78,1.0,0.99
42,0.13,1.0,1.06
44,1.0,1.0,1.02
45,1.04,1.0,0.96
46,1.67,1.0,1.04
48,-0.1,1.0,1.12
56,0.33,1.0,1.13
64,0.75,1.0,1.06
66,0.88,1.0,1.11
68,11.96,9.0,10.5
74,1.58,1.0,1.16
79,0.69,1.0,1.0
81,3.92,5.0,6.26
82,4.88,5.0,6.07
84,1.48,1.0,1.19
89,2.52,5.0,4.49
90,0.12,1.0,1.14
100,1.35,1.0,0.77
102,12.39,11.0,8.76
103,11.53,11.0,10.15
112,1.77,1.0,1.41
114,1.72,1.0,1.36
117,8.75,9.0,8.65
118,12.11,12.0,12.37
119,11.59,17.0,12.33
121,1.02,1.0,0.71
123,13.19,14.0,13.62
126,13.55,15.0,14.24
129,1.29,1.0,0.27
130,2.45,1.0,0.83
132,13.03,15.0,13.69
134,0.53,1.0,0.92
135,0.65,1.0,0.81
136,0.7,1.0,0.95
144,11.83,10.0,10.01
146,12.57,14.0,13.26
147,12.67,15.0,13.33
156,1.08,1.0,0.98
157,1.42,1.0,1.01
158,1.13,1.0,1.01
159,1.12,1.0,0.9
160,1.23,1.0,1.19
167,2.97,6.0,6.19
180,1.62,1.0,0.75
186,5.29,7.0,8.24
187,8.53,7.0,8.39
188,2.7,5.0,6.35
189,1.03,1.0,1.09
194,1.31,1.0,0.94
200,5.31,1.0,1.31
205,0.89,1.0,1.14
206,0.31,1.0,1.17
211,0.89,1.0,0.81
214,1.97,1.0,1.03
218,1.7,1.0,0.9
222,1.4,1.0,0.96
224,3.06,3.0,3.97
227,1.3,1.0,0.97
228,4.06,4.0,4.54
238,8.34,5.0,5.57
247,1.51,1.0,0.9
248,2.9,1.0,0.89
249,16.01,18.0,17.99
252,13.07,18.0,15.83
253,14.73,17.0,16.82
255,1.66,1.0,1.1
257,16.74,18.0,18.1
262,0.58,2.0,2.03
268,1.48,2.0,2.06
269,1.39,1.0,0.96
277,18.58,1.0,1.33
278,17.81,20.0,18.03
279,17.33,19.0,18.65
281,14.0,19.0,18.23
287,19.04,18.0,17.96
289,1.58,2.0,2.16
294,15.17,18.0,18.44
295,15.14,19.0,18.32
297,1.61,1.0,0.87
301,16.4,18.0,17.89
305,16.73,18.0,18.3
316,1.08,1.0,0.91
321,16.67,18.0,17.62
325,2.9,1.0,1.08
327,18.08,18.0,18.47
329,17.93,19.0,18.51
334,9.8,8.0,7.49
338,1.48,1.0,1.1
340,18.15,18.0,17.87
343,13.89,16.0,17.4
347,4.8,2.0,1.98
348,8.99,6.0,5.27
351,15.37,17.0,17.78
357,11.53,17.0,14.65
360,1.01,1.0,1.1
361,3.37,5.0,4.35
363,3.27,4.0,4.74
