,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
2,0.56,2.0,1.85
5,13.82,13.0,12.71
16,1.27,2.0,1.96
17,1.09,1.0,0.85
20,1.89,1.0,0.93
22,3.36,4.0,4.45
24,0.48,1.0,0.92
28,1.17,2.0,1.85
29,0.45,1.0,1.05
43,3.1,1.0,1.06
44,1.19,1.0,0.99
51,0.98,1.0,0.96
52,0.9,1.0,0.96
55,1.41,1.0,0.85
66,1.04,1.0,0.98
76,0.83,1.0,1.03
77,1.7,1.0,1.04
78,4.06,1.0,0.83
80,0.78,1.0,0.96
81,3.98,5.0,5.78
85,2.49,3.0,1.69
86,1.08,1.0,0.79
89,2.06,5.0,4.72
100,1.33,1.0,1.01
102,11.21,11.0,8.4
103,11.26,11.0,9.58
106,12.69,12.0,13.26
108,1.28,1.0,1.16
109,13.9,14.0,13.67
115,1.34,1.0,1.33
120,11.64,12.0,13.11
123,13.84,14.0,13.96
125,13.41,16.0,13.97
129,1.03,1.0,0.73
130,2.28,1.0,0.87
132,13.3,15.0,13.68
136,0.9,1.0,1.01
138,1.89,1.0,0.86
141,13.01,14.0,13.58
143,1.39,1.0,1.4
144,12.65,10.0,9.67
148,13.75,13.0,13.82
152,11.26,13.0,13.0
155,1.36,1.0,1.06
160,0.62,1.0,1.07
161,0.89,1.0,1.08
166,2.21,1.0,0.9
167,3.98,6.0,5.84
169,1.23,1.0,0.97
173,2.88,5.0,5.93
177,0.88,0.0,0.9
183,2.81,1.0,0.94
185,0.34,1.0,0.83
188,3.13,5.0,6.0
193,6.42,8.0,7.73
199,1.53,1.0,0.91
205,1.27,1.0,1.1
209,1.15,1.0,0.87
211,1.97,1.0,0.78
213,0.14,1.0,0.86
218,2.16,1.0,0.83
220,1.42,1.0,0.96
221,1.92,1.0,1.0
222,1.38,1.0,0.99
223,1.5,1.0,0.83
224,2.38,3.0,3.21
229,1.99,4.0,3.69
231,8.11,6.0,4.48
234,1.32,1.0,0.92
237,6.73,7.0,7.49
238,7.3,5.0,6.12
240,1.41,2.0,2.04
241,0.97,1.0,1.02
243,7.38,9.0,7.98
250,10.9,11.0,10.7
253,14.37,17.0,17.13
255,1.89,1.0,0.99
258,14.63,15.0,16.22
261,2.68,1.0,0.92
262,0.81,2.0,2.03
266,15.88,18.0,17.57
273,12.34,1.0,1.27
277,18.67,1.0,1.39
279,18.34,19.0,18.83
291,18.97,18.0,17.63
297,-0.14,1.0,0.85
298,19.42,18.0,18.27
303,2.03,2.0,2.06
307,18.64,18.0,17.61
311,1.67,1.0,1.02
312,19.13,18.0,18.56
313,17.6,18.0,18.1
314,17.26,18.0,18.41
321,16.39,18.0,17.39
324,1.61,1.0,0.87
327,18.86,18.0,18.67
328,3.37,1.0,0.93
329,17.54,19.0,18.64
331,2.28,1.0,0.83
337,13.06,18.0,17.66
339,1.5,1.0,1.05
340,17.53,18.0,17.93
345,0.95,1.0,0.94
346,0.56,1.0,1.03
349,2.52,4.0,4.83
352,1.53,2.0,2.23
354,3.96,1.0,1.16
355,14.98,19.0,18.22
357,15.28,17.0,16.2
359,1.77,1.0,0.97
362,13.74,8.0,7.27
