,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
2,58.87,17.91
4,7.18,7.98
5,16.05,15.99
9,50.93,19.68
13,9.67,11.24
16,40.64,69.61
17,1604.47,771.6
21,7.55,4.99
24,1739.47,877.57
26,25.18,20.84
27,1.37,2.31
28,0.55,1.85
39,6.98,1.6
40,8.13,5.26
45,1627.33,811.95
47,13.22,11.44
49,4.42,4.01
57,4.2,2.03
60,5.11,7.21
62,0.31,1.79
66,2241.55,1273.7
68,17.11,12.85
72,45.07,25.03
73,762.41,385.09
76,17.06,33.97
79,11.44,41.16
80,2056.8,1213.65
81,29.58,30.26
84,4.18,50.81
87,2142.03,1028.91
88,11.56,5.64
90,0.8,2.3
93,32.87,59.56
96,1.86,3.34
97,3.56,1.57
101,2393.01,1296.04
103,7.68,4.93
104,6.25,7.3
115,1376.47,715.42
118,8.77,14.43
128,5.78,6.7
133,11.38,11.45
134,11.38,12.4
136,19.72,3.63
137,898.54,439.41
146,4.05,8.92
147,15.79,49.99
149,9.35,48.99
161,1.37,2.28
162,0.97,2.47
164,41.58,18.44
166,3353.62,1358.98
173,2.65,0.54
176,7.67,13.38
177,23.43,19.82
184,9.61,2.75
