,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,142.5,9.84
3,135.1,11.81
9,220.08,76.02
11,44.19,14.78
12,45.02,20.44
13,53.7,16.3
24,268.55,84.74
27,31.0,21.69
29,41.61,33.81
32,33.15,22.63
37,22.53,4.73
39,2.31,2.75
40,35.82,53.0
51,20.64,141.5
53,13.84,67.88
54,56.73,85.55
57,64.17,65.52
60,73.33,91.52
61,1.69,43.2
62,1.56,37.19
65,41.25,27.43
66,81.47,77.8
67,17.78,20.24
70,63.72,2.67
72,69.62,36.44
80,156.01,44.53
83,17.83,2.18
84,34.45,12.06
87,36.56,17.12
93,125.33,22.81
96,166.14,170.11
97,116.57,68.56
98,203.45,119.5
99,127.43,113.67
101,13.1,69.1
111,35.01,41.62
112,139.03,54.72
116,142.4,154.53
