,éûçèï ,é¿ê—
1,-0.12479829895780176,0.0
2,-0.008766033919799885,0.0
3,-0.0475296010763625,0.0
8,0.3657229556569453,0.0
9,0.34454950037377663,0.0
10,0.074029481750432,0.0
12,0.23984932638467588,0.0
13,0.3341772302565745,0.0
14,0.22155117192453577,1.0
15,0.4997194003829193,0.0
17,0.28634274289188655,0.0
18,0.4854480711744414,0.0
19,0.7092443293929018,0.0
20,0.5410973897032397,0.0
21,0.5165499016419591,1.0
22,-0.04480439810769976,0.0
27,0.1393033892480028,0.0
30,0.11894124593494941,0.0
31,0.29870075699034804,0.0
33,1.6346901031571681,3.0
34,1.538123836436142,2.0
35,1.8560623168899557,3.0
36,1.3914377207826154,2.0
37,1.6509912379138323,2.0
38,1.530891186180853,2.0
39,1.6141432869701193,2.0
40,1.5842481359642686,2.0
44,0.812761073136816,0.0
45,0.7448178850333428,0.0
49,0.09392262596547693,0.0
50,0.1268486277289443,0.0
51,0.12344666841189605,0.0
53,0.17058438067479995,1.0
54,0.1636821745854891,0.0
55,0.4937355840796737,0.0
57,0.4934332200377805,1.0
58,1.9419056795260565,3.0
59,1.1832810153068605,2.0
61,0.7237318392774386,0.0
62,0.5571371470167984,0.0
63,0.34386533584660045,0.0
64,0.7373918660584791,0.0
66,0.481758211693053,0.0
68,0.4340311905916639,0.0
69,0.5718377757479617,0.0
70,0.08178208403414423,0.0
71,-0.014761274086761103,0.0
72,0.07793752781595494,0.0
73,0.19106054714715473,1.0
74,0.10625749632318346,0.0
75,0.12628742165403575,0.0
76,0.12169462013468307,0.0
77,0.19576708191628517,0.0
79,0.2403350425168323,0.0
80,0.7513742628086895,1.0
81,0.18727572709978246,0.0
82,-0.08241022409667906,0.0
83,0.5267177102122486,0.0
84,0.3597630965456421,0.0
86,0.21149715184791804,0.0
87,0.4737266858046622,0.0
88,0.4446632425881792,1.0
89,0.6276012312152961,0.0
90,0.6424898226889195,0.0
92,0.3392602548274987,0.0
93,0.4412454288144224,0.0
94,0.06785712809663591,0.0
96,0.42389120021995735,1.0
97,0.23033188174297126,0.0
98,0.24741203659969818,0.0
99,0.10224707493703675,0.0
100,0.1140724767982547,0.0
101,0.28033377565729567,0.0
103,1.0608730241159554,4.0
104,1.7536019557651756,3.0
105,2.0378416095310383,2.0
107,2.90823953628542,3.0
108,2.877134652512272,3.0
110,3.323382455274956,4.0
111,3.027387840348913,3.0
112,3.0485173375254795,3.0
114,3.4047663978391762,3.0
115,3.2958123977691534,4.0
116,2.946256636357467,4.0
118,0.45701535663374915,0.0
119,0.3156359375351297,0.0
122,0.10340138316064049,0.0
124,0.2965730104766556,0.0
125,0.23408516551278116,0.0
126,0.23948121817788318,0.0
127,1.4160546936169291,3.0
129,3.2449013297415954,3.0
130,3.240641825142579,3.0
131,3.3736752973418875,3.0
132,3.4691850641370032,3.0
133,3.376304008191382,3.0
134,3.6014533791610637,4.0
135,3.191367481265773,3.0
138,2.881453091945746,3.0
139,3.299128752203661,3.0
140,2.7396359112735684,3.0
141,2.398771483531418,3.0
142,0.3988319523173744,1.0
144,0.14551268338844597,0.0
